Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Channel,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status
ORD022812,2024-04-16,CUST02762,PROD0170,R025,Online,2,15086.92,12.43,26423.23,23945.68,2477.55,Credit Card,Completed
ORD022813,2025-06-29,CUST00012,PROD0114,R015,Online,3,5547.1,8.24,15270.06,11827.59,3442.47,Credit Card,Completed
ORD022814,2024-06-26,CUST01037,PROD0092,R010,Online,3,3069.95,0.64,9150.91,6432.09,2718.82,UPI,Cancelled
ORD022815,2024-02-01,CUST04463,PROD0124,R003,Online,1,10142.95,4.82,9654.06,6882.15,2771.91,Debit Card,Completed
ORD022816,2024-10-24,CUST05334,PROD0171,R005,Online,3,13350.31,1.38,39498.23,29019.75,10478.48,Cash,Completed
ORD022817,2024-06-09,CUST05063,PROD0098,R010,Marketplace,1,15512.35,11.18,13778.07,9233.2,4544.87,Cash,Completed
ORD022818,2026-06-05,CUST04397,PROD0039,R018,Store,1,759.95,5.54,717.85,578.81,139.04,Cash,Completed
ORD022819,2026-02-20,CUST02529,PROD0152,R022,Online,1,8156.28,0.0,8156.28,5542.06,2614.22,Credit Card,Cancelled
ORD022820,2025-02-15,CUST04201,PROD0065,R018,Store,3,4366.12,3.65,12620.27,10211.7,2408.57,Net Banking,Completed
ORD022821,2025-09-17,CUST03654,PROD0057,R024,Marketplace,3,9379.9,12.62,24588.47,21592.68,2995.79,UPI,Completed
ORD022822,2025-02-26,CUST05294,PROD0163,R003,Online,2,9897.91,1.23,19552.33,12853.28,6699.05,Credit Card,Completed
ORD022823,2024-04-03,CUST02336,PROD0043,R025,Store,1,18076.17,12.04,15899.8,11222.65,4677.15,Credit Card,Completed
ORD022824,2025-06-26,CUST03411,PROD0168,R007,Online,1,7461.76,3.56,7196.12,4604.69,2591.43,UPI,Completed
ORD022825,2024-05-31,CUST02078,PROD0167,R019,Online,1,12170.89,8.13,11181.4,8526.67,2654.73,UPI,Completed
ORD022826,2026-01-24,CUST05763,PROD0007,R024,Online,5,6620.23,13.73,28556.36,22540.75,6015.61,Credit Card,Pending
ORD022827,2026-06-18,CUST03109,PROD0016,R022,Online,5,5085.97,6.77,23708.25,15852.6,7855.65,UPI,Completed
ORD022828,2025-04-06,CUST02670,PROD0046,R025,Online,4,5767.09,3.7,22214.83,15593.44,6621.39,UPI,Completed
ORD022829,2026-02-15,CUST03666,PROD0179,R004,Online,1,15031.47,14.09,12913.54,11379.03,1534.51,UPI,Completed
ORD022830,2024-12-21,CUST03426,PROD0111,R019,Online,1,4589.0,1.74,4509.15,2879.36,1629.79,Net Banking,Completed
ORD022831,2026-04-17,CUST05456,PROD0011,R015,Online,3,4711.27,8.41,12945.16,9544.71,3400.45,Credit Card,Completed
ORD022832,2025-06-19,CUST05380,PROD0164,R008,Online,2,15495.6,18.28,25326.01,20866.0,4460.01,Credit Card,Completed
ORD022833,2024-08-05,CUST00580,PROD0103,R002,Online,1,7340.57,7.03,6824.53,5408.41,1416.12,Cash,Completed
ORD022834,2024-12-19,CUST05117,PROD0030,R004,Online,1,10355.74,5.95,9739.57,6535.07,3204.5,Debit Card,Completed
ORD022835,2025-07-30,CUST00263,PROD0154,R008,Marketplace,2,2368.51,8.07,4354.74,3341.46,1013.28,UPI,Completed
ORD022836,2025-12-27,CUST02672,PROD0105,R001,Marketplace,1,10597.29,0.46,10548.54,6539.86,4008.68,UPI,Completed
ORD022837,2025-02-04,CUST04178,PROD0034,R013,Online,2,15512.32,10.11,27888.05,18857.1,9030.95,Debit Card,Completed
ORD022838,2024-04-09,CUST02859,PROD0032,R001,Online,4,16577.15,7.16,61560.9,42034.04,19526.86,UPI,Completed
ORD022839,2025-02-24,CUST02019,PROD0135,R020,Online,1,11613.45,11.86,10236.09,8798.64,1437.45,Cash,Completed
ORD022840,2024-11-01,CUST05954,PROD0079,R014,Online,1,5573.33,12.27,4889.48,3545.67,1343.81,Credit Card,Completed
ORD022841,2024-09-06,CUST00046,PROD0054,R009,Marketplace,1,17939.72,2.1,17562.99,11623.82,5939.17,UPI,Completed
ORD022842,2025-03-04,CUST03715,PROD0120,R013,Store,2,6528.62,12.6,11412.03,8664.94,2747.09,UPI,Completed
ORD022843,2024-10-02,CUST00931,PROD0114,R014,Store,4,5547.1,13.61,19168.56,15770.12,3398.44,Cash,Completed
ORD022844,2024-11-10,CUST05624,PROD0094,R024,Online,1,12677.35,7.2,11764.58,9333.52,2431.06,Credit Card,Completed
ORD022845,2024-11-10,CUST05491,PROD0109,R009,Store,1,8971.66,4.94,8528.46,5176.11,3352.35,UPI,Completed
ORD022846,2024-03-30,CUST01783,PROD0037,R019,Online,1,9731.05,25.35,7264.23,5750.06,1514.17,UPI,Completed
ORD022847,2025-01-29,CUST00248,PROD0008,R007,Marketplace,1,8891.61,6.36,8326.1,5181.64,3144.46,Credit Card,Completed
ORD022848,2025-03-14,CUST04944,PROD0054,R011,Marketplace,1,17939.72,12.72,15657.79,11623.82,4033.97,UPI,Completed
ORD022849,2026-05-01,CUST03227,PROD0010,R020,Store,2,11772.01,14.42,20148.97,18172.36,1976.61,Debit Card,Completed
ORD022850,2024-09-07,CUST01356,PROD0165,R002,Online,6,11488.02,5.7,64999.22,54577.68,10421.54,UPI,Completed
ORD022851,2025-07-30,CUST01989,PROD0140,R009,Online,5,16058.37,2.07,78629.81,47770.1,30859.71,Cash,Completed
ORD022852,2024-08-23,CUST04149,PROD0128,R023,Online,1,6488.56,24.85,4876.15,3708.74,1167.41,Credit Card,Completed
ORD022853,2024-03-17,CUST01219,PROD0132,R021,Store,2,3901.55,3.05,7565.11,5751.3,1813.81,Credit Card,Cancelled
ORD022854,2025-07-23,CUST01739,PROD0049,R016,Store,1,1295.82,6.99,1205.24,1040.43,164.81,Credit Card,Completed
ORD022855,2024-04-09,CUST04391,PROD0045,R004,Online,1,2884.24,5.2,2734.26,1843.05,891.21,Net Banking,Completed
ORD022856,2026-06-09,CUST01670,PROD0034,R009,Online,4,15512.32,9.73,56011.89,37714.2,18297.69,UPI,Completed
ORD022857,2026-03-22,CUST01788,PROD0121,R008,Online,2,15732.26,11.66,27795.76,21208.3,6587.46,Debit Card,Completed
ORD022858,2025-04-05,CUST03214,PROD0143,R011,Online,3,4810.17,15.03,12261.6,9220.11,3041.49,Cash,Completed
ORD022859,2025-02-01,CUST01520,PROD0014,R003,Store,1,6922.67,10.94,6165.33,4671.12,1494.21,Net Banking,Completed
ORD022860,2024-09-01,CUST00234,PROD0163,R020,Online,5,9897.91,12.85,43130.14,32133.2,10996.94,Credit Card,Completed
ORD022861,2025-01-15,CUST05892,PROD0016,R020,Online,2,5085.97,4.96,9667.41,6341.04,3326.37,Credit Card,Completed
ORD022862,2024-02-21,CUST04624,PROD0127,R010,Store,3,2851.07,7.47,7914.29,6592.2,1322.09,UPI,Completed
ORD022863,2024-06-10,CUST00371,PROD0015,R018,Online,2,18083.63,8.38,33136.44,23675.28,9461.16,UPI,Completed
ORD022864,2024-07-09,CUST05659,PROD0067,R015,Online,5,4228.87,9.32,19173.7,12737.0,6436.7,Debit Card,Completed
ORD022865,2024-05-01,CUST01731,PROD0089,R023,Online,1,18354.57,1.69,18044.38,11766.61,6277.77,UPI,Completed
ORD022866,2025-02-14,CUST00643,PROD0171,R018,Marketplace,5,13350.31,11.9,58808.12,48366.25,10441.87,Credit Card,Completed
ORD022867,2026-02-18,CUST00032,PROD0070,R007,Online,2,13770.36,12.01,24233.08,16952.44,7280.64,Credit Card,Completed
ORD022868,2024-10-20,CUST03504,PROD0172,R017,Online,4,13612.05,15.59,45959.73,34019.44,11940.29,UPI,Completed
ORD022869,2024-09-02,CUST03780,PROD0026,R004,Store,3,12026.19,10.41,32322.79,21082.11,11240.68,UPI,Completed
ORD022870,2024-07-02,CUST01515,PROD0073,R025,Marketplace,2,8656.25,13.41,14990.89,10267.96,4722.93,UPI,Completed
ORD022871,2025-03-24,CUST02442,PROD0089,R008,Store,1,18354.57,12.11,16131.83,11766.61,4365.22,Credit Card,Cancelled
ORD022872,2024-12-11,CUST02689,PROD0168,R017,Store,2,7461.76,19.03,12083.57,9209.38,2874.19,UPI,Completed
ORD022873,2024-06-16,CUST00767,PROD0087,R012,Marketplace,6,3396.38,1.71,20029.81,12388.98,7640.83,Credit Card,Completed
ORD022874,2025-09-07,CUST04574,PROD0110,R013,Online,3,448.54,4.83,1280.63,995.4,285.23,Net Banking,Cancelled
ORD022875,2025-02-08,CUST02547,PROD0175,R023,Online,1,8066.73,11.42,7145.51,6205.03,940.48,Net Banking,Completed
ORD022876,2025-02-19,CUST05148,PROD0031,R022,Store,1,3348.21,8.71,3056.58,2059.62,996.96,Net Banking,Completed
ORD022877,2025-08-23,CUST04779,PROD0131,R003,Marketplace,1,8773.69,3.59,8458.71,6284.21,2174.5,Credit Card,Completed
ORD022878,2025-06-07,CUST00534,PROD0163,R016,Online,1,9897.91,6.71,9233.76,6426.64,2807.12,UPI,Completed
ORD022879,2025-08-23,CUST05503,PROD0178,R018,Store,6,4622.91,7.69,25604.45,17898.84,7705.61,UPI,Completed
ORD022880,2025-10-27,CUST01449,PROD0094,R017,Online,3,12677.35,6.41,35594.2,28000.56,7593.64,Credit Card,Completed
ORD022881,2024-02-05,CUST03495,PROD0078,R023,Online,6,11816.08,9.51,64154.22,47708.1,16446.12,Cash,Completed
ORD022882,2024-01-16,CUST03557,PROD0152,R010,Online,1,8156.28,8.92,7428.74,5542.06,1886.68,Credit Card,Completed
ORD022883,2024-07-24,CUST00074,PROD0124,R024,Online,2,10142.95,12.36,17778.56,13764.3,4014.26,Credit Card,Completed
ORD022884,2025-05-08,CUST02955,PROD0022,R016,Online,2,15694.57,17.05,26037.29,23178.02,2859.27,UPI,Completed
ORD022885,2025-11-04,CUST00892,PROD0164,R023,Online,6,15495.6,13.39,80524.43,62598.0,17926.43,UPI,Completed
ORD022886,2026-05-30,CUST00727,PROD0095,R010,Online,2,2134.17,10.65,3813.76,3357.02,456.74,Credit Card,Completed
ORD022887,2025-12-12,CUST04502,PROD0092,R023,Marketplace,1,3069.95,9.04,2792.43,2144.03,648.4,Debit Card,Completed
ORD022888,2025-02-26,CUST05268,PROD0034,R021,Marketplace,3,15512.32,10.26,41762.27,28285.65,13476.62,Credit Card,Completed
ORD022889,2024-07-23,CUST02565,PROD0165,R003,Online,1,11488.02,4.46,10975.65,9096.28,1879.37,UPI,Completed
ORD022890,2024-06-05,CUST03071,PROD0163,R015,Marketplace,1,9897.91,5.95,9308.98,6426.64,2882.34,Net Banking,Completed
ORD022891,2025-02-18,CUST02710,PROD0129,R023,Marketplace,4,5163.83,7.61,19083.45,13474.64,5608.81,Credit Card,Completed
ORD022892,2026-04-10,CUST05073,PROD0076,R016,Online,6,7447.92,12.1,39280.33,37786.56,1493.77,Net Banking,Completed
ORD022893,2024-10-25,CUST04431,PROD0053,R014,Marketplace,6,2085.37,8.87,11402.39,9337.5,2064.89,UPI,Completed
ORD022894,2024-01-19,CUST02398,PROD0004,R012,Marketplace,1,15906.36,10.13,14295.05,11389.03,2906.02,Net Banking,Completed
ORD022895,2025-05-13,CUST03788,PROD0129,R011,Marketplace,2,5163.83,0.0,10327.66,6737.32,3590.34,UPI,Completed
ORD022896,2024-05-17,CUST03458,PROD0047,R025,Online,2,7182.73,6.8,13388.61,11208.56,2180.05,UPI,Completed
ORD022897,2025-07-21,CUST00231,PROD0039,R022,Online,3,759.95,12.86,1986.66,1736.43,250.23,Credit Card,Completed
ORD022898,2025-11-30,CUST01411,PROD0033,R014,Online,2,8818.49,4.48,16846.84,13361.4,3485.44,UPI,Completed
ORD022899,2024-02-12,CUST05454,PROD0155,R001,Store,2,2796.83,11.81,4933.05,3911.22,1021.83,Credit Card,Completed
ORD022900,2024-10-30,CUST02084,PROD0090,R022,Marketplace,2,6354.08,18.24,10390.19,9589.62,800.57,UPI,Completed
ORD022901,2024-10-22,CUST01017,PROD0158,R013,Online,1,16109.18,5.34,15248.95,11084.16,4164.79,UPI,Completed
ORD022902,2024-10-16,CUST04083,PROD0042,R003,Online,4,19236.44,14.03,66150.27,45790.56,20359.71,Debit Card,Completed
ORD022903,2024-12-31,CUST05527,PROD0121,R007,Store,1,15732.26,16.88,13076.65,10604.15,2472.5,Debit Card,Completed
ORD022904,2025-09-16,CUST01461,PROD0070,R024,Online,1,13770.36,18.82,11178.78,8476.22,2702.56,Cash,Completed
ORD022905,2025-01-03,CUST03151,PROD0008,R002,Online,2,8891.61,6.42,16641.54,10363.28,6278.26,UPI,Completed
ORD022906,2024-05-08,CUST01470,PROD0170,R007,Store,1,15086.92,5.33,14282.79,11972.84,2309.95,Credit Card,Completed
ORD022907,2024-10-01,CUST02375,PROD0019,R016,Online,1,9684.46,5.32,9169.25,5791.27,3377.98,Net Banking,Completed
ORD022908,2024-09-13,CUST02106,PROD0020,R024,Online,6,4124.29,9.88,22300.86,14233.44,8067.42,Credit Card,Completed
ORD022909,2025-01-10,CUST03617,PROD0066,R013,Online,1,6135.56,26.75,4494.3,4788.78,-294.48,Credit Card,Completed
ORD022910,2024-03-28,CUST05622,PROD0127,R009,Online,3,2851.07,3.68,8238.45,6592.2,1646.25,UPI,Completed
ORD022911,2024-08-03,CUST04273,PROD0111,R001,Online,1,4589.0,14.66,3916.25,2879.36,1036.89,UPI,Completed
ORD022912,2024-12-24,CUST01958,PROD0060,R001,Online,1,15188.92,9.12,13803.69,10808.38,2995.31,UPI,Completed
ORD022913,2026-05-01,CUST00179,PROD0167,R001,Marketplace,3,12170.89,21.95,28498.14,25580.01,2918.13,Net Banking,Completed
ORD022914,2025-04-25,CUST00058,PROD0125,R023,Store,1,12200.98,13.85,10511.14,10101.45,409.69,Cash,Completed
ORD022915,2024-10-10,CUST04477,PROD0049,R001,Online,1,1295.82,13.52,1120.63,1040.43,80.2,UPI,Completed
ORD022916,2024-04-16,CUST02858,PROD0179,R011,Marketplace,1,15031.47,2.39,14672.22,11379.03,3293.19,Cash,Completed
ORD022917,2026-03-23,CUST05959,PROD0027,R023,Online,2,10298.65,4.5,19670.42,16432.42,3238.0,Credit Card,Completed
ORD022918,2025-04-27,CUST04317,PROD0135,R018,Store,4,11613.45,4.93,44163.63,35194.56,8969.07,Debit Card,Completed
ORD022919,2024-01-24,CUST01144,PROD0122,R011,Online,3,6342.03,7.84,17534.44,14034.81,3499.63,UPI,Completed
ORD022920,2024-08-19,CUST04268,PROD0052,R019,Online,1,16337.81,15.35,13829.96,11903.99,1925.97,Cash,Completed
ORD022921,2024-02-13,CUST05430,PROD0067,R007,Store,4,4228.87,4.77,16108.61,10189.6,5919.01,Net Banking,Completed
ORD022922,2025-01-20,CUST04015,PROD0030,R025,Store,2,10355.74,6.87,19288.6,13070.14,6218.46,Net Banking,Completed
ORD022923,2025-04-25,CUST02311,PROD0026,R017,Store,5,12026.19,14.1,51652.49,35136.85,16515.64,Cash,Completed
ORD022924,2024-03-18,CUST02309,PROD0131,R009,Online,1,8773.69,1.27,8662.26,6284.21,2378.05,UPI,Completed
ORD022925,2024-11-13,CUST02788,PROD0122,R024,Online,4,6342.03,0.0,25368.12,18713.08,6655.04,Credit Card,Completed
ORD022926,2024-05-22,CUST04727,PROD0043,R023,Online,1,18076.17,4.96,17179.59,11222.65,5956.94,UPI,Completed
ORD022927,2025-12-27,CUST02381,PROD0164,R013,Online,3,15495.6,2.7,45231.66,31299.0,13932.66,Net Banking,Completed
ORD022928,2025-05-30,CUST01509,PROD0156,R025,Marketplace,3,891.52,12.0,2353.61,2261.16,92.45,Debit Card,Completed
ORD022929,2024-07-30,CUST03173,PROD0041,R011,Marketplace,1,2219.7,9.92,1999.51,1288.04,711.47,Net Banking,Completed
ORD022930,2026-06-12,CUST03867,PROD0070,R010,Online,2,13770.36,4.07,26419.81,16952.44,9467.37,UPI,Completed
ORD022931,2026-03-09,CUST01714,PROD0173,R004,Online,2,1727.4,16.2,2895.12,2701.88,193.24,Net Banking,Completed
ORD022932,2026-04-06,CUST00962,PROD0125,R019,Store,2,12200.98,4.42,23323.39,20202.9,3120.49,Net Banking,Completed
ORD022934,2025-05-27,CUST01647,PROD0027,R006,Store,2,10298.65,5.93,19375.88,16432.42,2943.46,Debit Card,Completed
ORD022935,2024-11-20,CUST05325,PROD0057,R024,Store,1,9379.9,7.0,8723.31,7197.56,1525.75,Credit Card,Completed
ORD022936,2025-06-09,CUST02982,PROD0180,R018,Store,1,1990.36,0.0,1990.36,1436.38,553.98,Debit Card,Completed
ORD022937,2024-08-09,CUST01720,PROD0005,R022,Online,6,5395.83,11.59,28622.72,27066.0,1556.72,UPI,Completed
ORD022938,2025-04-30,CUST02495,PROD0052,R012,Online,1,16337.81,5.74,15400.02,11903.99,3496.03,UPI,Completed
ORD022939,2026-03-01,CUST00454,PROD0032,R018,Online,3,16577.15,10.86,44330.61,31525.53,12805.08,UPI,Completed
ORD022940,2025-03-30,CUST05443,PROD0002,R017,Online,4,6109.4,1.95,23961.07,17863.52,6097.55,Credit Card,Completed
ORD022941,2024-04-17,CUST03635,PROD0057,R020,Marketplace,2,9379.9,1.43,18491.53,14395.12,4096.41,Credit Card,Completed
ORD022942,2025-05-01,CUST02782,PROD0057,R006,Store,1,9379.9,10.08,8434.41,7197.56,1236.85,UPI,Completed
ORD022943,2025-01-04,CUST02363,PROD0127,R016,Online,5,2851.07,13.82,12285.26,10987.0,1298.26,UPI,Completed
ORD022944,2025-09-21,CUST01792,PROD0086,R007,Online,1,4398.02,14.92,3741.84,3445.13,296.71,Credit Card,Cancelled
ORD022945,2026-06-30,CUST02896,PROD0139,R011,Online,2,1777.94,14.54,3038.86,2173.62,865.24,UPI,Completed
ORD022946,2025-01-27,CUST05884,PROD0069,R014,Marketplace,1,5482.32,0.0,5482.32,3420.13,2062.19,Credit Card,Completed
ORD022947,2024-04-28,CUST02740,PROD0050,R017,Online,6,7609.14,1.68,44887.84,37381.14,7506.7,Cash,Completed
ORD022948,2025-05-23,CUST03977,PROD0026,R018,Online,2,12026.19,0.0,24052.38,14054.74,9997.64,UPI,Completed
ORD022949,2026-01-19,CUST00503,PROD0097,R008,Online,2,11000.04,14.29,18856.27,13025.32,5830.95,Debit Card,Completed
ORD022950,2024-12-19,CUST00832,PROD0162,R003,Online,2,14802.17,9.43,26812.65,17454.42,9358.23,Credit Card,Completed
ORD022951,2026-02-04,CUST04744,PROD0058,R007,Online,4,2824.28,15.0,9602.55,7275.24,2327.31,UPI,Completed
ORD022952,2025-07-10,CUST01457,PROD0002,R014,Store,1,6109.4,17.28,5053.7,4465.88,587.82,UPI,Pending
ORD022953,2025-09-29,CUST05559,PROD0098,R001,Online,3,15512.35,7.48,43056.08,27699.6,15356.48,Cash,Completed
ORD022954,2025-10-08,CUST02906,PROD0131,R003,Marketplace,1,8773.69,0.0,8773.69,6284.21,2489.48,Debit Card,Completed
ORD022955,2024-11-08,CUST02185,PROD0143,R023,Online,2,4810.17,14.57,8218.66,6146.74,2071.92,Net Banking,Completed
ORD022956,2024-03-04,CUST00268,PROD0016,R008,Marketplace,3,5085.97,0.81,15134.32,9511.56,5622.76,Cash,Completed
ORD022957,2024-09-14,CUST00092,PROD0070,R021,Store,2,13770.36,7.86,25376.02,16952.44,8423.58,UPI,Completed
ORD022958,2024-01-06,CUST01733,PROD0059,R006,Online,4,4032.23,17.1,13370.87,13225.4,145.47,Net Banking,Completed
ORD022959,2026-05-25,CUST01905,PROD0001,R014,Online,4,12001.3,7.42,44443.21,32775.8,11667.41,UPI,Completed
ORD022960,2024-11-12,CUST02285,PROD0101,R022,Marketplace,4,12071.69,1.02,47794.24,30695.84,17098.4,UPI,Completed
ORD022961,2025-02-21,CUST02422,PROD0078,R007,Online,1,11816.08,0.0,11816.08,7951.35,3864.73,Debit Card,Completed
ORD022962,2024-01-17,CUST00275,PROD0174,R014,Marketplace,3,2332.87,22.36,5433.72,5646.15,-212.43,Cash,Completed
ORD022963,2024-10-08,CUST00520,PROD0103,R005,Online,1,7340.57,9.68,6630.0,5408.41,1221.59,Debit Card,Completed
ORD022964,2026-04-23,CUST01638,PROD0066,R006,Store,1,6135.56,8.62,5606.67,4788.78,817.89,UPI,Completed
ORD022965,2025-02-07,CUST01042,PROD0114,R011,Online,2,5547.1,6.9,10328.7,7885.06,2443.64,UPI,Completed
ORD022966,2025-07-06,CUST03115,PROD0083,R010,Online,2,13634.93,10.7,24351.98,15943.3,8408.68,UPI,Completed
ORD022967,2025-03-17,CUST00410,PROD0130,R008,Store,1,9115.86,3.81,8768.55,5430.37,3338.18,UPI,Completed
ORD022968,2024-12-31,CUST01999,PROD0141,R011,Online,1,1258.64,0.0,1258.64,953.4,305.24,UPI,Completed
ORD022969,2024-12-20,CUST01038,PROD0143,R020,Online,2,4810.17,22.78,7428.83,6146.74,1282.09,Debit Card,Completed
ORD022970,2024-12-20,CUST01917,PROD0072,R024,Marketplace,1,6813.77,6.67,6359.29,5544.67,814.62,Credit Card,Completed
ORD022971,2024-11-05,CUST05465,PROD0065,R016,Store,4,4366.12,13.79,15056.13,13615.6,1440.53,Cash,Completed
ORD022972,2025-02-16,CUST01794,PROD0102,R021,Online,2,5276.76,11.86,9301.87,6256.26,3045.61,Cash,Completed
ORD022973,2026-03-26,CUST05808,PROD0046,R009,Online,3,5767.09,19.32,13958.66,11695.08,2263.58,Credit Card,Completed
ORD022974,2026-05-12,CUST04294,PROD0092,R018,Online,4,3069.95,16.16,10295.38,8576.12,1719.26,Debit Card,Cancelled
ORD022975,2024-08-19,CUST01737,PROD0051,R014,Online,1,7244.8,13.93,6235.6,5654.46,581.14,Debit Card,Pending
ORD022976,2025-04-05,CUST02232,PROD0115,R022,Online,3,16930.95,5.03,48237.97,34886.25,13351.72,Credit Card,Completed
ORD022977,2024-03-30,CUST01386,PROD0094,R004,Marketplace,1,12677.35,13.8,10927.88,9333.52,1594.36,UPI,Completed
ORD022978,2024-05-29,CUST04885,PROD0111,R016,Online,1,4589.0,15.76,3865.77,2879.36,986.41,Cash,Completed
ORD022979,2025-08-06,CUST04090,PROD0161,R003,Store,1,15765.29,14.09,13543.96,10592.68,2951.28,Net Banking,Completed
ORD022980,2026-05-21,CUST01739,PROD0113,R016,Online,1,14425.18,14.89,12277.27,11600.97,676.3,Net Banking,Completed
ORD022981,2025-03-30,CUST03954,PROD0165,R016,Store,2,11488.02,11.71,20285.55,18192.56,2092.99,Debit Card,Completed
ORD022982,2025-01-23,CUST05127,PROD0072,R018,Online,4,6813.77,15.97,22902.44,22178.68,723.76,Credit Card,Completed
ORD022983,2024-11-03,CUST01248,PROD0147,R001,Marketplace,1,5213.69,12.38,4568.24,3277.01,1291.23,Credit Card,Completed
ORD022984,2024-09-13,CUST00424,PROD0034,R025,Marketplace,4,15512.32,9.07,56421.41,37714.2,18707.21,Credit Card,Completed
ORD022985,2025-07-10,CUST01947,PROD0029,R024,Store,1,13777.49,5.1,13074.84,9521.15,3553.69,Credit Card,Pending
ORD022986,2025-01-08,CUST04866,PROD0126,R017,Online,1,11737.65,0.0,11737.65,8696.57,3041.08,UPI,Completed
ORD022987,2025-07-05,CUST04237,PROD0131,R020,Online,1,8773.69,8.33,8042.84,6284.21,1758.63,UPI,Completed
ORD022988,2024-07-10,CUST02436,PROD0172,R017,Online,6,13612.05,13.99,70246.35,51029.16,19217.19,Credit Card,Completed
ORD022989,2025-06-06,CUST01306,PROD0089,R024,Store,2,18354.57,0.0,36709.14,23533.22,13175.92,Net Banking,Completed
ORD022990,2025-01-16,CUST02135,PROD0045,R010,Online,2,2884.24,9.09,5244.13,3686.1,1558.03,UPI,Completed
ORD022991,2025-03-11,CUST01812,PROD0058,R019,Online,4,2824.28,2.23,11045.19,7275.24,3769.95,UPI,Completed
ORD022992,2026-05-13,CUST04281,PROD0040,R016,Online,2,7125.69,20.87,11277.12,8863.46,2413.66,Credit Card,Completed
ORD022993,2024-05-14,CUST05019,PROD0124,R022,Online,2,10142.95,10.9,18074.74,13764.3,4310.44,Debit Card,Completed
ORD022994,2024-06-27,CUST04800,PROD0009,R001,Online,1,6992.14,19.0,5663.63,4710.9,952.73,UPI,Completed
ORD022995,2024-08-08,CUST05328,PROD0043,R012,Online,3,18076.17,23.88,41278.74,33667.95,7610.79,UPI,Completed
ORD022996,2024-08-09,CUST05636,PROD0013,R022,Marketplace,1,10350.0,10.72,9240.48,7215.59,2024.89,Credit Card,Completed
ORD022997,2025-07-04,CUST00201,PROD0097,R004,Online,2,11000.04,1.07,21764.68,13025.32,8739.36,UPI,Completed
ORD022998,2025-07-09,CUST05959,PROD0105,R023,Store,2,10597.29,17.68,17447.38,13079.72,4367.66,Credit Card,Completed
ORD022999,2024-11-08,CUST04783,PROD0160,R003,Store,5,9056.08,11.77,39950.9,28790.8,11160.1,Debit Card,Pending
ORD023000,2026-03-19,CUST02601,PROD0149,R001,Online,3,15077.01,14.62,38618.25,28056.66,10561.59,UPI,Completed
ORD023001,2024-10-21,CUST00957,PROD0085,R019,Marketplace,1,7374.91,7.94,6789.34,6036.53,752.81,Cash,Completed
ORD023002,2025-10-21,CUST01120,PROD0179,R002,Online,2,15031.47,9.93,27077.69,22758.06,4319.63,Credit Card,Pending
ORD023003,2025-06-17,CUST02113,PROD0016,R015,Online,1,5085.97,13.38,4405.47,3170.52,1234.95,Credit Card,Completed
ORD023004,2024-06-05,CUST01353,PROD0176,R005,Store,1,12006.69,8.15,11028.14,6954.11,4074.03,Credit Card,Completed
ORD023005,2026-03-24,CUST04392,PROD0048,R017,Online,2,4193.34,8.11,7706.52,6711.4,995.12,Cash,Completed
ORD023006,2025-03-27,CUST00723,PROD0057,R011,Online,2,9379.9,10.43,16803.15,14395.12,2408.03,UPI,Completed
ORD023007,2024-01-03,CUST02216,PROD0069,R021,Marketplace,1,5482.32,10.06,4930.8,3420.13,1510.67,Credit Card,Completed
ORD023008,2024-07-19,CUST03300,PROD0023,R016,Store,1,12094.54,8.2,11102.79,9313.05,1789.74,Debit Card,Completed
ORD023009,2025-01-23,CUST00822,PROD0085,R005,Store,1,7374.91,4.13,7070.33,6036.53,1033.8,UPI,Completed
ORD023010,2026-04-03,CUST01506,PROD0024,R018,Online,2,6673.1,8.13,12261.15,10334.64,1926.51,UPI,Completed
ORD023011,2024-11-18,CUST03479,PROD0004,R018,Marketplace,4,15906.36,0.12,63549.09,45556.12,17992.97,UPI,Completed
ORD023012,2024-12-10,CUST05540,PROD0010,R024,Store,1,11772.01,5.67,11104.54,9086.18,2018.36,Cash,Completed
ORD023013,2025-02-19,CUST03128,PROD0140,R018,Store,1,16058.37,9.83,14479.83,9554.02,4925.81,UPI,Completed
ORD023014,2024-04-06,CUST05847,PROD0042,R013,Online,1,19236.44,7.75,17745.62,11447.64,6297.98,Debit Card,Completed
ORD023015,2025-09-12,CUST01856,PROD0030,R012,Online,2,10355.74,11.92,18242.67,13070.14,5172.53,Net Banking,Completed
ORD023016,2026-01-09,CUST00349,PROD0001,R022,Marketplace,2,12001.3,8.69,21916.77,16387.9,5528.87,UPI,Completed
ORD023017,2026-01-23,CUST00215,PROD0147,R014,Online,1,5213.69,10.48,4667.3,3277.01,1390.29,Cash,Pending
ORD023018,2026-03-19,CUST00687,PROD0165,R023,Marketplace,1,11488.02,14.49,9823.41,9096.28,727.13,UPI,Cancelled
ORD023019,2025-06-24,CUST05463,PROD0150,R021,Online,3,1301.37,10.87,3479.73,3044.34,435.39,Debit Card,Completed
ORD023020,2024-12-24,CUST01194,PROD0127,R020,Store,3,2851.07,6.74,7976.72,6592.2,1384.52,Credit Card,Completed
ORD023021,2026-05-28,CUST01947,PROD0002,R024,Store,4,6109.4,14.57,20877.04,17863.52,3013.52,Net Banking,Completed
