Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Channel,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Gross_Sales,Discount_Amount,Profit_Margin_Percent,Selling_Price_Per_Unit,Cost_Per_Unit,Year,Month,Month_Name,Quarter
ORD005019,2024-11-01,CUST03730,PROD0077,R014,Marketplace,4,1021.47,10.46,3658.5,2421.72,1236.78,UPI,Completed,4085.88,427.38304800000003,33.80565805658057,914.625,605.43,2024,11,November,Q4
ORD005020,2026-05-04,CUST02454,PROD0047,R008,Online,2,7182.73,20.14,11472.26,11208.56,263.7,UPI,Completed,14365.46,2893.2036439999997,2.298588072446057,5736.13,5604.28,2026,5,May,Q2
ORD005021,2024-01-06,CUST01561,PROD0180,R011,Online,1,1990.36,0.3,1984.39,1436.38,548.01,Credit Card,Completed,1990.36,5.97108,27.61604321731111,1984.39,1436.38,2024,1,January,Q1
ORD005022,2024-04-19,CUST02329,PROD0150,R009,Store,3,1301.37,13.37,3382.13,3044.34,337.79,UPI,Completed,3904.1099999999997,521.9795069999999,9.987493088674888,1127.3766666666668,1014.7800000000001,2024,4,April,Q2
ORD005023,2024-05-22,CUST00917,PROD0156,R009,Online,2,891.52,6.82,1661.44,1507.44,154.0,UPI,Completed,1783.04,121.603328,9.26906779661017,830.72,753.72,2024,5,May,Q2
ORD005024,2026-06-25,CUST04078,PROD0031,R021,Online,2,3348.21,10.37,6002.0,4119.24,1882.76,UPI,Pending,6696.42,694.4187539999999,31.368877040986337,3001.0,2059.62,2026,6,June,Q2
ORD005025,2025-10-28,CUST00797,PROD0135,R019,Online,1,11613.45,6.92,10809.8,8798.64,2011.16,Credit Card,Cancelled,11613.45,803.65074,18.604969564654297,10809.8,8798.64,2025,10,October,Q4
ORD005026,2024-07-25,CUST03644,PROD0162,R006,Online,1,14802.17,10.0,13321.95,8727.21,4594.74,Credit Card,Completed,14802.17,1480.217,34.489995833943226,13321.95,8727.21,2024,7,July,Q3
ORD005027,2025-03-04,CUST05621,PROD0105,R013,Store,2,10597.29,12.01,18649.11,13079.72,5569.39,UPI,Completed,21194.58,2545.469058,29.86410611551972,9324.555,6539.86,2025,3,March,Q1
ORD005028,2024-06-14,CUST02558,PROD0030,R008,Online,2,10355.74,4.91,19694.55,13070.14,6624.41,Net Banking,Completed,20711.48,1016.933668,33.635752022767726,9847.275,6535.07,2024,6,June,Q2
ORD005029,2024-09-16,CUST04214,PROD0153,R001,Store,3,8234.87,6.77,23032.11,16267.83,6764.28,Credit Card,Completed,24704.61,1672.502097,29.368911489220917,7677.37,5422.61,2024,9,September,Q3
ORD005030,2025-11-15,CUST00706,PROD0067,R017,Online,3,4228.87,12.97,11041.16,7642.2,3398.96,UPI,Pending,12686.61,1645.4533170000002,30.78444656177431,3680.3866666666668,2547.4,2025,11,November,Q4
ORD005031,2025-01-28,CUST00180,PROD0091,R025,Online,3,2345.0,14.12,6041.66,4099.02,1942.64,Debit Card,Completed,7035.0,993.342,32.15407685967102,2013.8866666666665,1366.3400000000001,2025,1,January,Q1
ORD005032,2024-04-30,CUST02455,PROD0092,R006,Online,2,3069.95,7.5,5679.41,4288.06,1391.35,UPI,Completed,6139.9,460.4925,24.498143293053324,2839.705,2144.03,2024,4,April,Q2
ORD005033,2025-02-16,CUST04482,PROD0075,R014,Store,1,16358.29,21.22,12887.06,10440.83,2446.23,Net Banking,Completed,16358.29,3471.2291379999997,18.982064179106793,12887.06,10440.83,2025,2,February,Q1
ORD005034,2024-05-19,CUST01238,PROD0057,R007,Online,2,9379.9,20.39,14934.68,14395.12,539.56,Debit Card,Pending,18759.8,3825.12322,3.6127992029290215,7467.34,7197.56,2024,5,May,Q2
ORD005035,2024-06-16,CUST04949,PROD0017,R024,Online,1,9986.93,12.8,8708.6,8240.67,467.93,Debit Card,Completed,9986.93,1278.3270400000001,5.37319431366695,8708.6,8240.67,2024,6,June,Q2
ORD005036,2024-03-24,CUST01660,PROD0027,R007,Online,2,10298.65,14.75,17559.2,16432.42,1126.78,Debit Card,Completed,20597.3,3038.10175,6.417034944644402,8779.6,8216.21,2024,3,March,Q1
ORD005037,2025-02-24,CUST05553,PROD0073,R005,Online,1,8656.25,10.06,7785.43,5133.98,2651.45,Cash,Completed,8656.25,870.81875,34.0565646341949,7785.43,5133.98,2025,2,February,Q1
ORD005038,2025-12-06,CUST05309,PROD0097,R003,Online,2,11000.04,7.3,20394.07,13025.32,7368.75,Debit Card,Cancelled,22000.08,1606.00584,36.13182655546441,10197.035,6512.66,2025,12,December,Q4
ORD005039,2026-02-26,CUST01823,PROD0067,R005,Online,1,4228.87,6.91,3936.66,2547.4,1389.26,UPI,Completed,4228.87,292.214917,35.29032225287427,3936.66,2547.4,2026,2,February,Q1
ORD005040,2024-09-24,CUST00089,PROD0028,R016,Online,2,19962.64,12.85,34794.88,23669.78,11125.1,UPI,Completed,39925.28,5130.39848,31.973382290727837,17397.44,11834.89,2024,9,September,Q3
ORD005041,2024-02-07,CUST03463,PROD0148,R003,Marketplace,1,8761.87,10.89,7807.7,7132.66,675.04,UPI,Completed,8761.87,954.1676430000001,8.645823994262074,7807.7,7132.66,2024,2,February,Q1
ORD005042,2024-10-29,CUST04121,PROD0031,R001,Online,3,3348.21,4.89,9553.45,6178.86,3374.59,Credit Card,Completed,10044.630000000001,491.182407,35.32326018349392,3184.4833333333336,2059.62,2024,10,October,Q4
ORD005043,2024-12-03,CUST02144,PROD0175,R021,Marketplace,1,8066.73,14.09,6930.13,6205.03,725.1,Net Banking,Completed,8066.73,1136.602257,10.463007187455359,6930.13,6205.03,2024,12,December,Q4
ORD005044,2026-01-23,CUST02170,PROD0109,R016,Online,1,8971.66,1.88,8802.99,5176.11,3626.88,UPI,Completed,8971.66,168.667208,41.20054663245102,8802.99,5176.11,2026,1,January,Q1
ORD005045,2024-11-25,CUST02746,PROD0035,R014,Store,2,717.8,16.01,1205.76,1106.78,98.98,Debit Card,Completed,1435.6,229.83956,8.208930467091296,602.88,553.39,2024,11,November,Q4
ORD005046,2024-07-17,CUST01597,PROD0156,R001,Store,5,891.52,6.16,4183.01,3768.6,414.41,UPI,Completed,4457.6,274.58816,9.906980858281477,836.6020000000001,753.72,2024,7,July,Q3
ORD005047,2026-03-20,CUST01352,PROD0070,R001,Online,1,13770.36,4.44,13158.96,8476.22,4682.74,Cash,Completed,13770.36,611.403984,35.58594296205779,13158.96,8476.22,2026,3,March,Q1
ORD005048,2024-01-05,CUST05134,PROD0047,R004,Online,1,7182.73,15.21,6090.24,5604.28,485.96,UPI,Completed,7182.73,1092.4932330000001,7.979324295922656,6090.24,5604.28,2024,1,January,Q1
ORD005049,2025-03-07,CUST00134,PROD0156,R001,Marketplace,3,891.52,6.45,2502.05,2261.16,240.89,Credit Card,Completed,2674.56,172.50912,9.62770528166903,834.0166666666668,753.7199999999999,2025,3,March,Q1
ORD005050,2025-01-05,CUST03191,PROD0164,R003,Online,2,15495.6,0.23,30919.92,20866.0,10053.92,UPI,Completed,30991.2,71.27976000000001,32.515996160404036,15459.96,10433.0,2025,1,January,Q1
ORD005051,2026-06-13,CUST01559,PROD0177,R004,Online,1,6508.8,8.46,5958.16,4177.96,1780.2,Net Banking,Completed,6508.8,550.64448,29.878351705895785,5958.16,4177.96,2026,6,June,Q2
ORD005052,2026-05-16,CUST03151,PROD0176,R002,Online,2,12006.69,16.12,20142.42,13908.22,6234.2,UPI,Completed,24013.38,3870.9568560000002,30.950600771903282,10071.21,6954.11,2026,5,May,Q2
ORD005053,2024-04-12,CUST02006,PROD0024,R019,Marketplace,3,6673.1,9.83,18051.4,15501.96,2549.44,Credit Card,Completed,20019.300000000003,1967.8971900000004,14.123225899376223,6017.133333333334,5167.32,2024,4,April,Q2
ORD005054,2025-03-10,CUST00676,PROD0043,R019,Online,4,18076.17,15.49,61104.69,44890.6,16214.09,Debit Card,Completed,72304.68,11199.994932,26.53493537075468,15276.1725,11222.65,2025,3,March,Q1
ORD005055,2026-06-26,CUST00963,PROD0103,R021,Marketplace,2,7340.57,6.42,13738.61,10816.82,2921.79,UPI,Pending,14681.14,942.529188,21.266998626498605,6869.305,5408.41,2026,6,June,Q2
ORD005056,2025-10-11,CUST00393,PROD0025,R008,Online,2,5285.3,10.28,9483.94,6557.08,2926.86,Debit Card,Pending,10570.6,1086.65768,30.86122434346906,4741.97,3278.54,2025,10,October,Q4
ORD005057,2026-03-15,CUST00453,PROD0116,R012,Marketplace,3,1812.54,14.12,4669.83,4419.18,250.65,UPI,Completed,5437.62,767.791944,5.367433075722243,1556.61,1473.0600000000002,2026,3,March,Q1
ORD005058,2025-01-15,CUST05248,PROD0052,R014,Store,2,16337.81,2.69,31796.65,23807.98,7988.67,Cash,Completed,32675.62,878.9741779999999,25.124250510667,15898.325,11903.99,2025,1,January,Q1
ORD005059,2024-03-06,CUST00012,PROD0034,R015,Online,2,15512.32,11.9,27332.71,18857.1,8475.61,UPI,Completed,31024.64,3691.9321600000003,31.009036425586782,13666.355,9428.55,2024,3,March,Q1
ORD005060,2025-08-01,CUST04161,PROD0005,R002,Online,1,5395.83,7.05,5015.42,4511.0,504.42,UPI,Completed,5395.83,380.40601499999997,10.057383030733218,5015.42,4511.0,2025,8,August,Q3
ORD005061,2024-09-26,CUST03809,PROD0045,R010,Online,1,2884.24,10.04,2594.66,1843.05,751.61,Credit Card,Completed,2884.24,289.57769599999995,28.96757185912605,2594.66,1843.05,2024,9,September,Q3
ORD005062,2024-02-16,CUST00533,PROD0150,R013,Online,3,1301.37,14.53,3336.84,3044.34,292.5,Debit Card,Completed,3904.1099999999997,567.2671829999999,8.76577840112202,1112.28,1014.7800000000001,2024,2,February,Q1
ORD005063,2024-12-30,CUST01726,PROD0001,R010,Online,5,12001.3,20.27,47843.18,40969.75,6873.43,UPI,Completed,60006.5,12163.31755,14.366582656085988,9568.636,8193.95,2024,12,December,Q4
ORD005064,2026-05-30,CUST05141,PROD0144,R009,Marketplace,4,2257.47,3.9,8677.71,5501.88,3175.83,Credit Card,Cancelled,9029.88,352.16532,36.59755857248053,2169.4275,1375.47,2026,5,May,Q2
ORD005065,2024-06-28,CUST02651,PROD0037,R024,Online,3,9731.05,0.0,29193.15,17250.18,11942.97,Credit Card,Completed,29193.149999999998,0.0,40.91017927150718,9731.050000000001,5750.06,2024,6,June,Q2
ORD005066,2024-03-08,CUST04610,PROD0039,R015,Store,1,759.95,3.21,735.56,578.81,156.75,Credit Card,Completed,759.95,24.394395,21.310294197618145,735.56,578.81,2024,3,March,Q1
ORD005067,2024-04-24,CUST03464,PROD0116,R020,Store,5,1812.54,6.04,8515.31,7365.3,1150.01,Net Banking,Completed,9062.7,547.3870800000001,13.505204155808773,1703.062,1473.06,2024,4,April,Q2
ORD005068,2024-01-26,CUST05782,PROD0076,R015,Online,6,7447.92,11.85,39392.05,37786.56,1605.49,Debit Card,Completed,44687.520000000004,5295.471120000001,4.075670090792431,6565.341666666667,6297.759999999999,2024,1,January,Q1
ORD005069,2025-07-12,CUST02993,PROD0019,R001,Marketplace,1,9684.46,4.39,9259.31,5791.27,3468.04,Credit Card,Cancelled,9684.46,425.1477939999999,37.45462674864542,9259.31,5791.27,2025,7,July,Q3
ORD005070,2024-07-25,CUST02057,PROD0088,R016,Online,3,15469.47,11.46,41090.01,26908.68,14181.33,Debit Card,Completed,46408.409999999996,5318.403785999999,34.512841442482,13696.67,8969.56,2024,7,July,Q3
ORD005071,2024-03-13,CUST04006,PROD0153,R022,Marketplace,3,8234.87,5.47,23353.27,16267.83,7085.44,UPI,Cancelled,24704.61,1351.3421669999998,30.340247853940795,7784.423333333333,5422.61,2024,3,March,Q1
ORD005072,2024-09-15,CUST02819,PROD0176,R024,Store,1,12006.69,7.83,11066.57,6954.11,4112.46,Net Banking,Completed,12006.69,940.123827,37.161107732567544,11066.57,6954.11,2024,9,September,Q3
ORD005073,2025-01-20,CUST04950,PROD0098,R020,Marketplace,1,15512.35,15.49,13109.49,9233.2,3876.29,UPI,Completed,15512.35,2402.863015,29.56857970828766,13109.49,9233.2,2025,1,January,Q1
ORD005074,2024-01-30,CUST01860,PROD0176,R023,Marketplace,2,12006.69,2.71,23362.62,13908.22,9454.4,UPI,Pending,24013.38,650.762598,40.468063941458624,11681.31,6954.11,2024,1,January,Q1
ORD005075,2025-02-24,CUST05097,PROD0029,R025,Online,1,13777.49,3.02,13361.41,9521.15,3840.26,UPI,Completed,13777.49,416.080198,28.74142773853957,13361.41,9521.15,2025,2,February,Q1
ORD005076,2024-01-03,CUST02509,PROD0006,R014,Online,1,13675.14,18.54,11139.77,9268.89,1870.88,UPI,Pending,13675.14,2535.3709559999998,16.794601683876778,11139.77,9268.89,2024,1,January,Q1
ORD005077,2025-06-04,CUST04824,PROD0016,R006,Store,3,5085.97,8.22,14003.71,9511.56,4492.15,Net Banking,Completed,15257.91,1254.2002020000002,32.07828496876899,4667.903333333333,3170.52,2025,6,June,Q2
ORD005078,2025-06-03,CUST01154,PROD0075,R006,Online,4,16358.29,4.88,62240.02,41763.32,20476.7,UPI,Completed,65433.16,3193.138208,32.899571690368994,15560.005,10440.83,2025,6,June,Q2
ORD005079,2025-06-04,CUST05507,PROD0159,R024,Marketplace,2,2880.2,7.23,5343.92,3452.4,1891.52,Net Banking,Completed,5760.4,416.47692,35.3957394571775,2671.96,1726.2,2025,6,June,Q2
ORD005080,2026-06-06,CUST01679,PROD0127,R003,Online,2,2851.07,10.7,5092.01,4394.8,697.21,UPI,Pending,5702.14,610.12898,13.692235482648307,2546.005,2197.4,2026,6,June,Q2
ORD005081,2025-02-04,CUST01752,PROD0011,R010,Online,3,4711.27,22.6,10939.57,9544.71,1394.86,UPI,Completed,14133.810000000001,3194.2410600000003,12.750592573565505,3646.523333333333,3181.5699999999997,2025,2,February,Q1
ORD005082,2025-10-25,CUST02458,PROD0177,R009,Marketplace,1,6508.8,0.0,6508.8,4177.96,2330.84,Net Banking,Completed,6508.8,0.0,35.81059488692232,6508.8,4177.96,2025,10,October,Q4
ORD005083,2025-10-15,CUST03688,PROD0118,R005,Online,2,11702.39,15.23,19840.23,17554.02,2286.21,UPI,Completed,23404.78,3564.547994,11.523102302745484,9920.115,8777.01,2025,10,October,Q4
ORD005084,2026-04-27,CUST04789,PROD0066,R021,Marketplace,2,6135.56,0.56,12202.4,9577.56,2624.84,Credit Card,Completed,12271.12,68.71827200000001,21.510850324526324,6101.2,4788.78,2026,4,April,Q2
ORD005085,2024-09-30,CUST03055,PROD0053,R023,Online,1,2085.37,1.25,2059.3,1556.25,503.05,Credit Card,Completed,2085.37,26.067124999999997,24.42820375855873,2059.3,1556.25,2024,9,September,Q3
ORD005086,2025-04-16,CUST02565,PROD0089,R003,Marketplace,3,18354.57,11.33,48824.99,35299.83,13525.16,Net Banking,Completed,55063.71,6238.718343,27.701306236826674,16274.996666666666,11766.61,2025,4,April,Q2
ORD005087,2025-01-06,CUST04270,PROD0106,R020,Store,3,4279.13,3.55,12381.66,8057.04,4324.62,Net Banking,Completed,12837.39,455.727345,34.92762682871279,4127.22,2685.68,2025,1,January,Q1
ORD005088,2025-03-06,CUST03111,PROD0078,R012,Online,1,11816.08,12.67,10318.98,7951.35,2367.63,UPI,Completed,11816.08,1497.097336,22.94441892512632,10318.98,7951.35,2025,3,March,Q1
ORD005089,2025-06-22,CUST04896,PROD0126,R005,Online,2,11737.65,0.67,23318.02,17393.14,5924.88,UPI,Completed,23475.3,157.28451,25.40901843295443,11659.01,8696.57,2025,6,June,Q2
ORD005090,2024-12-13,CUST04959,PROD0130,R004,Online,2,9115.86,5.36,17254.5,10860.74,6393.76,UPI,Completed,18231.72,977.2201920000001,37.05560868179315,8627.25,5430.37,2024,12,December,Q4
ORD005091,2024-03-11,CUST01992,PROD0079,R020,Online,3,5573.33,0.0,16719.99,10637.01,6082.98,UPI,Cancelled,16719.989999999998,0.0,36.38148108940256,5573.330000000001,3545.67,2024,3,March,Q1
ORD005092,2025-04-26,CUST03601,PROD0094,R013,Online,2,12677.35,23.45,19409.02,18667.04,741.98,Cash,Completed,25354.7,5945.6771499999995,3.822861741602616,9704.51,9333.52,2025,4,April,Q2
ORD005093,2025-12-31,CUST01152,PROD0098,R025,Marketplace,1,15512.35,0.0,15512.35,9233.2,6279.15,Net Banking,Completed,15512.35,0.0,40.47839302233381,15512.35,9233.2,2025,12,December,Q4
ORD005094,2026-03-12,CUST02535,PROD0012,R017,Marketplace,1,332.97,8.75,303.84,224.47,79.37,Credit Card,Completed,332.97,29.134875,26.122301211163773,303.84,224.47,2026,3,March,Q1
ORD005095,2024-09-12,CUST04850,PROD0006,R001,Marketplace,2,13675.14,6.77,25498.67,18537.78,6960.89,Net Banking,Pending,27350.28,1851.613956,27.299031674985404,12749.335,9268.89,2024,9,September,Q3
ORD005096,2024-04-12,CUST05581,PROD0090,R013,Online,3,6354.08,10.28,17102.64,14384.43,2718.21,UPI,Completed,19062.239999999998,1959.5982719999997,15.893511177221765,5700.88,4794.81,2024,4,April,Q2
ORD005097,2024-05-26,CUST01196,PROD0066,R013,Marketplace,6,6135.56,11.18,32697.63,28732.68,3964.95,Credit Card,Completed,36813.36,4115.733647999999,12.126108222522548,5449.6050000000005,4788.78,2024,5,May,Q2
ORD005098,2026-06-20,CUST04431,PROD0068,R014,Online,3,14057.37,18.05,34560.04,34323.42,236.62,UPI,Completed,42172.11,7612.065855000001,0.6846635594171766,11520.013333333334,11441.14,2026,6,June,Q2
ORD005099,2025-10-31,CUST02349,PROD0146,R001,Marketplace,1,2879.6,0.0,2879.6,2228.26,651.34,Credit Card,Completed,2879.6,0.0,22.619113765800808,2879.6,2228.26,2025,10,October,Q4
ORD005100,2026-05-09,CUST04700,PROD0127,R015,Online,2,2851.07,11.58,5041.83,4394.8,647.03,Credit Card,Completed,5702.14,660.307812,12.833237138102632,2520.915,2197.4,2026,5,May,Q2
ORD005101,2024-05-19,CUST04272,PROD0020,R014,Online,2,4124.29,0.07,8242.81,4744.48,3498.33,Debit Card,Completed,8248.58,5.774006000000001,42.44098796405595,4121.405,2372.24,2024,5,May,Q2
ORD005102,2025-10-16,CUST05647,PROD0063,R001,Online,1,4222.04,6.14,3962.81,2427.87,1534.94,UPI,Completed,4222.04,259.233256,38.73362588668142,3962.81,2427.87,2025,10,October,Q4
ORD005103,2025-09-12,CUST02726,PROD0076,R020,Online,1,7447.92,0.4,7418.13,6297.76,1120.37,Debit Card,Completed,7447.92,29.79168,15.103132460606647,7418.13,6297.76,2025,9,September,Q3
ORD005104,2025-02-26,CUST01928,PROD0009,R016,Store,1,6992.14,10.55,6254.47,4710.9,1543.57,UPI,Completed,6992.14,737.6707700000001,24.679469243596976,6254.47,4710.9,2025,2,February,Q1
ORD005105,2026-05-20,CUST00509,PROD0169,R016,Marketplace,3,6354.88,0.02,19060.83,11637.51,7423.32,Debit Card,Completed,19064.64,3.812928,38.945418431411426,6353.610000000001,3879.17,2026,5,May,Q2
ORD005106,2026-04-11,CUST00691,PROD0157,R013,Store,4,14323.08,7.3,53109.98,43951.2,9158.78,Credit Card,Completed,57292.32,4182.33936,17.244932120102476,13277.495,10987.8,2026,4,April,Q2
ORD005107,2024-03-04,CUST05794,PROD0083,R009,Marketplace,4,13634.93,13.42,47220.49,31886.6,15333.89,Net Banking,Completed,54539.72,7319.230424,32.47295824333886,11805.1225,7971.65,2024,3,March,Q1
ORD005108,2024-09-27,CUST05412,PROD0033,R012,Online,4,8818.49,10.39,31609.0,26722.8,4886.2,UPI,Completed,35273.96,3664.964444,15.45825556012528,7902.25,6680.7,2024,9,September,Q3
ORD005109,2025-11-28,CUST05140,PROD0006,R002,Store,1,13675.14,8.3,12540.1,9268.89,3271.21,Cash,Completed,13675.14,1135.03662,26.08599612443282,12540.1,9268.89,2025,11,November,Q4
ORD005110,2026-05-17,CUST01900,PROD0041,R007,Online,3,2219.7,8.76,6075.76,3864.12,2211.64,UPI,Completed,6659.099999999999,583.3371599999999,36.40104283250161,2025.2533333333333,1288.04,2026,5,May,Q2
ORD005111,2026-04-14,CUST03628,PROD0180,R019,Online,4,1990.36,12.29,6982.98,5745.52,1237.46,UPI,Completed,7961.44,978.460976,17.721087558606786,1745.745,1436.38,2026,4,April,Q2
ORD005112,2025-05-27,CUST01581,PROD0120,R020,Online,1,6528.62,16.14,5474.9,4332.47,1142.43,UPI,Completed,6528.62,1053.719268,20.866682496483957,5474.9,4332.47,2025,5,May,Q2
ORD005113,2024-01-07,CUST05999,PROD0012,R010,Online,1,332.97,1.96,326.44,224.47,101.97,UPI,Completed,332.97,6.526212,31.236980762161497,326.44,224.47,2024,1,January,Q1
ORD005114,2025-01-27,CUST00407,PROD0124,R018,Online,2,10142.95,22.63,15695.2,13764.3,1930.9,Debit Card,Completed,20285.9,4590.69917,12.302487384678118,7847.6,6882.15,2025,1,January,Q1
ORD005115,2024-01-01,CUST00558,PROD0032,R010,Online,1,16577.15,10.41,14851.47,10508.51,4342.96,Credit Card,Completed,16577.15,1725.6813150000003,29.24262716081304,14851.47,10508.51,2024,1,January,Q1
ORD005116,2024-09-17,CUST00771,PROD0171,R024,Online,4,13350.31,3.0,51799.2,38693.0,13106.2,UPI,Pending,53401.24,1602.0372,25.301935165021856,12949.8,9673.25,2024,9,September,Q3
ORD005117,2024-02-16,CUST05725,PROD0145,R019,Online,1,1029.53,7.38,953.55,728.06,225.49,UPI,Completed,1029.53,75.97931399999999,23.647422788527084,953.55,728.06,2024,2,February,Q1
ORD005118,2026-05-17,CUST03806,PROD0146,R007,Online,3,2879.6,9.59,7810.34,6684.78,1125.56,Net Banking,Completed,8638.8,828.4609199999999,14.411152395414284,2603.4466666666667,2228.2599999999998,2026,5,May,Q2
ORD005119,2026-02-16,CUST02496,PROD0040,R021,Store,2,7125.69,0.0,14251.38,8863.46,5387.92,Credit Card,Cancelled,14251.38,0.0,37.80630367024106,7125.69,4431.73,2026,2,February,Q1
ORD005120,2024-01-02,CUST02393,PROD0025,R008,Online,1,5285.3,6.54,4939.64,3278.54,1661.1,UPI,Completed,5285.3,345.65862,33.62795669320031,4939.64,3278.54,2024,1,January,Q1
ORD005121,2025-06-18,CUST04044,PROD0069,R017,Online,1,5482.32,14.93,4663.81,3420.13,1243.68,Cash,Completed,5482.32,818.510376,26.666609488808508,4663.81,3420.13,2025,6,June,Q2
ORD005122,2024-12-24,CUST00434,PROD0102,R001,Store,1,5276.76,8.32,4837.73,3128.13,1709.6,UPI,Completed,5276.76,439.02643200000006,35.33888828024715,4837.73,3128.13,2024,12,December,Q4
ORD005123,2025-04-21,CUST01172,PROD0093,R021,Online,4,13725.41,19.31,44300.13,38964.84,5335.29,UPI,Completed,54901.64,10601.506683999998,12.043508675933909,11075.0325,9741.21,2025,4,April,Q2
ORD005124,2025-02-25,CUST03222,PROD0088,R002,Marketplace,1,15469.47,0.6,15376.65,8969.56,6407.09,UPI,Completed,15469.47,92.81681999999999,41.667658430152215,15376.65,8969.56,2025,2,February,Q1
ORD005125,2026-03-25,CUST03453,PROD0071,R005,Online,4,10420.29,6.05,39159.45,33161.96,5997.49,UPI,Completed,41681.16,2521.71018,15.315562399369757,9789.8625,8290.49,2026,3,March,Q1
ORD005126,2025-08-18,CUST03104,PROD0171,R004,Store,1,13350.31,6.86,12434.48,9673.25,2761.23,Debit Card,Completed,13350.31,915.831266,22.206236207706315,12434.48,9673.25,2025,8,August,Q3
ORD005127,2024-07-22,CUST04469,PROD0166,R011,Marketplace,1,6336.84,12.91,5518.75,4730.02,788.73,UPI,Completed,6336.84,818.086044,14.291823329558323,5518.75,4730.02,2024,7,July,Q3
ORD005128,2024-08-14,CUST02803,PROD0006,R012,Online,4,13675.14,13.6,47261.28,37075.56,10185.72,Cash,Completed,54700.56,7439.276159999999,21.55193426839053,11815.32,9268.89,2024,8,August,Q3
ORD005129,2026-02-02,CUST01050,PROD0034,R025,Store,2,15512.32,7.13,28812.58,18857.1,9955.48,Credit Card,Completed,31024.64,2212.056832,34.55254614477426,14406.29,9428.55,2026,2,February,Q1
ORD005130,2026-03-27,CUST00300,PROD0158,R004,Marketplace,1,16109.18,23.87,12263.92,11084.16,1179.76,Net Banking,Completed,16109.18,3845.261266,9.619762685992733,12263.92,11084.16,2026,3,March,Q1
ORD005131,2024-05-30,CUST00264,PROD0157,R021,Online,2,14323.08,6.48,26789.89,21975.6,4814.29,Debit Card,Completed,28646.16,1856.2711680000002,17.970547844727992,13394.945,10987.8,2024,5,May,Q2
ORD005132,2024-09-03,CUST03851,PROD0153,R014,Online,2,8234.87,0.0,16469.74,10845.22,5624.52,UPI,Completed,16469.74,0.0,34.15063018602601,8234.87,5422.61,2024,9,September,Q3
ORD005133,2026-03-28,CUST02792,PROD0029,R019,Online,2,13777.49,13.69,23782.7,19042.3,4740.4,Net Banking,Completed,27554.98,3772.276762,19.932135543903758,11891.35,9521.15,2026,3,March,Q1
ORD005134,2024-01-17,CUST00528,PROD0055,R014,Online,3,832.15,5.61,2356.4,1467.18,889.22,Credit Card,Pending,2496.45,140.05084499999998,37.73637752503819,785.4666666666667,489.06,2024,1,January,Q1
ORD005135,2024-10-30,CUST00873,PROD0034,R008,Marketplace,3,15512.32,16.51,38853.71,28285.65,10568.06,UPI,Completed,46536.96,7683.252096,27.1996162013872,12951.236666666666,9428.550000000001,2024,10,October,Q4
ORD005136,2026-06-07,CUST04036,PROD0177,R005,Online,6,6508.8,0.0,39052.8,25067.76,13985.04,Net Banking,Cancelled,39052.8,0.0,35.81059488692232,6508.8,4177.96,2026,6,June,Q2
ORD005137,2025-05-28,CUST02826,PROD0155,R015,Marketplace,2,2796.83,2.59,5448.78,3911.22,1537.56,Credit Card,Completed,5593.66,144.87579399999998,28.21842687720921,2724.39,1955.61,2025,5,May,Q2
ORD005138,2024-07-15,CUST03323,PROD0002,R011,Online,2,6109.4,11.5,10813.64,8931.76,1881.88,Credit Card,Completed,12218.8,1405.1619999999998,17.402835677903095,5406.82,4465.88,2024,7,July,Q3
ORD005139,2025-03-21,CUST03643,PROD0117,R024,Store,1,2739.8,8.53,2506.1,2068.69,437.41,UPI,Completed,2739.8,233.70494,17.453812697019274,2506.1,2068.69,2025,3,March,Q1
ORD005140,2024-12-06,CUST02613,PROD0026,R019,Marketplace,1,12026.19,9.91,10834.39,7027.37,3807.02,Credit Card,Pending,12026.19,1191.795429,35.13829574161536,10834.39,7027.37,2024,12,December,Q4
ORD005141,2026-02-19,CUST02601,PROD0011,R001,Online,3,4711.27,0.77,14024.98,9544.71,4480.27,Credit Card,Completed,14133.810000000001,108.83033700000001,31.94492968973931,4674.993333333333,3181.5699999999997,2026,2,February,Q1
ORD005142,2024-03-01,CUST02565,PROD0102,R003,Marketplace,2,5276.76,4.45,10083.89,6256.26,3827.63,Cash,Completed,10553.52,469.63164000000006,37.95787141668543,5041.945,3128.13,2024,3,March,Q1
ORD005143,2024-09-23,CUST04099,PROD0116,R017,Online,2,1812.54,6.26,3398.15,2946.12,452.03,Net Banking,Completed,3625.08,226.930008,13.302237982431617,1699.075,1473.06,2024,9,September,Q3
ORD005144,2024-04-06,CUST02921,PROD0046,R024,Online,5,5767.09,12.64,25190.65,19491.8,5698.85,Debit Card,Completed,28835.45,3644.8008800000007,22.622877932883828,5038.13,3898.3599999999997,2024,4,April,Q2
ORD005145,2024-10-09,CUST05704,PROD0032,R024,Online,4,16577.15,23.39,50799.02,42034.04,8764.98,Credit Card,Completed,66308.6,15509.581540000001,17.25423049499774,12699.755,10508.51,2024,10,October,Q4
ORD005146,2024-09-03,CUST01308,PROD0043,R012,Marketplace,1,18076.17,20.11,14441.05,11222.65,3218.4,Credit Card,Completed,18076.17,3635.1177869999997,22.28646808923174,14441.05,11222.65,2024,9,September,Q3
