Date,Year,Quarter,Month_Number,Month_Name,Week_Number,Day_Name,Is_Weekend,Financial_Year
2025-02-12,2025,Q1,2,February,7,Wednesday,False,FY2025-26
2025-02-13,2025,Q1,2,February,7,Thursday,False,FY2025-26
2025-02-14,2025,Q1,2,February,7,Friday,False,FY2025-26
2025-02-15,2025,Q1,2,February,7,Saturday,True,FY2025-26
2025-02-16,2025,Q1,2,February,7,Sunday,True,FY2025-26
2025-02-17,2025,Q1,2,February,8,Monday,False,FY2025-26
2025-02-18,2025,Q1,2,February,8,Tuesday,False,FY2025-26
2025-02-19,2025,Q1,2,February,8,Wednesday,False,FY2025-26
2025-02-20,2025,Q1,2,February,8,Thursday,False,FY2025-26
2025-02-21,2025,Q1,2,February,8,Friday,False,FY2025-26
2025-02-22,2025,Q1,2,February,8,Saturday,True,FY2025-26
2025-02-23,2025,Q1,2,February,8,Sunday,True,FY2025-26
2025-02-24,2025,Q1,2,February,9,Monday,False,FY2025-26
2025-02-25,2025,Q1,2,February,9,Tuesday,False,FY2025-26
2025-02-26,2025,Q1,2,February,9,Wednesday,False,FY2025-26
2025-02-27,2025,Q1,2,February,9,Thursday,False,FY2025-26
2025-02-28,2025,Q1,2,February,9,Friday,False,FY2025-26
2025-03-01,2025,Q1,3,March,9,Saturday,True,FY2025-26
2025-03-02,2025,Q1,3,March,9,Sunday,True,FY2025-26
2025-03-03,2025,Q1,3,March,10,Monday,False,FY2025-26
2025-03-04,2025,Q1,3,March,10,Tuesday,False,FY2025-26
2025-03-05,2025,Q1,3,March,10,Wednesday,False,FY2025-26
2025-03-06,2025,Q1,3,March,10,Thursday,False,FY2025-26
2025-03-07,2025,Q1,3,March,10,Friday,False,FY2025-26
2025-03-08,2025,Q1,3,March,10,Saturday,True,FY2025-26
2025-03-09,2025,Q1,3,March,10,Sunday,True,FY2025-26
2025-03-10,2025,Q1,3,March,11,Monday,False,FY2025-26
2025-03-11,2025,Q1,3,March,11,Tuesday,False,FY2025-26
2025-03-12,2025,Q1,3,March,11,Wednesday,False,FY2025-26
2025-03-13,2025,Q1,3,March,11,Thursday,False,FY2025-26
2025-03-14,2025,Q1,3,March,11,Friday,False,FY2025-26
2025-03-15,2025,Q1,3,March,11,Saturday,True,FY2025-26
2025-03-16,2025,Q1,3,March,11,Sunday,True,FY2025-26
2025-03-17,2025,Q1,3,March,12,Monday,False,FY2025-26
2025-03-18,2025,Q1,3,March,12,Tuesday,False,FY2025-26
2025-03-19,2025,Q1,3,March,12,Wednesday,False,FY2025-26
2025-03-20,2025,Q1,3,March,12,Thursday,False,FY2025-26
2025-03-21,2025,Q1,3,March,12,Friday,False,FY2025-26
2025-03-22,2025,Q1,3,March,12,Saturday,True,FY2025-26
2025-03-23,2025,Q1,3,March,12,Sunday,True,FY2025-26
2025-03-24,2025,Q1,3,March,13,Monday,False,FY2025-26
2025-03-25,2025,Q1,3,March,13,Tuesday,False,FY2025-26
2025-03-26,2025,Q1,3,March,13,Wednesday,False,FY2025-26
2025-03-27,2025,Q1,3,March,13,Thursday,False,FY2025-26
2025-03-28,2025,Q1,3,March,13,Friday,False,FY2025-26
2025-03-29,2025,Q1,3,March,13,Saturday,True,FY2025-26
2025-03-30,2025,Q1,3,March,13,Sunday,True,FY2025-26
2025-03-31,2025,Q1,3,March,14,Monday,False,FY2025-26
2025-04-01,2025,Q2,4,April,14,Tuesday,False,FY2026-27
2025-04-02,2025,Q2,4,April,14,Wednesday,False,FY2026-27
2025-04-03,2025,Q2,4,April,14,Thursday,False,FY2026-27
2025-04-04,2025,Q2,4,April,14,Friday,False,FY2026-27
2025-04-05,2025,Q2,4,April,14,Saturday,True,FY2026-27
2025-04-06,2025,Q2,4,April,14,Sunday,True,FY2026-27
2025-04-07,2025,Q2,4,April,15,Monday,False,FY2026-27
2025-04-08,2025,Q2,4,April,15,Tuesday,False,FY2026-27
2025-04-09,2025,Q2,4,April,15,Wednesday,False,FY2026-27
2025-04-10,2025,Q2,4,April,15,Thursday,False,FY2026-27
2025-04-11,2025,Q2,4,April,15,Friday,False,FY2026-27
2025-04-12,2025,Q2,4,April,15,Saturday,True,FY2026-27
2025-04-13,2025,Q2,4,April,15,Sunday,True,FY2026-27
2025-04-14,2025,Q2,4,April,16,Monday,False,FY2026-27
2025-04-15,2025,Q2,4,April,16,Tuesday,False,FY2026-27
2025-04-16,2025,Q2,4,April,16,Wednesday,False,FY2026-27
2025-04-17,2025,Q2,4,April,16,Thursday,False,FY2026-27
2025-04-18,2025,Q2,4,April,16,Friday,False,FY2026-27
2025-04-19,2025,Q2,4,April,16,Saturday,True,FY2026-27
2025-04-20,2025,Q2,4,April,16,Sunday,True,FY2026-27
2025-04-21,2025,Q2,4,April,17,Monday,False,FY2026-27
2025-04-22,2025,Q2,4,April,17,Tuesday,False,FY2026-27
2025-04-23,2025,Q2,4,April,17,Wednesday,False,FY2026-27
2025-04-24,2025,Q2,4,April,17,Thursday,False,FY2026-27
2025-04-25,2025,Q2,4,April,17,Friday,False,FY2026-27
2025-04-26,2025,Q2,4,April,17,Saturday,True,FY2026-27
2025-04-27,2025,Q2,4,April,17,Sunday,True,FY2026-27
2025-04-28,2025,Q2,4,April,18,Monday,False,FY2026-27
2025-04-29,2025,Q2,4,April,18,Tuesday,False,FY2026-27
2025-04-30,2025,Q2,4,April,18,Wednesday,False,FY2026-27
2025-05-01,2025,Q2,5,May,18,Thursday,False,FY2026-27
2025-05-02,2025,Q2,5,May,18,Friday,False,FY2026-27
2025-05-03,2025,Q2,5,May,18,Saturday,True,FY2026-27
2025-05-04,2025,Q2,5,May,18,Sunday,True,FY2026-27
2025-05-05,2025,Q2,5,May,19,Monday,False,FY2026-27
2025-05-06,2025,Q2,5,May,19,Tuesday,False,FY2026-27
2025-05-07,2025,Q2,5,May,19,Wednesday,False,FY2026-27
2025-05-08,2025,Q2,5,May,19,Thursday,False,FY2026-27
2025-05-09,2025,Q2,5,May,19,Friday,False,FY2026-27
2025-05-10,2025,Q2,5,May,19,Saturday,True,FY2026-27
2025-05-11,2025,Q2,5,May,19,Sunday,True,FY2026-27
2025-05-12,2025,Q2,5,May,20,Monday,False,FY2026-27
2025-05-13,2025,Q2,5,May,20,Tuesday,False,FY2026-27
2025-05-14,2025,Q2,5,May,20,Wednesday,False,FY2026-27
2025-05-15,2025,Q2,5,May,20,Thursday,False,FY2026-27
2025-05-16,2025,Q2,5,May,20,Friday,False,FY2026-27
2025-05-17,2025,Q2,5,May,20,Saturday,True,FY2026-27
2025-05-18,2025,Q2,5,May,20,Sunday,True,FY2026-27
2025-05-19,2025,Q2,5,May,21,Monday,False,FY2026-27
2025-05-20,2025,Q2,5,May,21,Tuesday,False,FY2026-27
2025-05-21,2025,Q2,5,May,21,Wednesday,False,FY2026-27
2025-05-22,2025,Q2,5,May,21,Thursday,False,FY2026-27
2025-05-23,2025,Q2,5,May,21,Friday,False,FY2026-27
2025-05-24,2025,Q2,5,May,21,Saturday,True,FY2026-27
2025-05-25,2025,Q2,5,May,21,Sunday,True,FY2026-27
2025-05-26,2025,Q2,5,May,22,Monday,False,FY2026-27
2025-05-27,2025,Q2,5,May,22,Tuesday,False,FY2026-27
2025-05-28,2025,Q2,5,May,22,Wednesday,False,FY2026-27
2025-05-29,2025,Q2,5,May,22,Thursday,False,FY2026-27
2025-05-30,2025,Q2,5,May,22,Friday,False,FY2026-27
2025-05-31,2025,Q2,5,May,22,Saturday,True,FY2026-27
2025-06-01,2025,Q2,6,June,22,Sunday,True,FY2026-27
2025-06-02,2025,Q2,6,June,23,Monday,False,FY2026-27
2025-06-03,2025,Q2,6,June,23,Tuesday,False,FY2026-27
2025-06-04,2025,Q2,6,June,23,Wednesday,False,FY2026-27
2025-06-05,2025,Q2,6,June,23,Thursday,False,FY2026-27
2025-06-06,2025,Q2,6,June,23,Friday,False,FY2026-27
2025-06-07,2025,Q2,6,June,23,Saturday,True,FY2026-27
2025-06-08,2025,Q2,6,June,23,Sunday,True,FY2026-27
2025-06-09,2025,Q2,6,June,24,Monday,False,FY2026-27
2025-06-10,2025,Q2,6,June,24,Tuesday,False,FY2026-27
2025-06-11,2025,Q2,6,June,24,Wednesday,False,FY2026-27
2025-06-12,2025,Q2,6,June,24,Thursday,False,FY2026-27
2025-06-13,2025,Q2,6,June,24,Friday,False,FY2026-27
2025-06-14,2025,Q2,6,June,24,Saturday,True,FY2026-27
2025-06-15,2025,Q2,6,June,24,Sunday,True,FY2026-27
2025-06-16,2025,Q2,6,June,25,Monday,False,FY2026-27
2025-06-17,2025,Q2,6,June,25,Tuesday,False,FY2026-27
2025-06-18,2025,Q2,6,June,25,Wednesday,False,FY2026-27
2025-06-19,2025,Q2,6,June,25,Thursday,False,FY2026-27
2025-06-20,2025,Q2,6,June,25,Friday,False,FY2026-27
2025-06-21,2025,Q2,6,June,25,Saturday,True,FY2026-27
2025-06-22,2025,Q2,6,June,25,Sunday,True,FY2026-27
2025-06-23,2025,Q2,6,June,26,Monday,False,FY2026-27
2025-06-24,2025,Q2,6,June,26,Tuesday,False,FY2026-27
2025-06-25,2025,Q2,6,June,26,Wednesday,False,FY2026-27
2025-06-26,2025,Q2,6,June,26,Thursday,False,FY2026-27
2025-06-27,2025,Q2,6,June,26,Friday,False,FY2026-27
2025-06-28,2025,Q2,6,June,26,Saturday,True,FY2026-27
2025-06-29,2025,Q2,6,June,26,Sunday,True,FY2026-27
2025-06-30,2025,Q2,6,June,27,Monday,False,FY2026-27
2025-07-01,2025,Q3,7,July,27,Tuesday,False,FY2026-27
2025-07-02,2025,Q3,7,July,27,Wednesday,False,FY2026-27
2025-07-03,2025,Q3,7,July,27,Thursday,False,FY2026-27
2025-07-04,2025,Q3,7,July,27,Friday,False,FY2026-27
2025-07-05,2025,Q3,7,July,27,Saturday,True,FY2026-27
2025-07-06,2025,Q3,7,July,27,Sunday,True,FY2026-27
2025-07-07,2025,Q3,7,July,28,Monday,False,FY2026-27
2025-07-08,2025,Q3,7,July,28,Tuesday,False,FY2026-27
2025-07-09,2025,Q3,7,July,28,Wednesday,False,FY2026-27
2025-07-10,2025,Q3,7,July,28,Thursday,False,FY2026-27
2025-07-11,2025,Q3,7,July,28,Friday,False,FY2026-27
2025-07-12,2025,Q3,7,July,28,Saturday,True,FY2026-27
2025-07-13,2025,Q3,7,July,28,Sunday,True,FY2026-27
2025-07-14,2025,Q3,7,July,29,Monday,False,FY2026-27
2025-07-15,2025,Q3,7,July,29,Tuesday,False,FY2026-27
2025-07-16,2025,Q3,7,July,29,Wednesday,False,FY2026-27
2025-07-17,2025,Q3,7,July,29,Thursday,False,FY2026-27
2025-07-18,2025,Q3,7,July,29,Friday,False,FY2026-27
2025-07-19,2025,Q3,7,July,29,Saturday,True,FY2026-27
2025-07-20,2025,Q3,7,July,29,Sunday,True,FY2026-27
2025-07-21,2025,Q3,7,July,30,Monday,False,FY2026-27
2025-07-22,2025,Q3,7,July,30,Tuesday,False,FY2026-27
2025-07-23,2025,Q3,7,July,30,Wednesday,False,FY2026-27
2025-07-24,2025,Q3,7,July,30,Thursday,False,FY2026-27
2025-07-25,2025,Q3,7,July,30,Friday,False,FY2026-27
2025-07-26,2025,Q3,7,July,30,Saturday,True,FY2026-27
2025-07-27,2025,Q3,7,July,30,Sunday,True,FY2026-27
2025-07-28,2025,Q3,7,July,31,Monday,False,FY2026-27
2025-07-29,2025,Q3,7,July,31,Tuesday,False,FY2026-27
2025-07-30,2025,Q3,7,July,31,Wednesday,False,FY2026-27
2025-07-31,2025,Q3,7,July,31,Thursday,False,FY2026-27
2025-08-01,2025,Q3,8,August,31,Friday,False,FY2026-27
2025-08-02,2025,Q3,8,August,31,Saturday,True,FY2026-27
2025-08-03,2025,Q3,8,August,31,Sunday,True,FY2026-27
2025-08-04,2025,Q3,8,August,32,Monday,False,FY2026-27
2025-08-05,2025,Q3,8,August,32,Tuesday,False,FY2026-27
2025-08-06,2025,Q3,8,August,32,Wednesday,False,FY2026-27
2025-08-07,2025,Q3,8,August,32,Thursday,False,FY2026-27
2025-08-08,2025,Q3,8,August,32,Friday,False,FY2026-27
2025-08-09,2025,Q3,8,August,32,Saturday,True,FY2026-27
2025-08-10,2025,Q3,8,August,32,Sunday,True,FY2026-27
2025-08-11,2025,Q3,8,August,33,Monday,False,FY2026-27
2025-08-12,2025,Q3,8,August,33,Tuesday,False,FY2026-27
2025-08-13,2025,Q3,8,August,33,Wednesday,False,FY2026-27
2025-08-14,2025,Q3,8,August,33,Thursday,False,FY2026-27
2025-08-15,2025,Q3,8,August,33,Friday,False,FY2026-27
2025-08-16,2025,Q3,8,August,33,Saturday,True,FY2026-27
2025-08-17,2025,Q3,8,August,33,Sunday,True,FY2026-27
2025-08-18,2025,Q3,8,August,34,Monday,False,FY2026-27
2025-08-19,2025,Q3,8,August,34,Tuesday,False,FY2026-27
2025-08-20,2025,Q3,8,August,34,Wednesday,False,FY2026-27
2025-08-21,2025,Q3,8,August,34,Thursday,False,FY2026-27
2025-08-22,2025,Q3,8,August,34,Friday,False,FY2026-27
2025-08-23,2025,Q3,8,August,34,Saturday,True,FY2026-27
2025-08-24,2025,Q3,8,August,34,Sunday,True,FY2026-27
2025-08-25,2025,Q3,8,August,35,Monday,False,FY2026-27
2025-08-26,2025,Q3,8,August,35,Tuesday,False,FY2026-27
2025-08-27,2025,Q3,8,August,35,Wednesday,False,FY2026-27
2025-08-28,2025,Q3,8,August,35,Thursday,False,FY2026-27
2025-08-29,2025,Q3,8,August,35,Friday,False,FY2026-27
2025-08-30,2025,Q3,8,August,35,Saturday,True,FY2026-27
2025-08-31,2025,Q3,8,August,35,Sunday,True,FY2026-27
2025-09-01,2025,Q3,9,September,36,Monday,False,FY2026-27
2025-09-02,2025,Q3,9,September,36,Tuesday,False,FY2026-27
2025-09-03,2025,Q3,9,September,36,Wednesday,False,FY2026-27
2025-09-04,2025,Q3,9,September,36,Thursday,False,FY2026-27
2025-09-05,2025,Q3,9,September,36,Friday,False,FY2026-27
2025-09-06,2025,Q3,9,September,36,Saturday,True,FY2026-27
2025-09-07,2025,Q3,9,September,36,Sunday,True,FY2026-27
2025-09-08,2025,Q3,9,September,37,Monday,False,FY2026-27
2025-09-09,2025,Q3,9,September,37,Tuesday,False,FY2026-27
2025-09-10,2025,Q3,9,September,37,Wednesday,False,FY2026-27
2025-09-11,2025,Q3,9,September,37,Thursday,False,FY2026-27
2025-09-12,2025,Q3,9,September,37,Friday,False,FY2026-27
2025-09-13,2025,Q3,9,September,37,Saturday,True,FY2026-27
2025-09-14,2025,Q3,9,September,37,Sunday,True,FY2026-27
2025-09-15,2025,Q3,9,September,38,Monday,False,FY2026-27
2025-09-16,2025,Q3,9,September,38,Tuesday,False,FY2026-27
2025-09-17,2025,Q3,9,September,38,Wednesday,False,FY2026-27
2025-09-18,2025,Q3,9,September,38,Thursday,False,FY2026-27
2025-09-19,2025,Q3,9,September,38,Friday,False,FY2026-27
2025-09-20,2025,Q3,9,September,38,Saturday,True,FY2026-27
2025-09-21,2025,Q3,9,September,38,Sunday,True,FY2026-27
2025-09-22,2025,Q3,9,September,39,Monday,False,FY2026-27
2025-09-23,2025,Q3,9,September,39,Tuesday,False,FY2026-27
2025-09-24,2025,Q3,9,September,39,Wednesday,False,FY2026-27
2025-09-25,2025,Q3,9,September,39,Thursday,False,FY2026-27
2025-09-26,2025,Q3,9,September,39,Friday,False,FY2026-27
2025-09-27,2025,Q3,9,September,39,Saturday,True,FY2026-27
2025-09-28,2025,Q3,9,September,39,Sunday,True,FY2026-27
2025-09-29,2025,Q3,9,September,40,Monday,False,FY2026-27
2025-09-30,2025,Q3,9,September,40,Tuesday,False,FY2026-27
2025-10-01,2025,Q4,10,October,40,Wednesday,False,FY2026-27
2025-10-02,2025,Q4,10,October,40,Thursday,False,FY2026-27
2025-10-03,2025,Q4,10,October,40,Friday,False,FY2026-27
2025-10-04,2025,Q4,10,October,40,Saturday,True,FY2026-27
2025-10-05,2025,Q4,10,October,40,Sunday,True,FY2026-27
2025-10-06,2025,Q4,10,October,41,Monday,False,FY2026-27
2025-10-07,2025,Q4,10,October,41,Tuesday,False,FY2026-27
2025-10-08,2025,Q4,10,October,41,Wednesday,False,FY2026-27
2025-10-09,2025,Q4,10,October,41,Thursday,False,FY2026-27
2025-10-10,2025,Q4,10,October,41,Friday,False,FY2026-27
2025-10-11,2025,Q4,10,October,41,Saturday,True,FY2026-27
2025-10-12,2025,Q4,10,October,41,Sunday,True,FY2026-27
2025-10-13,2025,Q4,10,October,42,Monday,False,FY2026-27
2025-10-14,2025,Q4,10,October,42,Tuesday,False,FY2026-27
2025-10-15,2025,Q4,10,October,42,Wednesday,False,FY2026-27
2025-10-16,2025,Q4,10,October,42,Thursday,False,FY2026-27
2025-10-17,2025,Q4,10,October,42,Friday,False,FY2026-27
2025-10-18,2025,Q4,10,October,42,Saturday,True,FY2026-27
2025-10-19,2025,Q4,10,October,42,Sunday,True,FY2026-27
2025-10-20,2025,Q4,10,October,43,Monday,False,FY2026-27
2025-10-21,2025,Q4,10,October,43,Tuesday,False,FY2026-27
2025-10-22,2025,Q4,10,October,43,Wednesday,False,FY2026-27
2025-10-23,2025,Q4,10,October,43,Thursday,False,FY2026-27
2025-10-24,2025,Q4,10,October,43,Friday,False,FY2026-27
2025-10-25,2025,Q4,10,October,43,Saturday,True,FY2026-27
2025-10-26,2025,Q4,10,October,43,Sunday,True,FY2026-27
2025-10-27,2025,Q4,10,October,44,Monday,False,FY2026-27
2025-10-28,2025,Q4,10,October,44,Tuesday,False,FY2026-27
2025-10-29,2025,Q4,10,October,44,Wednesday,False,FY2026-27
2025-10-30,2025,Q4,10,October,44,Thursday,False,FY2026-27
2025-10-31,2025,Q4,10,October,44,Friday,False,FY2026-27
2025-11-01,2025,Q4,11,November,44,Saturday,True,FY2026-27
2025-11-02,2025,Q4,11,November,44,Sunday,True,FY2026-27
2025-11-03,2025,Q4,11,November,45,Monday,False,FY2026-27
2025-11-04,2025,Q4,11,November,45,Tuesday,False,FY2026-27
2025-11-05,2025,Q4,11,November,45,Wednesday,False,FY2026-27
2025-11-06,2025,Q4,11,November,45,Thursday,False,FY2026-27
2025-11-07,2025,Q4,11,November,45,Friday,False,FY2026-27
2025-11-08,2025,Q4,11,November,45,Saturday,True,FY2026-27
2025-11-09,2025,Q4,11,November,45,Sunday,True,FY2026-27
2025-11-10,2025,Q4,11,November,46,Monday,False,FY2026-27
2025-11-11,2025,Q4,11,November,46,Tuesday,False,FY2026-27
2025-11-12,2025,Q4,11,November,46,Wednesday,False,FY2026-27
2025-11-13,2025,Q4,11,November,46,Thursday,False,FY2026-27
2025-11-14,2025,Q4,11,November,46,Friday,False,FY2026-27
2025-11-15,2025,Q4,11,November,46,Saturday,True,FY2026-27
2025-11-16,2025,Q4,11,November,46,Sunday,True,FY2026-27
2025-11-17,2025,Q4,11,November,47,Monday,False,FY2026-27
2025-11-18,2025,Q4,11,November,47,Tuesday,False,FY2026-27
2025-11-19,2025,Q4,11,November,47,Wednesday,False,FY2026-27
2025-11-20,2025,Q4,11,November,47,Thursday,False,FY2026-27
2025-11-21,2025,Q4,11,November,47,Friday,False,FY2026-27
2025-11-22,2025,Q4,11,November,47,Saturday,True,FY2026-27
2025-11-23,2025,Q4,11,November,47,Sunday,True,FY2026-27
2025-11-24,2025,Q4,11,November,48,Monday,False,FY2026-27
2025-11-25,2025,Q4,11,November,48,Tuesday,False,FY2026-27
2025-11-26,2025,Q4,11,November,48,Wednesday,False,FY2026-27
2025-11-27,2025,Q4,11,November,48,Thursday,False,FY2026-27
2025-11-28,2025,Q4,11,November,48,Friday,False,FY2026-27
2025-11-29,2025,Q4,11,November,48,Saturday,True,FY2026-27
2025-11-30,2025,Q4,11,November,48,Sunday,True,FY2026-27
2025-12-01,2025,Q4,12,December,49,Monday,False,FY2026-27
2025-12-02,2025,Q4,12,December,49,Tuesday,False,FY2026-27
2025-12-03,2025,Q4,12,December,49,Wednesday,False,FY2026-27
2025-12-04,2025,Q4,12,December,49,Thursday,False,FY2026-27
2025-12-05,2025,Q4,12,December,49,Friday,False,FY2026-27
2025-12-06,2025,Q4,12,December,49,Saturday,True,FY2026-27
2025-12-07,2025,Q4,12,December,49,Sunday,True,FY2026-27
2025-12-08,2025,Q4,12,December,50,Monday,False,FY2026-27
2025-12-09,2025,Q4,12,December,50,Tuesday,False,FY2026-27
2025-12-10,2025,Q4,12,December,50,Wednesday,False,FY2026-27
2025-12-11,2025,Q4,12,December,50,Thursday,False,FY2026-27
2025-12-12,2025,Q4,12,December,50,Friday,False,FY2026-27
2025-12-13,2025,Q4,12,December,50,Saturday,True,FY2026-27
2025-12-14,2025,Q4,12,December,50,Sunday,True,FY2026-27
2025-12-15,2025,Q4,12,December,51,Monday,False,FY2026-27
2025-12-16,2025,Q4,12,December,51,Tuesday,False,FY2026-27
2025-12-17,2025,Q4,12,December,51,Wednesday,False,FY2026-27
2025-12-18,2025,Q4,12,December,51,Thursday,False,FY2026-27
2025-12-19,2025,Q4,12,December,51,Friday,False,FY2026-27
2025-12-20,2025,Q4,12,December,51,Saturday,True,FY2026-27
2025-12-21,2025,Q4,12,December,51,Sunday,True,FY2026-27
2025-12-22,2025,Q4,12,December,52,Monday,False,FY2026-27
2025-12-23,2025,Q4,12,December,52,Tuesday,False,FY2026-27
2025-12-24,2025,Q4,12,December,52,Wednesday,False,FY2026-27
2025-12-25,2025,Q4,12,December,52,Thursday,False,FY2026-27
2025-12-26,2025,Q4,12,December,52,Friday,False,FY2026-27
2025-12-27,2025,Q4,12,December,52,Saturday,True,FY2026-27
2025-12-28,2025,Q4,12,December,52,Sunday,True,FY2026-27
2025-12-29,2025,Q4,12,December,1,Monday,False,FY2026-27
2025-12-30,2025,Q4,12,December,1,Tuesday,False,FY2026-27
2025-12-31,2025,Q4,12,December,1,Wednesday,False,FY2026-27
2026-01-01,2026,Q1,1,January,1,Thursday,False,FY2026-27
2026-01-02,2026,Q1,1,January,1,Friday,False,FY2026-27
2026-01-03,2026,Q1,1,January,1,Saturday,True,FY2026-27
2026-01-04,2026,Q1,1,January,1,Sunday,True,FY2026-27
2026-01-05,2026,Q1,1,January,2,Monday,False,FY2026-27
2026-01-06,2026,Q1,1,January,2,Tuesday,False,FY2026-27
2026-01-07,2026,Q1,1,January,2,Wednesday,False,FY2026-27
2026-01-08,2026,Q1,1,January,2,Thursday,False,FY2026-27
2026-01-09,2026,Q1,1,January,2,Friday,False,FY2026-27
2026-01-10,2026,Q1,1,January,2,Saturday,True,FY2026-27
2026-01-11,2026,Q1,1,January,2,Sunday,True,FY2026-27
2026-01-12,2026,Q1,1,January,3,Monday,False,FY2026-27
2026-01-13,2026,Q1,1,January,3,Tuesday,False,FY2026-27
2026-01-14,2026,Q1,1,January,3,Wednesday,False,FY2026-27
2026-01-15,2026,Q1,1,January,3,Thursday,False,FY2026-27
2026-01-16,2026,Q1,1,January,3,Friday,False,FY2026-27
2026-01-17,2026,Q1,1,January,3,Saturday,True,FY2026-27
2026-01-18,2026,Q1,1,January,3,Sunday,True,FY2026-27
2026-01-19,2026,Q1,1,January,4,Monday,False,FY2026-27
2026-01-20,2026,Q1,1,January,4,Tuesday,False,FY2026-27
2026-01-21,2026,Q1,1,January,4,Wednesday,False,FY2026-27
2026-01-22,2026,Q1,1,January,4,Thursday,False,FY2026-27
2026-01-23,2026,Q1,1,January,4,Friday,False,FY2026-27
2026-01-24,2026,Q1,1,January,4,Saturday,True,FY2026-27
2026-01-25,2026,Q1,1,January,4,Sunday,True,FY2026-27
2026-01-26,2026,Q1,1,January,5,Monday,False,FY2026-27
2026-01-27,2026,Q1,1,January,5,Tuesday,False,FY2026-27
2026-01-28,2026,Q1,1,January,5,Wednesday,False,FY2026-27
2026-01-29,2026,Q1,1,January,5,Thursday,False,FY2026-27
2026-01-30,2026,Q1,1,January,5,Friday,False,FY2026-27
2026-01-31,2026,Q1,1,January,5,Saturday,True,FY2026-27
2026-02-01,2026,Q1,2,February,5,Sunday,True,FY2026-27
2026-02-02,2026,Q1,2,February,6,Monday,False,FY2026-27
2026-02-03,2026,Q1,2,February,6,Tuesday,False,FY2026-27
2026-02-04,2026,Q1,2,February,6,Wednesday,False,FY2026-27
2026-02-05,2026,Q1,2,February,6,Thursday,False,FY2026-27
2026-02-06,2026,Q1,2,February,6,Friday,False,FY2026-27
2026-02-07,2026,Q1,2,February,6,Saturday,True,FY2026-27
2026-02-08,2026,Q1,2,February,6,Sunday,True,FY2026-27
2026-02-09,2026,Q1,2,February,7,Monday,False,FY2026-27
2026-02-10,2026,Q1,2,February,7,Tuesday,False,FY2026-27
2026-02-11,2026,Q1,2,February,7,Wednesday,False,FY2026-27
2026-02-12,2026,Q1,2,February,7,Thursday,False,FY2026-27
2026-02-13,2026,Q1,2,February,7,Friday,False,FY2026-27
2026-02-14,2026,Q1,2,February,7,Saturday,True,FY2026-27
2026-02-15,2026,Q1,2,February,7,Sunday,True,FY2026-27
2026-02-16,2026,Q1,2,February,8,Monday,False,FY2026-27
2026-02-17,2026,Q1,2,February,8,Tuesday,False,FY2026-27
2026-02-18,2026,Q1,2,February,8,Wednesday,False,FY2026-27
2026-02-19,2026,Q1,2,February,8,Thursday,False,FY2026-27
2026-02-20,2026,Q1,2,February,8,Friday,False,FY2026-27
2026-02-21,2026,Q1,2,February,8,Saturday,True,FY2026-27
2026-02-22,2026,Q1,2,February,8,Sunday,True,FY2026-27
2026-02-23,2026,Q1,2,February,9,Monday,False,FY2026-27
2026-02-24,2026,Q1,2,February,9,Tuesday,False,FY2026-27
2026-02-25,2026,Q1,2,February,9,Wednesday,False,FY2026-27
2026-02-26,2026,Q1,2,February,9,Thursday,False,FY2026-27
2026-02-27,2026,Q1,2,February,9,Friday,False,FY2026-27
2026-02-28,2026,Q1,2,February,9,Saturday,True,FY2026-27
2026-03-01,2026,Q1,3,March,9,Sunday,True,FY2026-27
2026-03-02,2026,Q1,3,March,10,Monday,False,FY2026-27
2026-03-03,2026,Q1,3,March,10,Tuesday,False,FY2026-27
2026-03-04,2026,Q1,3,March,10,Wednesday,False,FY2026-27
2026-03-05,2026,Q1,3,March,10,Thursday,False,FY2026-27
2026-03-06,2026,Q1,3,March,10,Friday,False,FY2026-27
2026-03-07,2026,Q1,3,March,10,Saturday,True,FY2026-27
2026-03-08,2026,Q1,3,March,10,Sunday,True,FY2026-27
2026-03-09,2026,Q1,3,March,11,Monday,False,FY2026-27
2026-03-10,2026,Q1,3,March,11,Tuesday,False,FY2026-27
2026-03-11,2026,Q1,3,March,11,Wednesday,False,FY2026-27
2026-03-12,2026,Q1,3,March,11,Thursday,False,FY2026-27
2026-03-13,2026,Q1,3,March,11,Friday,False,FY2026-27
2026-03-14,2026,Q1,3,March,11,Saturday,True,FY2026-27
2026-03-15,2026,Q1,3,March,11,Sunday,True,FY2026-27
2026-03-16,2026,Q1,3,March,12,Monday,False,FY2026-27
2026-03-17,2026,Q1,3,March,12,Tuesday,False,FY2026-27
2026-03-18,2026,Q1,3,March,12,Wednesday,False,FY2026-27
2026-03-19,2026,Q1,3,March,12,Thursday,False,FY2026-27
2026-03-20,2026,Q1,3,March,12,Friday,False,FY2026-27
2026-03-21,2026,Q1,3,March,12,Saturday,True,FY2026-27
2026-03-22,2026,Q1,3,March,12,Sunday,True,FY2026-27
2026-03-23,2026,Q1,3,March,13,Monday,False,FY2026-27
2026-03-24,2026,Q1,3,March,13,Tuesday,False,FY2026-27
2026-03-25,2026,Q1,3,March,13,Wednesday,False,FY2026-27
2026-03-26,2026,Q1,3,March,13,Thursday,False,FY2026-27
2026-03-27,2026,Q1,3,March,13,Friday,False,FY2026-27
2026-03-28,2026,Q1,3,March,13,Saturday,True,FY2026-27
