Target_ID,Date,Region_ID,Category,Sales_Target,Profit_Target
TAR000459,2024-10-01,R001,Beauty,245644.81,105434.72
TAR000460,2024-10-01,R001,Sports,697235.17,100347.18
TAR000461,2024-10-01,R019,Electronics,615283.55,81371.21
TAR000462,2024-10-01,R019,Home,353681.13,101415.26
TAR000463,2024-10-01,R019,Fashion,204280.65,49532.31
TAR000464,2024-10-01,R019,Beauty,452168.96,90205.38
TAR000465,2024-10-01,R019,Sports,150363.56,29404.4
TAR000466,2024-10-01,R013,Electronics,191357.85,109209.75
TAR000467,2024-10-01,R013,Home,281170.04,47372.24
TAR000468,2024-10-01,R013,Fashion,667644.49,105275.52
TAR000469,2024-10-01,R013,Beauty,484630.18,47692.77
TAR000470,2024-10-01,R013,Sports,445964.71,50491.53
TAR000471,2024-10-01,R018,Electronics,613697.75,42836.5
TAR000472,2024-10-01,R018,Home,693741.17,44117.94
TAR000473,2024-10-01,R018,Fashion,202251.78,101958.12
TAR000474,2024-10-01,R018,Beauty,681293.74,33723.57
TAR000475,2024-10-01,R018,Sports,493451.29,104382.0
TAR000476,2024-10-01,R011,Electronics,564228.34,111761.98
TAR000477,2024-10-01,R011,Home,330029.67,55285.92
TAR000478,2024-10-01,R011,Fashion,517085.5,86202.29
TAR000479,2024-10-01,R011,Beauty,646448.44,62631.15
TAR000480,2024-10-01,R011,Sports,649390.63,126511.82
TAR000481,2024-10-01,R012,Electronics,194218.27,108953.06
TAR000482,2024-10-01,R012,Home,231342.9,124335.05
TAR000483,2024-10-01,R012,Fashion,178989.72,58394.39
TAR000484,2024-10-01,R012,Beauty,475115.47,109139.0
TAR000485,2024-10-01,R012,Sports,285233.12,97089.11
TAR000486,2024-10-01,R010,Electronics,462373.29,102141.56
TAR000487,2024-10-01,R010,Home,246327.43,104581.58
TAR000488,2024-10-01,R010,Fashion,216832.52,59950.68
TAR000489,2024-10-01,R010,Beauty,386148.87,120194.73
TAR000490,2024-10-01,R010,Sports,444161.82,78793.72
TAR000491,2024-10-01,R003,Electronics,577004.23,95504.84
TAR000492,2024-10-01,R003,Home,584667.56,115933.97
TAR000493,2024-10-01,R003,Fashion,365704.16,47881.02
TAR000494,2024-10-01,R003,Beauty,682057.51,29129.09
TAR000495,2024-10-01,R003,Sports,186313.08,35179.44
TAR000496,2024-10-01,R015,Electronics,381682.26,82383.94
TAR000497,2024-10-01,R015,Home,338580.73,90237.09
TAR000498,2024-10-01,R015,Fashion,257282.36,128175.76
TAR000499,2024-10-01,R015,Beauty,183475.26,45019.06
TAR000500,2024-10-01,R015,Sports,352149.08,39015.67
TAR000501,2024-11-01,R019,Electronics,539508.21,109381.63
TAR000502,2024-11-01,R019,Home,447978.9,119221.42
TAR000503,2024-11-01,R019,Fashion,642342.28,100224.52
TAR000504,2024-11-01,R019,Beauty,664330.79,45266.31
TAR000505,2024-11-01,R019,Sports,525361.04,57681.47
TAR000506,2024-11-01,R014,Electronics,670431.9,95821.05
TAR000507,2024-11-01,R014,Home,379860.43,72179.26
TAR000508,2024-11-01,R014,Fashion,262679.33,109068.97
TAR000509,2024-11-01,R014,Beauty,573087.4,108930.82
TAR000510,2024-11-01,R014,Sports,295270.2,70262.1
TAR000511,2024-11-01,R008,Electronics,172491.23,82525.53
TAR000512,2024-11-01,R008,Home,321145.19,65240.72
TAR000513,2024-11-01,R008,Fashion,538614.86,129217.81
TAR000514,2024-11-01,R008,Beauty,587770.09,129744.44
TAR000515,2024-11-01,R008,Sports,478707.19,103272.16
TAR000516,2024-11-01,R022,Electronics,359239.52,102002.1
TAR000517,2024-11-01,R022,Home,164381.48,79729.37
TAR000518,2024-11-01,R022,Fashion,287403.09,59104.28
TAR000519,2024-11-01,R022,Beauty,540635.1,118272.46
TAR000520,2024-11-01,R022,Sports,259702.68,124340.3
TAR000521,2024-11-01,R013,Electronics,295033.95,101423.1
TAR000522,2024-11-01,R013,Home,513729.54,27340.06
TAR000523,2024-11-01,R013,Fashion,268461.25,56778.54
TAR000524,2024-11-01,R013,Beauty,242368.71,88405.86
TAR000525,2024-11-01,R013,Sports,241831.78,114979.05
TAR000526,2024-11-01,R009,Electronics,223108.44,127059.41
TAR000527,2024-11-01,R009,Home,660671.29,42203.65
TAR000528,2024-11-01,R009,Fashion,520667.25,78993.2
TAR000529,2024-11-01,R009,Beauty,591399.62,41228.55
TAR000530,2024-11-01,R009,Sports,295138.2,84584.7
TAR000531,2024-11-01,R020,Electronics,262231.48,99477.53
TAR000532,2024-11-01,R020,Home,330176.18,55458.69
TAR000533,2024-11-01,R020,Fashion,412020.52,125146.25
TAR000534,2024-11-01,R020,Beauty,535869.74,44561.02
TAR000535,2024-11-01,R020,Sports,458040.74,92941.59
TAR000536,2024-11-01,R007,Electronics,480573.47,80349.29
TAR000537,2024-11-01,R007,Home,696122.73,42669.58
TAR000538,2024-11-01,R007,Fashion,172615.13,62385.25
TAR000539,2024-11-01,R007,Beauty,412459.61,109414.49
TAR000540,2024-11-01,R007,Sports,316282.39,45296.17
TAR000541,2024-11-01,R001,Electronics,422606.73,88356.5
TAR000542,2024-11-01,R001,Home,473969.09,126647.24
TAR000543,2024-11-01,R001,Fashion,477756.62,56774.03
TAR000544,2024-11-01,R001,Beauty,583113.32,49230.05
TAR000545,2024-11-01,R001,Sports,192171.9,36124.5
TAR000546,2024-11-01,R021,Electronics,493473.97,78784.33
TAR000547,2024-11-01,R021,Home,479231.0,39802.87
TAR000548,2024-11-01,R021,Fashion,231108.01,57260.29
TAR000549,2024-11-01,R021,Beauty,208438.11,83120.89
TAR000550,2024-11-01,R021,Sports,172066.95,66863.19
TAR000551,2024-12-01,R013,Electronics,333208.07,116132.19
TAR000552,2024-12-01,R013,Home,564568.91,90056.53
TAR000553,2024-12-01,R013,Fashion,339309.65,29558.73
TAR000554,2024-12-01,R013,Beauty,266959.99,95236.04
TAR000555,2024-12-01,R013,Sports,266928.9,36173.38
TAR000556,2024-12-01,R018,Electronics,281067.09,100172.12
TAR000557,2024-12-01,R018,Home,664614.71,114857.29
TAR000558,2024-12-01,R018,Fashion,428993.4,129467.43
TAR000559,2024-12-01,R018,Beauty,441486.85,55779.95
TAR000560,2024-12-01,R018,Sports,611335.06,88174.38
TAR000561,2024-12-01,R024,Electronics,360753.14,79690.4
TAR000562,2024-12-01,R024,Home,268638.97,122115.21
TAR000563,2024-12-01,R024,Fashion,279316.23,114353.15
TAR000564,2024-12-01,R024,Beauty,215867.61,111811.3
TAR000565,2024-12-01,R024,Sports,554380.16,129646.12
TAR000566,2024-12-01,R001,Electronics,697398.52,68899.82
TAR000567,2024-12-01,R001,Home,580608.23,43173.45
TAR000568,2024-12-01,R001,Fashion,339939.75,127628.89
TAR000569,2024-12-01,R001,Beauty,404267.52,37263.37
TAR000570,2024-12-01,R001,Sports,574332.59,79017.49
TAR000571,2024-12-01,R006,Electronics,603799.87,93948.82
TAR000572,2024-12-01,R006,Home,184958.87,129065.86
TAR000573,2024-12-01,R006,Fashion,414564.98,111523.76
TAR000574,2024-12-01,R006,Beauty,282028.89,48989.09
TAR000575,2024-12-01,R006,Sports,479845.72,58068.55
TAR000576,2024-12-01,R010,Electronics,676484.55,62564.84
TAR000577,2024-12-01,R010,Home,293124.63,104657.62
TAR000578,2024-12-01,R010,Fashion,615524.69,108225.02
TAR000579,2024-12-01,R010,Beauty,169051.31,99735.71
TAR000580,2024-12-01,R010,Sports,647934.72,114693.15
TAR000581,2024-12-01,R017,Electronics,373757.83,25348.55
TAR000582,2024-12-01,R017,Home,388018.86,57804.96
TAR000583,2024-12-01,R017,Fashion,218595.09,61910.92
TAR000584,2024-12-01,R017,Beauty,469483.57,38351.7
TAR000585,2024-12-01,R017,Sports,308334.58,94444.14
TAR000586,2024-12-01,R020,Electronics,315792.2,26338.8
TAR000587,2024-12-01,R020,Home,360499.91,64177.01
TAR000588,2024-12-01,R020,Fashion,288297.82,85135.66
TAR000589,2024-12-01,R020,Beauty,187148.0,69891.3
TAR000590,2024-12-01,R020,Sports,227753.94,36958.91
TAR000591,2024-12-01,R002,Electronics,480369.17,94675.94
TAR000592,2024-12-01,R002,Home,373172.41,86665.61
TAR000593,2024-12-01,R002,Fashion,259188.89,119573.06
TAR000594,2024-12-01,R002,Beauty,280862.75,109839.89
TAR000595,2024-12-01,R002,Sports,290552.7,74114.46
TAR000596,2024-12-01,R005,Electronics,463690.68,102858.66
TAR000597,2024-12-01,R005,Home,238335.69,122935.66
TAR000598,2024-12-01,R005,Fashion,409611.46,45681.53
TAR000599,2024-12-01,R005,Beauty,674573.07,123663.05
TAR000600,2024-12-01,R005,Sports,562465.01,39233.09
TAR000601,2025-01-01,R004,Electronics,566367.86,30930.73
TAR000602,2025-01-01,R004,Home,395189.59,105143.59
TAR000603,2025-01-01,R004,Fashion,520236.37,54557.77
TAR000604,2025-01-01,R004,Beauty,508033.76,76627.79
TAR000605,2025-01-01,R004,Sports,164457.68,127094.6
TAR000606,2025-01-01,R016,Electronics,367346.23,63865.1
TAR000607,2025-01-01,R016,Home,216557.35,113377.28
TAR000608,2025-01-01,R016,Fashion,432906.33,68441.83
TAR000609,2025-01-01,R016,Beauty,523686.4,40179.56
TAR000610,2025-01-01,R016,Sports,179937.61,60981.07
TAR000611,2025-01-01,R019,Electronics,171936.69,118851.34
TAR000612,2025-01-01,R019,Home,350461.62,64502.19
TAR000613,2025-01-01,R019,Fashion,659837.25,116495.51
TAR000614,2025-01-01,R019,Beauty,653207.38,46179.92
TAR000615,2025-01-01,R019,Sports,440411.23,47530.04
TAR000616,2025-01-01,R017,Electronics,327870.83,82809.57
TAR000617,2025-01-01,R017,Home,682213.33,101688.16
TAR000618,2025-01-01,R017,Fashion,354166.31,102292.23
TAR000619,2025-01-01,R017,Beauty,320844.11,30094.69
TAR000620,2025-01-01,R017,Sports,181331.06,27817.58
TAR000621,2025-01-01,R015,Electronics,379537.56,58967.13
TAR000622,2025-01-01,R015,Home,200538.76,105637.91
TAR000623,2025-01-01,R015,Fashion,417632.35,128573.37
TAR000624,2025-01-01,R015,Beauty,519629.36,103945.9
TAR000625,2025-01-01,R015,Sports,376822.02,33395.14
TAR000626,2025-01-01,R025,Electronics,505229.78,27901.36
TAR000627,2025-01-01,R025,Home,296680.73,39541.24
TAR000628,2025-01-01,R025,Fashion,491482.83,33461.18
TAR000629,2025-01-01,R025,Beauty,224545.28,48953.76
TAR000630,2025-01-01,R025,Sports,322356.99,83964.0
TAR000631,2025-01-01,R005,Electronics,537449.3,35493.27
TAR000632,2025-01-01,R005,Home,257582.0,116208.0
TAR000633,2025-01-01,R005,Fashion,407890.98,42539.51
TAR000634,2025-01-01,R005,Beauty,585107.25,87954.16
TAR000635,2025-01-01,R005,Sports,273839.5,109493.03
TAR000636,2025-01-01,R009,Electronics,626413.87,129036.67
TAR000637,2025-01-01,R009,Home,662221.41,58663.29
TAR000638,2025-01-01,R009,Fashion,572387.97,101538.06
TAR000639,2025-01-01,R009,Beauty,584410.5,44597.46
TAR000640,2025-01-01,R009,Sports,461342.84,100740.78
TAR000641,2025-01-01,R011,Electronics,621782.58,59896.53
TAR000642,2025-01-01,R011,Home,474798.77,45476.02
TAR000643,2025-01-01,R011,Fashion,616918.52,67947.24
TAR000644,2025-01-01,R011,Beauty,568046.95,105215.05
TAR000645,2025-01-01,R011,Sports,310574.39,69120.77
TAR000646,2025-01-01,R018,Electronics,424549.92,97767.41
TAR000647,2025-01-01,R018,Home,551839.19,60599.95
TAR000648,2025-01-01,R018,Fashion,344072.58,120390.54
TAR000649,2025-01-01,R018,Beauty,392092.01,103431.51
TAR000650,2025-01-01,R018,Sports,363776.51,110948.18
TAR000651,2025-02-01,R022,Electronics,214158.08,128453.82
TAR000652,2025-02-01,R022,Home,662787.24,108760.63
TAR000653,2025-02-01,R022,Fashion,152075.57,128432.59
TAR000654,2025-02-01,R022,Beauty,438260.89,31514.99
TAR000655,2025-02-01,R022,Sports,279997.02,59204.37
TAR000656,2025-02-01,R016,Electronics,534161.7,44176.21
TAR000657,2025-02-01,R016,Home,359633.87,105733.63
TAR000658,2025-02-01,R016,Fashion,568920.39,76055.9
TAR000659,2025-02-01,R016,Beauty,170028.58,76021.72
TAR000660,2025-02-01,R016,Sports,567754.4,98715.56
TAR000661,2025-02-01,R021,Electronics,490056.49,126930.33
TAR000662,2025-02-01,R021,Home,318424.82,43600.64
TAR000663,2025-02-01,R021,Fashion,569720.65,110303.89
TAR000664,2025-02-01,R021,Beauty,516945.34,90732.99
TAR000665,2025-02-01,R021,Sports,200094.49,50392.26
TAR000666,2025-02-01,R011,Electronics,393853.77,122627.78
TAR000667,2025-02-01,R011,Home,190027.66,110452.02
TAR000668,2025-02-01,R011,Fashion,596918.15,71515.07
TAR000669,2025-02-01,R011,Beauty,511712.28,93408.27
TAR000670,2025-02-01,R011,Sports,465537.93,31637.74
TAR000671,2025-02-01,R005,Electronics,311370.9,128128.67
TAR000672,2025-02-01,R005,Home,525058.67,38945.21
TAR000673,2025-02-01,R005,Fashion,682861.04,35603.05
TAR000674,2025-02-01,R005,Beauty,220048.49,127156.9
TAR000675,2025-02-01,R005,Sports,213418.2,110462.38
TAR000676,2025-02-01,R025,Electronics,285979.47,91772.3
TAR000677,2025-02-01,R025,Home,548217.99,111909.13
TAR000678,2025-02-01,R025,Fashion,463775.0,88966.6
TAR000679,2025-02-01,R025,Beauty,306408.09,49061.91
TAR000680,2025-02-01,R025,Sports,509257.44,120025.86
TAR000681,2025-02-01,R019,Electronics,175566.27,123471.32
TAR000682,2025-02-01,R019,Home,597577.71,118698.15
TAR000683,2025-02-01,R019,Fashion,393846.05,72982.14
TAR000684,2025-02-01,R019,Beauty,207130.7,110449.29
TAR000685,2025-02-01,R019,Sports,462287.62,114652.02
TAR000686,2025-02-01,R007,Electronics,294891.61,49552.41
TAR000687,2025-02-01,R007,Home,247693.5,116841.62
TAR000688,2025-02-01,R007,Fashion,672592.06,93550.18
TAR000689,2025-02-01,R007,Beauty,462235.2,122641.7
TAR000690,2025-02-01,R007,Sports,479106.41,56178.3
TAR000691,2025-02-01,R004,Electronics,269943.21,36686.37
TAR000692,2025-02-01,R004,Home,495096.13,96529.84
TAR000693,2025-02-01,R004,Fashion,450269.68,98288.57
TAR000694,2025-02-01,R004,Beauty,298841.93,127496.92
TAR000695,2025-02-01,R004,Sports,414747.04,79957.79
TAR000696,2025-02-01,R014,Electronics,373427.62,85947.43
TAR000697,2025-02-01,R014,Home,611790.67,123724.05
TAR000698,2025-02-01,R014,Fashion,283900.38,123405.19
TAR000699,2025-02-01,R014,Beauty,676376.12,119409.26
TAR000700,2025-02-01,R014,Sports,596408.85,59716.94
TAR000701,2025-03-01,R005,Electronics,334755.35,86346.39
TAR000702,2025-03-01,R005,Home,539843.36,39014.84
TAR000703,2025-03-01,R005,Fashion,298643.78,56159.33
TAR000704,2025-03-01,R005,Beauty,460656.41,80588.34
TAR000705,2025-03-01,R005,Sports,573876.49,65189.69
TAR000706,2025-03-01,R006,Electronics,243250.98,49240.14
TAR000707,2025-03-01,R006,Home,586398.28,120026.67
TAR000708,2025-03-01,R006,Fashion,675150.06,85905.02
TAR000709,2025-03-01,R006,Beauty,298498.23,68752.14
TAR000710,2025-03-01,R006,Sports,274092.6,98662.5
TAR000711,2025-03-01,R009,Electronics,580346.66,90192.02
TAR000712,2025-03-01,R009,Home,413416.92,63286.3
TAR000713,2025-03-01,R009,Fashion,508571.69,113059.47
TAR000714,2025-03-01,R009,Beauty,656386.8,28673.71
TAR000715,2025-03-01,R009,Sports,621508.86,93917.58
TAR000716,2025-03-01,R011,Electronics,457613.22,126805.75
TAR000717,2025-03-01,R011,Home,348017.2,38380.18
TAR000718,2025-03-01,R011,Fashion,457481.24,55165.41
TAR000719,2025-03-01,R011,Beauty,248435.02,106172.59
TAR000720,2025-03-01,R011,Sports,520615.08,89946.0
TAR000721,2025-03-01,R014,Electronics,167388.08,43628.7
TAR000722,2025-03-01,R014,Home,419141.27,114321.69
TAR000723,2025-03-01,R014,Fashion,683501.09,97613.68
TAR000724,2025-03-01,R014,Beauty,693493.5,100800.34
TAR000725,2025-03-01,R014,Sports,157340.49,34734.97
TAR000726,2025-03-01,R002,Electronics,655611.86,129547.14
TAR000727,2025-03-01,R002,Home,206694.21,126142.07
TAR000728,2025-03-01,R002,Fashion,522630.89,47359.77
TAR000729,2025-03-01,R002,Beauty,277048.95,87736.24
TAR000730,2025-03-01,R002,Sports,325319.51,96891.93
TAR000731,2025-03-01,R016,Electronics,516953.72,100632.59
TAR000732,2025-03-01,R016,Home,179605.25,79683.09
TAR000733,2025-03-01,R016,Fashion,645353.08,66769.52
TAR000734,2025-03-01,R016,Beauty,299496.19,44255.53
TAR000735,2025-03-01,R016,Sports,153054.93,74117.35
TAR000736,2025-03-01,R010,Electronics,510506.49,71142.71
TAR000737,2025-03-01,R010,Home,254120.42,35267.97
TAR000738,2025-03-01,R010,Fashion,559237.33,99432.7
TAR000739,2025-03-01,R010,Beauty,253586.12,48166.29
TAR000740,2025-03-01,R010,Sports,568054.45,36913.7
TAR000741,2025-03-01,R019,Electronics,227581.31,102067.39
TAR000742,2025-03-01,R019,Home,436937.33,113412.36
TAR000743,2025-03-01,R019,Fashion,530800.59,96899.41
TAR000744,2025-03-01,R019,Beauty,268428.05,100607.11
TAR000745,2025-03-01,R019,Sports,208505.65,63528.01
TAR000746,2025-03-01,R022,Electronics,406176.1,112676.69
TAR000747,2025-03-01,R022,Home,192895.26,101886.62
TAR000748,2025-03-01,R022,Fashion,158401.26,112663.05
TAR000749,2025-03-01,R022,Beauty,519935.57,70232.99
TAR000750,2025-03-01,R022,Sports,414068.15,86400.2
TAR000751,2025-04-01,R012,Electronics,167672.31,95156.53
TAR000752,2025-04-01,R012,Home,430280.59,89131.47
TAR000753,2025-04-01,R012,Fashion,391815.11,100835.52
TAR000754,2025-04-01,R012,Beauty,586360.07,97601.42
TAR000755,2025-04-01,R012,Sports,238159.96,26960.54
TAR000756,2025-04-01,R005,Electronics,214783.58,129053.33
TAR000757,2025-04-01,R005,Home,229309.31,58170.59
TAR000758,2025-04-01,R005,Fashion,276679.49,32637.45
TAR000759,2025-04-01,R005,Beauty,224752.69,66108.49
TAR000760,2025-04-01,R005,Sports,289365.85,41160.48
TAR000761,2025-04-01,R024,Electronics,456636.28,102517.42
TAR000762,2025-04-01,R024,Home,623817.4,60417.98
TAR000763,2025-04-01,R024,Fashion,363813.17,128981.87
TAR000764,2025-04-01,R024,Beauty,178543.0,32247.37
TAR000765,2025-04-01,R024,Sports,220138.37,58658.52
TAR000766,2025-04-01,R021,Electronics,523008.0,81796.08
TAR000767,2025-04-01,R021,Home,276684.8,127761.67
TAR000768,2025-04-01,R021,Fashion,549974.84,27182.01
TAR000769,2025-04-01,R021,Beauty,288779.57,37211.05
TAR000770,2025-04-01,R021,Sports,274353.68,75187.44
TAR000771,2025-04-01,R022,Electronics,649343.85,47263.92
TAR000772,2025-04-01,R022,Home,337087.92,79662.89
TAR000773,2025-04-01,R022,Fashion,273812.13,46469.14
TAR000774,2025-04-01,R022,Beauty,168737.28,121911.19
TAR000775,2025-04-01,R022,Sports,650316.49,103048.8
TAR000776,2025-04-01,R015,Electronics,254328.88,89139.74
TAR000777,2025-04-01,R015,Home,403333.17,92711.54
TAR000778,2025-04-01,R015,Fashion,663695.2,81736.62
TAR000779,2025-04-01,R015,Beauty,288337.49,29312.4
TAR000780,2025-04-01,R015,Sports,175900.68,98538.48
TAR000781,2025-04-01,R009,Electronics,356321.46,110317.93
TAR000782,2025-04-01,R009,Home,497708.87,94189.29
TAR000783,2025-04-01,R009,Fashion,201928.79,104438.3
TAR000784,2025-04-01,R009,Beauty,444738.28,114872.55
TAR000785,2025-04-01,R009,Sports,660043.64,129436.39
TAR000786,2025-04-01,R010,Electronics,169084.46,61517.44
TAR000787,2025-04-01,R010,Home,459356.47,32669.71
TAR000788,2025-04-01,R010,Fashion,698865.36,56848.47
TAR000789,2025-04-01,R010,Beauty,559370.5,27330.99
TAR000790,2025-04-01,R010,Sports,272873.03,69929.18
TAR000791,2025-04-01,R014,Electronics,691006.69,111386.63
TAR000792,2025-04-01,R014,Home,496400.01,99236.0
TAR000793,2025-04-01,R014,Fashion,188635.8,56156.26
TAR000794,2025-04-01,R014,Beauty,570272.15,80346.78
TAR000795,2025-04-01,R014,Sports,201923.07,99060.84
TAR000796,2025-04-01,R007,Electronics,292022.7,54127.45
TAR000797,2025-04-01,R007,Home,303108.2,82164.34
TAR000798,2025-04-01,R007,Fashion,201980.25,102392.75
TAR000799,2025-04-01,R007,Beauty,237458.46,90865.81
TAR000800,2025-04-01,R007,Sports,640428.96,107204.03
TAR000801,2025-05-01,R022,Electronics,356819.53,105881.68
TAR000802,2025-05-01,R022,Home,230334.6,54417.4
TAR000803,2025-05-01,R022,Fashion,639691.75,108571.06
TAR000804,2025-05-01,R022,Beauty,583825.85,74776.74
TAR000805,2025-05-01,R022,Sports,305779.08,73803.09
TAR000806,2025-05-01,R007,Electronics,585059.36,45652.19
TAR000807,2025-05-01,R007,Home,594456.04,43481.72
TAR000808,2025-05-01,R007,Fashion,495077.79,88497.77
TAR000809,2025-05-01,R007,Beauty,322876.61,34592.34
TAR000810,2025-05-01,R007,Sports,617699.84,110169.06
TAR000811,2025-05-01,R012,Electronics,287781.41,74677.15
TAR000812,2025-05-01,R012,Home,475049.37,87760.08
TAR000813,2025-05-01,R012,Fashion,282379.01,116739.99
TAR000814,2025-05-01,R012,Beauty,367214.83,93829.04
TAR000815,2025-05-01,R012,Sports,349242.23,101789.27
TAR000816,2025-05-01,R015,Electronics,494205.32,112443.18
TAR000817,2025-05-01,R015,Home,305439.77,95373.61
TAR000818,2025-05-01,R015,Fashion,153897.7,78858.81
TAR000819,2025-05-01,R015,Beauty,397986.49,101679.78
TAR000820,2025-05-01,R015,Sports,204432.11,50421.11
TAR000821,2025-05-01,R004,Electronics,535237.19,123281.43
TAR000822,2025-05-01,R004,Home,599145.44,129755.86
TAR000823,2025-05-01,R004,Fashion,523058.54,79747.91
TAR000824,2025-05-01,R004,Beauty,184496.71,45817.56
TAR000825,2025-05-01,R004,Sports,544109.73,127835.37
TAR000826,2025-05-01,R019,Electronics,192874.26,85302.17
TAR000827,2025-05-01,R019,Home,521660.47,77264.64
TAR000828,2025-05-01,R019,Fashion,241630.67,70452.93
TAR000829,2025-05-01,R019,Beauty,345796.82,91043.28
TAR000830,2025-05-01,R019,Sports,261279.36,45309.47
TAR000831,2025-05-01,R008,Electronics,150866.92,52779.67
TAR000832,2025-05-01,R008,Home,472831.7,107162.05
TAR000833,2025-05-01,R008,Fashion,181803.41,93008.38
TAR000834,2025-05-01,R008,Beauty,298835.16,46256.81
TAR000835,2025-05-01,R008,Sports,621442.52,48769.41
TAR000836,2025-05-01,R005,Electronics,502769.1,91473.1
TAR000837,2025-05-01,R005,Home,521670.65,101614.7
TAR000838,2025-05-01,R005,Fashion,595516.13,95650.49
TAR000839,2025-05-01,R005,Beauty,339550.57,82833.64
TAR000840,2025-05-01,R005,Sports,407269.59,55815.03
TAR000841,2025-05-01,R017,Electronics,302058.27,27820.47
TAR000842,2025-05-01,R017,Home,348630.63,66600.62
TAR000843,2025-05-01,R017,Fashion,639477.7,101145.35
TAR000844,2025-05-01,R017,Beauty,346355.66,98270.2
TAR000845,2025-05-01,R017,Sports,324424.93,46094.7
TAR000846,2025-05-01,R001,Electronics,618571.78,28756.76
TAR000847,2025-05-01,R001,Home,257783.85,65129.77
TAR000848,2025-05-01,R001,Fashion,323765.07,42041.88
TAR000849,2025-05-01,R001,Beauty,165729.61,66122.78
TAR000850,2025-05-01,R001,Sports,663201.24,61738.83
TAR000851,2025-06-01,R016,Electronics,498208.59,95993.91
TAR000852,2025-06-01,R016,Home,402243.14,68968.11
TAR000853,2025-06-01,R016,Fashion,490715.95,95921.36
TAR000854,2025-06-01,R016,Beauty,491598.13,123205.16
TAR000855,2025-06-01,R016,Sports,667664.22,44954.46
TAR000856,2025-06-01,R023,Electronics,155026.57,114981.82
TAR000857,2025-06-01,R023,Home,639233.02,47709.8
TAR000858,2025-06-01,R023,Fashion,697492.03,93935.53
TAR000859,2025-06-01,R023,Beauty,335047.24,126635.44
TAR000860,2025-06-01,R023,Sports,202319.45,35635.98
TAR000861,2025-06-01,R025,Electronics,513863.53,100167.06
TAR000862,2025-06-01,R025,Home,587129.43,90852.02
TAR000863,2025-06-01,R025,Fashion,373473.54,62126.1
TAR000864,2025-06-01,R025,Beauty,366137.82,98221.3
TAR000865,2025-06-01,R025,Sports,679238.29,102668.55
TAR000866,2025-06-01,R009,Electronics,651785.11,54371.39
TAR000867,2025-06-01,R009,Home,564313.16,111075.61
TAR000868,2025-06-01,R009,Fashion,661890.36,94000.51
TAR000869,2025-06-01,R009,Beauty,459433.4,113602.9
TAR000870,2025-06-01,R009,Sports,696012.57,69337.41
TAR000871,2025-06-01,R022,Electronics,157979.35,53665.48
TAR000872,2025-06-01,R022,Home,185360.08,91635.7
TAR000873,2025-06-01,R022,Fashion,167828.48,83579.62
TAR000874,2025-06-01,R022,Beauty,580332.49,52618.94
TAR000875,2025-06-01,R022,Sports,196789.03,37325.64
TAR000876,2025-06-01,R003,Electronics,571793.09,117067.78
TAR000877,2025-06-01,R003,Home,560255.33,98265.24
TAR000878,2025-06-01,R003,Fashion,161429.65,68202.72
TAR000879,2025-06-01,R003,Beauty,188467.07,106007.39
TAR000880,2025-06-01,R003,Sports,475712.28,61829.9
TAR000881,2025-06-01,R004,Electronics,383500.81,118360.95
TAR000882,2025-06-01,R004,Home,259227.5,124555.61
TAR000883,2025-06-01,R004,Fashion,369738.07,36286.82
TAR000884,2025-06-01,R004,Beauty,160681.32,60695.93
TAR000885,2025-06-01,R004,Sports,246606.46,34750.64
TAR000886,2025-06-01,R005,Electronics,479599.06,66469.08
TAR000887,2025-06-01,R005,Home,408093.01,71486.42
TAR000888,2025-06-01,R005,Fashion,196912.47,129321.73
TAR000889,2025-06-01,R005,Beauty,337160.89,78064.04
TAR000890,2025-06-01,R005,Sports,655262.36,110245.04
TAR000891,2025-06-01,R002,Electronics,416101.25,89112.29
TAR000892,2025-06-01,R002,Home,203884.38,96593.87
TAR000893,2025-06-01,R002,Fashion,690193.85,46144.22
TAR000894,2025-06-01,R002,Beauty,684644.12,53269.14
TAR000895,2025-06-01,R002,Sports,437193.42,98571.12
TAR000896,2025-06-01,R008,Electronics,518227.38,79646.07
TAR000897,2025-06-01,R008,Home,430609.91,70173.27
TAR000898,2025-06-01,R008,Fashion,243941.2,26712.73
TAR000899,2025-06-01,R008,Beauty,540106.78,105784.3
TAR000900,2025-06-01,R008,Sports,621963.57,103635.47
TAR000901,2025-07-01,R017,Electronics,250060.57,95213.1
TAR000902,2025-07-01,R017,Home,244833.98,49933.55
TAR000903,2025-07-01,R017,Fashion,332841.12,128834.7
TAR000904,2025-07-01,R017,Beauty,502556.94,88994.8
TAR000905,2025-07-01,R017,Sports,178673.02,72322.13
TAR000906,2025-07-01,R001,Electronics,225868.34,51907.83
TAR000907,2025-07-01,R001,Home,322130.73,81471.14
TAR000908,2025-07-01,R001,Fashion,637161.92,73574.79
TAR000909,2025-07-01,R001,Beauty,416276.83,74085.66
TAR000910,2025-07-01,R001,Sports,498213.33,73086.89
TAR000911,2025-07-01,R011,Electronics,302153.43,56693.67
TAR000912,2025-07-01,R011,Home,166613.12,64991.08
TAR000913,2025-07-01,R011,Fashion,641955.91,114214.63
TAR000914,2025-07-01,R011,Beauty,677876.92,104045.04
TAR000915,2025-07-01,R011,Sports,692768.34,25817.31
TAR000916,2025-07-01,R010,Electronics,237209.14,49595.29
TAR000917,2025-07-01,R010,Home,458014.54,74625.69
