Return_ID,Order_ID,Return_Date,Customer_ID,Product_ID,Return_Quantity,Return_Reason,Refund_Amount,Return_Status
RET01124,ORD058631,2026-05-15,CUST03960,PROD0091,1,Late Delivery,2345.0,Approved
RET01125,ORD017081,2024-11-16,CUST04431,PROD0179,1,Changed Mind,15031.47,Approved
RET01126,ORD064671,2026-01-30,CUST03227,PROD0114,1,Damaged,5547.1,Pending
RET01127,ORD020235,2024-09-06,CUST02950,PROD0143,1,Late Delivery,4810.17,Approved
RET01128,ORD029434,2026-01-28,CUST02675,PROD0155,1,Wrong Item,2796.83,Approved
RET01129,ORD066819,2024-01-10,CUST01546,PROD0174,1,Damaged,2332.87,Approved
RET01130,ORD074660,2024-04-11,CUST00569,PROD0054,1,Damaged,17939.72,Approved
RET01131,ORD027338,2025-04-10,CUST00891,PROD0063,1,Wrong Item,4222.04,Approved
RET01132,ORD003504,2025-12-11,CUST05892,PROD0058,1,Changed Mind,2824.28,Approved
RET01133,ORD056812,2026-02-28,CUST00505,PROD0072,2,Changed Mind,13627.54,Pending
RET01134,ORD023208,2024-08-29,CUST02111,PROD0002,2,Wrong Item,12218.8,Approved
RET01135,ORD026212,2025-08-20,CUST02598,PROD0126,1,Quality Issue,11737.65,Approved
RET01136,ORD051504,2026-05-30,CUST03446,PROD0040,1,Changed Mind,7125.69,Rejected
RET01137,ORD050898,2024-09-05,CUST04038,PROD0051,1,Late Delivery,7244.8,Approved
RET01138,ORD056399,2025-10-25,CUST00903,PROD0012,2,Damaged,665.94,Pending
RET01139,ORD014481,2024-03-25,CUST01562,PROD0124,1,Wrong Item,10142.95,Approved
RET01140,ORD046892,2026-04-08,CUST04024,PROD0046,1,Wrong Item,5767.09,Approved
RET01141,ORD017227,2024-07-25,CUST04837,PROD0070,1,Changed Mind,13770.36,Approved
RET01142,ORD070803,2026-01-16,CUST03287,PROD0032,1,Quality Issue,16577.15,Approved
RET01143,ORD046107,2025-01-25,CUST02093,PROD0162,2,Late Delivery,29604.34,Approved
RET01144,ORD063506,2025-03-29,CUST04111,PROD0066,1,Quality Issue,6135.56,Approved
RET01145,ORD067414,2026-05-11,CUST05133,PROD0054,1,Changed Mind,17939.72,Approved
RET01146,ORD034817,2025-08-28,CUST04726,PROD0125,1,Changed Mind,12200.98,Approved
RET01147,ORD072524,2025-08-23,CUST05164,PROD0027,1,Quality Issue,10298.65,Pending
RET01148,ORD007414,2024-06-27,CUST00028,PROD0115,1,Quality Issue,16930.95,Approved
RET01149,ORD021020,2025-06-01,CUST03178,PROD0132,1,Changed Mind,3901.55,Approved
RET01150,ORD017591,2025-11-25,CUST00408,PROD0035,1,Changed Mind,717.8,Approved
RET01151,ORD031096,2025-10-20,CUST02888,PROD0034,1,Late Delivery,15512.32,Approved
RET01152,ORD058140,2024-07-20,CUST03693,PROD0159,2,Quality Issue,5760.4,Approved
RET01153,ORD025281,2025-04-08,CUST05631,PROD0111,1,Changed Mind,4589.0,Approved
RET01154,ORD068317,2026-05-18,CUST05897,PROD0178,1,Quality Issue,4622.91,Approved
RET01155,ORD069263,2024-12-18,CUST03001,PROD0161,1,Late Delivery,15765.29,Approved
RET01156,ORD073994,2024-08-21,CUST02434,PROD0028,1,Damaged,19962.64,Pending
RET01157,ORD034186,2025-02-17,CUST01175,PROD0062,1,Damaged,4179.63,Approved
RET01158,ORD020093,2024-04-03,CUST03991,PROD0131,1,Changed Mind,8773.69,Approved
RET01159,ORD073697,2025-07-13,CUST03999,PROD0029,1,Late Delivery,13777.49,Approved
RET01160,ORD015235,2024-06-07,CUST00831,PROD0155,2,Changed Mind,5593.66,Approved
RET01161,ORD006100,2024-02-04,CUST03536,PROD0158,1,Quality Issue,16109.18,Pending
RET01162,ORD054058,2024-05-07,CUST02117,PROD0179,1,Changed Mind,15031.47,Approved
RET01163,ORD072062,2025-04-04,CUST04022,PROD0072,1,Wrong Item,6813.77,Rejected
RET01164,ORD050991,2026-01-25,CUST01422,PROD0045,1,Wrong Item,2884.24,Approved
RET01165,ORD046776,2024-12-02,CUST04113,PROD0083,1,Wrong Item,13634.93,Approved
RET01166,ORD026825,2024-02-17,CUST03801,PROD0133,1,Wrong Item,12376.92,Approved
RET01167,ORD059737,2025-06-15,CUST05466,PROD0136,1,Damaged,14567.99,Approved
RET01168,ORD025669,2025-05-08,CUST03670,PROD0078,1,Quality Issue,11816.08,Approved
RET01169,ORD002597,2024-05-01,CUST03476,PROD0040,2,Late Delivery,14251.38,Approved
RET01170,ORD050290,2024-06-18,CUST04850,PROD0005,1,Wrong Item,5395.83,Approved
RET01171,ORD037288,2025-12-28,CUST02038,PROD0045,1,Damaged,2884.24,Approved
RET01172,ORD003369,2025-02-17,CUST00319,PROD0149,1,Late Delivery,15077.01,Approved
RET01173,ORD004213,2024-09-03,CUST03506,PROD0179,1,Damaged,15031.47,Pending
RET01174,ORD007360,2024-05-25,CUST04751,PROD0032,2,Damaged,33154.3,Approved
RET01175,ORD043705,2024-09-11,CUST05924,PROD0027,2,Wrong Item,20597.3,Approved
RET01176,ORD048362,2026-06-05,CUST04608,PROD0022,1,Quality Issue,15694.57,Approved
RET01177,ORD064714,2024-05-20,CUST02943,PROD0172,1,Late Delivery,13612.05,Approved
RET01178,ORD043000,2024-09-07,CUST05976,PROD0139,1,Damaged,1777.94,Approved
RET01179,ORD072530,2025-11-05,CUST04366,PROD0043,1,Late Delivery,18076.17,Approved
RET01180,ORD074061,2025-03-26,CUST02876,PROD0053,1,Late Delivery,2085.37,Approved
RET01181,ORD072542,2024-05-28,CUST04919,PROD0087,1,Late Delivery,3396.38,Rejected
RET01182,ORD019905,2025-12-13,CUST03839,PROD0020,1,Late Delivery,4124.29,Approved
RET01183,ORD056110,2025-03-03,CUST00252,PROD0116,2,Damaged,3625.08,Approved
RET01184,ORD006093,2025-05-09,CUST05822,PROD0030,2,Late Delivery,20711.48,Approved
RET01185,ORD062184,2025-06-24,CUST03257,PROD0096,1,Damaged,2508.21,Approved
RET01186,ORD007192,2024-01-27,CUST02769,PROD0074,1,Damaged,2745.78,Approved
RET01187,ORD011244,2024-05-25,CUST00435,PROD0073,1,Late Delivery,8656.25,Approved
RET01188,ORD028415,2026-02-17,CUST04024,PROD0033,1,Quality Issue,8818.49,Approved
RET01189,ORD038443,2024-11-23,CUST05462,PROD0054,1,Wrong Item,17939.72,Approved
RET01190,ORD008599,2024-04-07,CUST02369,PROD0006,2,Damaged,27350.28,Pending
RET01191,ORD049444,2026-05-25,CUST00987,PROD0103,1,Quality Issue,7340.57,Approved
RET01192,ORD073287,2025-09-22,CUST01641,PROD0068,1,Wrong Item,14057.37,Approved
RET01193,ORD007210,2024-02-22,CUST03623,PROD0158,1,Quality Issue,16109.18,Approved
RET01194,ORD061140,2025-09-13,CUST00831,PROD0140,1,Wrong Item,16058.37,Approved
RET01195,ORD038890,2026-04-05,CUST03322,PROD0007,1,Late Delivery,6620.23,Approved
RET01196,ORD039042,2026-02-05,CUST05976,PROD0006,1,Wrong Item,13675.14,Approved
RET01197,ORD062897,2024-12-31,CUST04862,PROD0032,1,Late Delivery,16577.15,Approved
RET01198,ORD074776,2024-03-30,CUST04851,PROD0106,1,Wrong Item,4279.13,Approved
RET01199,ORD006013,2024-11-10,CUST03767,PROD0032,1,Quality Issue,16577.15,Approved
RET01200,ORD005656,2025-09-05,CUST01219,PROD0154,1,Changed Mind,2368.51,Approved
RET01201,ORD027033,2024-03-09,CUST03032,PROD0055,1,Quality Issue,832.15,Approved
RET01202,ORD056550,2026-04-24,CUST04526,PROD0044,1,Quality Issue,13681.96,Approved
RET01203,ORD054290,2024-04-14,CUST00422,PROD0025,2,Late Delivery,10570.6,Approved
RET01204,ORD018274,2026-02-03,CUST00151,PROD0013,1,Damaged,10350.0,Pending
RET01205,ORD064836,2025-05-08,CUST01176,PROD0081,1,Damaged,255.39,Approved
RET01206,ORD014138,2026-05-17,CUST05726,PROD0166,1,Damaged,6336.84,Approved
RET01207,ORD061691,2024-04-15,CUST04641,PROD0126,1,Damaged,11737.65,Approved
RET01208,ORD012589,2024-01-23,CUST01398,PROD0126,1,Late Delivery,11737.65,Approved
RET01209,ORD022500,2026-02-27,CUST04028,PROD0087,1,Wrong Item,3396.38,Pending
RET01210,ORD033124,2025-11-22,CUST05626,PROD0033,1,Wrong Item,8818.49,Approved
RET01211,ORD019638,2026-05-10,CUST03352,PROD0092,1,Late Delivery,3069.95,Approved
RET01212,ORD043866,2025-01-25,CUST04000,PROD0019,1,Changed Mind,9684.46,Approved
RET01213,ORD067554,2025-03-19,CUST01726,PROD0086,1,Changed Mind,4398.02,Approved
RET01214,ORD012035,2024-07-20,CUST05928,PROD0114,2,Wrong Item,11094.2,Approved
RET01215,ORD055229,2024-09-16,CUST02084,PROD0154,1,Changed Mind,2368.51,Approved
RET01216,ORD011252,2024-05-31,CUST03254,PROD0100,1,Changed Mind,4090.74,Approved
RET01217,ORD006470,2024-12-14,CUST05248,PROD0056,1,Late Delivery,4052.4,Approved
RET01218,ORD030521,2024-01-30,CUST04151,PROD0023,1,Changed Mind,12094.54,Approved
RET01219,ORD060481,2026-01-14,CUST02501,PROD0079,1,Quality Issue,5573.33,Approved
RET01220,ORD071206,2025-04-01,CUST03937,PROD0105,2,Wrong Item,21194.58,Approved
RET01221,ORD028664,2025-06-22,CUST00297,PROD0027,1,Wrong Item,10298.65,Approved
RET01222,ORD066072,2024-10-04,CUST02910,PROD0016,1,Quality Issue,5085.97,Pending
RET01223,ORD045076,2024-07-16,CUST05819,PROD0010,1,Wrong Item,11772.01,Approved
RET01224,ORD005298,2024-02-14,CUST01381,PROD0085,2,Quality Issue,14749.82,Approved
RET01225,ORD067740,2026-04-03,CUST05414,PROD0115,1,Late Delivery,16930.95,Approved
RET01226,ORD017972,2024-02-02,CUST03272,PROD0128,1,Quality Issue,6488.56,Pending
RET01227,ORD018851,2024-07-11,CUST05220,PROD0121,1,Quality Issue,15732.26,Approved
RET01228,ORD069666,2024-05-29,CUST00751,PROD0119,1,Changed Mind,15636.32,Rejected
RET01229,ORD074539,2026-03-16,CUST05710,PROD0119,1,Damaged,15636.32,Approved
RET01230,ORD034899,2025-10-25,CUST04115,PROD0172,2,Late Delivery,27224.1,Approved
RET01231,ORD052813,2025-04-28,CUST02657,PROD0178,1,Changed Mind,4622.91,Approved
RET01232,ORD053810,2025-11-28,CUST01149,PROD0082,1,Late Delivery,2212.72,Approved
RET01233,ORD024495,2026-02-09,CUST02097,PROD0040,2,Wrong Item,14251.38,Approved
RET01234,ORD015281,2024-02-14,CUST00956,PROD0146,1,Quality Issue,2879.6,Approved
RET01235,ORD041824,2026-06-07,CUST04702,PROD0003,1,Late Delivery,15842.07,Approved
RET01236,ORD064835,2025-08-20,CUST03903,PROD0033,1,Changed Mind,8818.49,Approved
RET01237,ORD042354,2024-02-22,CUST05662,PROD0023,1,Changed Mind,12094.54,Approved
RET01238,ORD026956,2025-05-21,CUST01295,PROD0171,2,Damaged,26700.62,Approved
RET01239,ORD021066,2025-08-10,CUST01191,PROD0100,1,Late Delivery,4090.74,Approved
RET01240,ORD040311,2026-02-01,CUST01203,PROD0099,1,Wrong Item,5204.8,Pending
RET01241,ORD001229,2025-04-22,CUST01230,PROD0011,1,Changed Mind,4711.27,Approved
RET01242,ORD011106,2025-01-20,CUST05652,PROD0043,1,Quality Issue,18076.17,Approved
RET01243,ORD046559,2024-07-20,CUST02637,PROD0085,1,Late Delivery,7374.91,Approved
RET01244,ORD035289,2024-05-05,CUST01427,PROD0137,1,Changed Mind,2135.82,Approved
RET01245,ORD007739,2025-12-22,CUST00370,PROD0039,1,Late Delivery,759.95,Approved
RET01246,ORD010349,2025-04-13,CUST01640,PROD0043,1,Changed Mind,18076.17,Approved
RET01247,ORD066663,2024-08-13,CUST04774,PROD0006,2,Changed Mind,27350.28,Approved
RET01248,ORD042100,2024-05-30,CUST02719,PROD0015,1,Wrong Item,18083.63,Approved
RET01249,ORD013304,2025-03-11,CUST04007,PROD0111,1,Damaged,4589.0,Approved
RET01250,ORD038075,2025-04-17,CUST02004,PROD0137,1,Damaged,2135.82,Approved
RET01251,ORD059932,2024-02-23,CUST01436,PROD0155,1,Quality Issue,2796.83,Rejected
RET01252,ORD016921,2026-02-05,CUST05562,PROD0016,1,Wrong Item,5085.97,Approved
RET01253,ORD024407,2024-12-04,CUST05451,PROD0134,1,Quality Issue,6640.83,Approved
RET01254,ORD032950,2024-01-24,CUST01219,PROD0112,1,Damaged,18905.22,Approved
RET01255,ORD074304,2025-04-20,CUST05844,PROD0175,1,Damaged,8066.73,Approved
RET01256,ORD012358,2024-12-07,CUST01479,PROD0072,1,Quality Issue,6813.77,Approved
RET01257,ORD074013,2025-11-21,CUST02458,PROD0074,1,Wrong Item,2745.78,Approved
RET01258,ORD072907,2024-02-05,CUST02223,PROD0146,1,Late Delivery,2879.6,Approved
RET01259,ORD043118,2025-02-26,CUST00075,PROD0028,2,Late Delivery,39925.28,Approved
RET01260,ORD074265,2025-09-27,CUST02038,PROD0034,1,Damaged,15512.32,Approved
RET01261,ORD016760,2025-08-27,CUST01661,PROD0132,2,Late Delivery,7803.1,Approved
RET01262,ORD056659,2026-04-02,CUST00851,PROD0073,1,Changed Mind,8656.25,Approved
RET01263,ORD017073,2026-05-30,CUST00047,PROD0102,1,Late Delivery,5276.76,Pending
RET01264,ORD010637,2024-09-19,CUST05130,PROD0117,1,Damaged,2739.8,Approved
RET01265,ORD035744,2025-02-28,CUST00027,PROD0049,1,Quality Issue,1295.82,Approved
RET01266,ORD064839,2025-12-26,CUST02345,PROD0122,1,Damaged,6342.03,Approved
RET01267,ORD061452,2025-08-19,CUST04503,PROD0069,1,Quality Issue,5482.32,Pending
RET01268,ORD062595,2025-04-09,CUST05284,PROD0029,1,Changed Mind,13777.49,Approved
RET01269,ORD042567,2025-08-24,CUST00442,PROD0032,1,Late Delivery,16577.15,Approved
RET01270,ORD060331,2024-09-17,CUST00741,PROD0001,1,Quality Issue,12001.3,Pending
RET01271,ORD036375,2026-02-05,CUST01597,PROD0041,1,Quality Issue,2219.7,Rejected
RET01272,ORD061649,2026-06-19,CUST01284,PROD0011,1,Changed Mind,4711.27,Approved
RET01273,ORD021766,2024-10-10,CUST05172,PROD0041,1,Quality Issue,2219.7,Approved
RET01274,ORD050836,2024-02-13,CUST02867,PROD0028,1,Damaged,19962.64,Approved
RET01275,ORD056763,2025-11-02,CUST00809,PROD0179,1,Late Delivery,15031.47,Approved
RET01276,ORD051686,2024-09-25,CUST01988,PROD0088,2,Late Delivery,30938.94,Approved
RET01277,ORD046023,2025-07-29,CUST02540,PROD0075,1,Late Delivery,16358.29,Approved
RET01278,ORD035138,2026-06-23,CUST05967,PROD0154,1,Wrong Item,2368.51,Approved
RET01279,ORD036413,2026-02-17,CUST05035,PROD0068,2,Quality Issue,28114.74,Rejected
RET01280,ORD056582,2026-06-01,CUST04790,PROD0154,1,Wrong Item,2368.51,Rejected
RET01281,ORD016145,2024-09-05,CUST01244,PROD0018,1,Quality Issue,12486.26,Approved
RET01282,ORD006153,2025-06-20,CUST01371,PROD0113,1,Wrong Item,14425.18,Approved
RET01283,ORD048423,2026-06-19,CUST05337,PROD0098,1,Late Delivery,15512.35,Approved
RET01284,ORD031783,2025-05-14,CUST05319,PROD0011,1,Late Delivery,4711.27,Approved
RET01285,ORD019714,2025-09-19,CUST00348,PROD0164,1,Wrong Item,15495.6,Approved
RET01286,ORD041382,2025-03-23,CUST04726,PROD0102,2,Changed Mind,10553.52,Approved
RET01287,ORD022907,2024-10-16,CUST02375,PROD0019,1,Changed Mind,9684.46,Rejected
RET01288,ORD018521,2025-06-23,CUST03032,PROD0014,1,Late Delivery,6922.67,Approved
RET01289,ORD033794,2026-03-15,CUST04390,PROD0153,1,Quality Issue,8234.87,Rejected
RET01290,ORD059462,2025-01-22,CUST01057,PROD0027,1,Damaged,10298.65,Approved
RET01291,ORD011589,2025-09-12,CUST03288,PROD0007,1,Late Delivery,6620.23,Approved
RET01292,ORD039544,2024-06-20,CUST00513,PROD0081,1,Quality Issue,255.39,Approved
RET01293,ORD045134,2024-02-23,CUST02163,PROD0030,1,Late Delivery,10355.74,Approved
RET01294,ORD024523,2026-01-10,CUST00322,PROD0150,1,Wrong Item,1301.37,Approved
RET01295,ORD065675,2024-07-06,CUST00652,PROD0072,1,Damaged,6813.77,Approved
RET01296,ORD021985,2025-02-16,CUST00138,PROD0105,1,Wrong Item,10597.29,Approved
RET01297,ORD034797,2026-02-09,CUST04507,PROD0026,1,Quality Issue,12026.19,Approved
RET01298,ORD059070,2026-03-20,CUST05530,PROD0018,1,Quality Issue,12486.26,Approved
RET01299,ORD036625,2025-04-02,CUST01799,PROD0142,1,Damaged,2133.87,Approved
RET01300,ORD036270,2026-06-19,CUST04548,PROD0123,1,Late Delivery,10275.68,Approved
RET01301,ORD039546,2026-01-26,CUST03848,PROD0019,1,Damaged,9684.46,Approved
RET01302,ORD007704,2026-02-13,CUST03751,PROD0030,1,Wrong Item,10355.74,Approved
RET01303,ORD063960,2024-02-20,CUST02025,PROD0042,2,Quality Issue,38472.88,Pending
RET01304,ORD009272,2026-02-07,CUST00624,PROD0167,1,Changed Mind,12170.89,Approved
RET01305,ORD037410,2025-07-24,CUST02238,PROD0119,1,Changed Mind,15636.32,Approved
RET01306,ORD068885,2024-05-18,CUST04833,PROD0160,1,Damaged,9056.08,Approved
RET01307,ORD024917,2025-01-17,CUST03176,PROD0070,1,Wrong Item,13770.36,Approved
RET01308,ORD017548,2024-12-12,CUST01454,PROD0014,1,Damaged,6922.67,Approved
RET01309,ORD030403,2026-06-04,CUST01302,PROD0034,2,Damaged,31024.64,Approved
RET01310,ORD017755,2025-12-26,CUST04704,PROD0011,1,Changed Mind,4711.27,Approved
RET01311,ORD021525,2024-11-12,CUST03556,PROD0061,1,Late Delivery,7568.74,Rejected
RET01312,ORD066250,2025-07-28,CUST01598,PROD0172,1,Damaged,13612.05,Approved
RET01313,ORD063320,2024-09-12,CUST01649,PROD0070,1,Quality Issue,13770.36,Approved
RET01314,ORD037614,2025-12-05,CUST01756,PROD0164,1,Wrong Item,15495.6,Approved
RET01315,ORD037920,2026-06-28,CUST05541,PROD0027,1,Quality Issue,10298.65,Approved
RET01316,ORD068974,2024-07-03,CUST02033,PROD0167,1,Changed Mind,12170.89,Approved
RET01317,ORD010683,2025-10-05,CUST05164,PROD0005,1,Damaged,5395.83,Approved
RET01318,ORD044288,2024-05-19,CUST05197,PROD0159,2,Quality Issue,5760.4,Approved
RET01319,ORD023887,2026-06-05,CUST02148,PROD0144,2,Late Delivery,4514.94,Approved
RET01320,ORD068643,2024-11-08,CUST00125,PROD0019,1,Quality Issue,9684.46,Approved
RET01321,ORD008331,2024-10-06,CUST05291,PROD0040,1,Quality Issue,7125.69,Approved
RET01322,ORD071546,2025-08-04,CUST05079,PROD0020,1,Wrong Item,4124.29,Approved
RET01323,ORD037854,2026-05-11,CUST00442,PROD0083,1,Changed Mind,13634.93,Approved
RET01324,ORD001524,2025-11-17,CUST01108,PROD0171,1,Damaged,13350.31,Approved
RET01325,ORD023836,2024-09-07,CUST05434,PROD0054,2,Wrong Item,35879.44,Approved
RET01326,ORD069820,2024-12-25,CUST01254,PROD0107,1,Changed Mind,8149.76,Approved
RET01327,ORD034346,2024-05-02,CUST04319,PROD0130,1,Quality Issue,9115.86,Approved
RET01328,ORD016878,2025-04-25,CUST05882,PROD0012,2,Damaged,665.94,Approved
RET01329,ORD051814,2024-08-28,CUST03059,PROD0088,2,Late Delivery,30938.94,Approved
RET01330,ORD051940,2026-04-11,CUST03415,PROD0157,1,Wrong Item,14323.08,Rejected
RET01331,ORD059519,2025-03-15,CUST03364,PROD0012,1,Quality Issue,332.97,Approved
RET01332,ORD059399,2024-01-31,CUST02236,PROD0059,2,Changed Mind,8064.46,Approved
RET01333,ORD044725,2026-01-19,CUST00938,PROD0112,1,Damaged,18905.22,Rejected
RET01334,ORD071217,2024-05-09,CUST04594,PROD0034,1,Late Delivery,15512.32,Pending
RET01335,ORD019194,2026-05-31,CUST01272,PROD0151,1,Late Delivery,3808.36,Pending
RET01336,ORD022704,2026-06-14,CUST05377,PROD0151,1,Changed Mind,3808.36,Pending
RET01337,ORD052738,2025-11-11,CUST03129,PROD0158,1,Changed Mind,16109.18,Approved
RET01338,ORD012340,2024-02-21,CUST04128,PROD0109,1,Wrong Item,8971.66,Pending
RET01339,ORD064995,2026-01-08,CUST00432,PROD0116,1,Damaged,1812.54,Pending
RET01340,ORD027038,2026-01-23,CUST03980,PROD0161,1,Wrong Item,15765.29,Approved
RET01341,ORD074801,2024-04-11,CUST00527,PROD0136,2,Changed Mind,29135.98,Approved
RET01342,ORD024400,2025-10-15,CUST05114,PROD0056,2,Wrong Item,8104.8,Approved
RET01343,ORD044691,2025-01-18,CUST01768,PROD0071,1,Wrong Item,10420.29,Pending
RET01344,ORD049314,2025-07-16,CUST04942,PROD0148,2,Late Delivery,17523.74,Approved
RET01345,ORD039243,2026-05-03,CUST05955,PROD0050,1,Changed Mind,7609.14,Approved
RET01346,ORD056828,2024-05-17,CUST01272,PROD0019,1,Damaged,9684.46,Approved
RET01347,ORD006268,2025-08-25,CUST02824,PROD0033,2,Wrong Item,17636.98,Approved
RET01348,ORD052900,2025-05-29,CUST02361,PROD0164,2,Late Delivery,30991.2,Pending
RET01349,ORD037220,2024-02-12,CUST04918,PROD0056,1,Quality Issue,4052.4,Approved
RET01350,ORD027532,2025-12-13,CUST00521,PROD0176,1,Wrong Item,12006.69,Pending
RET01351,ORD020687,2025-05-27,CUST04339,PROD0039,2,Late Delivery,1519.9,Approved
RET01352,ORD009137,2025-02-16,CUST03958,PROD0163,1,Damaged,9897.91,Approved
RET01353,ORD003709,2024-11-20,CUST03160,PROD0167,1,Late Delivery,12170.89,Approved
RET01354,ORD009585,2025-09-14,CUST01759,PROD0179,1,Late Delivery,15031.47,Approved
RET01355,ORD062616,2024-02-20,CUST00070,PROD0001,1,Late Delivery,12001.3,Approved
RET01356,ORD017886,2024-01-09,CUST01053,PROD0165,1,Damaged,11488.02,Approved
RET01357,ORD035166,2026-03-24,CUST04185,PROD0163,2,Quality Issue,19795.82,Approved
RET01358,ORD030372,2024-04-18,CUST02540,PROD0021,1,Damaged,18499.86,Approved
RET01359,ORD022512,2025-10-16,CUST04046,PROD0046,1,Changed Mind,5767.09,Rejected
RET01360,ORD009840,2025-02-01,CUST03452,PROD0147,2,Quality Issue,10427.38,Approved
RET01361,ORD038728,2025-05-06,CUST04864,PROD0127,1,Late Delivery,2851.07,Approved
RET01362,ORD001536,2024-12-18,CUST02149,PROD0099,1,Changed Mind,5204.8,Rejected
RET01363,ORD017539,2025-05-21,CUST02828,PROD0022,2,Quality Issue,31389.14,Approved
RET01364,ORD020132,2025-04-16,CUST04411,PROD0016,1,Damaged,5085.97,Approved
RET01365,ORD064321,2025-05-14,CUST00959,PROD0076,1,Wrong Item,7447.92,Approved
RET01366,ORD030804,2025-08-26,CUST03722,PROD0008,1,Quality Issue,8891.61,Approved
RET01367,ORD020297,2024-02-23,CUST04960,PROD0113,1,Quality Issue,14425.18,Approved
RET01368,ORD061358,2025-03-25,CUST02661,PROD0012,1,Changed Mind,332.97,Approved
RET01369,ORD035611,2024-10-30,CUST05732,PROD0022,1,Changed Mind,15694.57,Approved
RET01370,ORD067818,2025-06-13,CUST05987,PROD0088,1,Changed Mind,15469.47,Approved
RET01371,ORD002979,2026-04-11,CUST00034,PROD0173,1,Damaged,1727.4,Approved
RET01372,ORD052484,2025-05-03,CUST01906,PROD0140,1,Wrong Item,16058.37,Pending
RET01373,ORD024847,2024-03-16,CUST04955,PROD0156,1,Late Delivery,891.52,Approved
RET01374,ORD001902,2024-11-20,CUST02555,PROD0065,1,Late Delivery,4366.12,Approved
RET01375,ORD052822,2026-04-13,CUST03230,PROD0039,1,Damaged,759.95,Approved
RET01376,ORD019141,2025-07-30,CUST05182,PROD0055,1,Quality Issue,832.15,Approved
RET01377,ORD002615,2024-03-25,CUST03523,PROD0007,1,Wrong Item,6620.23,Approved
RET01378,ORD062601,2025-09-06,CUST03518,PROD0004,1,Changed Mind,15906.36,Approved
RET01379,ORD005680,2024-02-04,CUST02229,PROD0067,1,Quality Issue,4228.87,Approved
RET01380,ORD033234,2024-08-08,CUST04231,PROD0106,1,Late Delivery,4279.13,Pending
RET01381,ORD043434,2026-01-03,CUST02426,PROD0109,2,Wrong Item,17943.32,Rejected
RET01382,ORD034628,2024-01-17,CUST04890,PROD0093,1,Late Delivery,13725.41,Approved
RET01383,ORD043246,2025-01-22,CUST00106,PROD0133,2,Quality Issue,24753.84,Approved
RET01384,ORD023133,2024-01-07,CUST03180,PROD0086,1,Wrong Item,4398.02,Approved
RET01385,ORD070715,2025-12-24,CUST03275,PROD0062,1,Quality Issue,4179.63,Approved
RET01386,ORD026453,2024-11-15,CUST02829,PROD0180,1,Late Delivery,1990.36,Approved
RET01387,ORD058594,2024-02-10,CUST04548,PROD0034,1,Changed Mind,15512.32,Pending
RET01388,ORD049522,2025-01-13,CUST03155,PROD0044,1,Wrong Item,13681.96,Rejected
RET01389,ORD053359,2024-04-30,CUST04208,PROD0104,1,Wrong Item,5323.97,Approved
RET01390,ORD070678,2025-01-11,CUST04280,PROD0148,1,Quality Issue,8761.87,Approved
RET01391,ORD045021,2025-12-29,CUST01626,PROD0141,2,Changed Mind,2517.28,Approved
RET01392,ORD001935,2024-11-04,CUST02028,PROD0131,1,Quality Issue,8773.69,Approved
RET01393,ORD025106,2026-06-26,CUST01515,PROD0151,1,Wrong Item,3808.36,Approved
RET01394,ORD006446,2025-03-25,CUST02909,PROD0068,1,Damaged,14057.37,Approved
RET01395,ORD037204,2024-08-11,CUST02672,PROD0172,1,Late Delivery,13612.05,Approved
RET01396,ORD001189,2025-07-25,CUST00278,PROD0162,2,Wrong Item,29604.34,Approved
RET01397,ORD040711,2025-07-26,CUST01780,PROD0027,1,Late Delivery,10298.65,Approved
RET01398,ORD070748,2024-06-27,CUST02549,PROD0033,1,Quality Issue,8818.49,Approved
RET01399,ORD055879,2024-11-26,CUST05941,PROD0137,1,Changed Mind,2135.82,Approved
RET01400,ORD051537,2026-02-21,CUST01115,PROD0115,1,Late Delivery,16930.95,Approved
RET01401,ORD069454,2025-09-21,CUST05939,PROD0166,1,Wrong Item,6336.84,Approved
RET01402,ORD033148,2024-02-03,CUST01528,PROD0028,1,Quality Issue,19962.64,Pending
RET01403,ORD063708,2026-02-24,CUST00103,PROD0149,1,Wrong Item,15077.01,Approved
RET01404,ORD045671,2026-02-16,CUST03332,PROD0109,1,Damaged,8971.66,Approved
RET01405,ORD073124,2024-09-11,CUST00168,PROD0170,2,Changed Mind,30173.84,Approved
RET01406,ORD054526,2026-03-06,CUST04619,PROD0019,2,Late Delivery,19368.92,Approved
RET01407,ORD030771,2025-07-24,CUST03461,PROD0170,1,Changed Mind,15086.92,Approved
RET01408,ORD001812,2026-07-01,CUST02125,PROD0086,2,Late Delivery,8796.04,Approved
RET01409,ORD016606,2025-05-09,CUST01679,PROD0009,2,Quality Issue,13984.28,Pending
RET01410,ORD054591,2026-06-23,CUST05944,PROD0078,1,Changed Mind,11816.08,Approved
RET01411,ORD022640,2024-06-27,CUST00340,PROD0140,1,Changed Mind,16058.37,Approved
RET01412,ORD024660,2025-02-14,CUST02324,PROD0067,1,Wrong Item,4228.87,Pending
RET01413,ORD053645,2026-06-14,CUST01592,PROD0099,1,Wrong Item,5204.8,Approved
RET01414,ORD000446,2025-10-08,CUST01014,PROD0159,1,Wrong Item,2880.2,Approved
RET01415,ORD023700,2024-12-13,CUST05160,PROD0174,1,Late Delivery,2332.87,Approved
