Region_ID,Region,Year,Month_Number,Actual_Revenue,Target_Revenue,Revenue_Variance,Revenue_Achievement_Percent,Actual_Profit,Target_Profit,Profit_Variance,Profit_Achievement_Percent,Actual_Units,Actual_Orders
R024,Central,2025,1.0,1699355.05,,,,420518.72,,,,235,102
R025,Central,2025,1.0,1500337.96,1840295.61,-339957.65,81.53,339396.97,233821.54,105575.43,145.15,203,95
R001,West,2025,2.0,1928448.91,,,,489562.96,,,,249,98
R002,West,2025,2.0,1647739.16,,,,386287.97,,,,238,96
R003,West,2025,2.0,1356330.83,,,,323296.49,,,,173,82
R004,West,2025,2.0,1366399.39,1928897.99,-562498.6,70.84,356964.67,438959.49,-81994.82,81.32,175,78
R005,North,2025,2.0,1893055.8,1952757.3,-59701.5,96.94,435472.1,440296.21,-4824.11,98.9,221,96
R006,North,2025,2.0,1424711.0,,,,328615.84,,,,159,71
R007,North,2025,2.0,1716170.76,2156518.78,-440348.02,79.58,414858.55,438764.21,-23905.66,94.55,231,98
R008,North,2025,2.0,1610328.26,,,,390535.42,,,,224,94
R009,North,2025,2.0,1676303.23,,,,383505.53,,,,228,93
R010,North,2025,2.0,2558396.09,,,,617968.59,,,,315,121
R011,North,2025,2.0,1658239.46,2158049.79,-499810.33,76.84,429678.13,429640.88,37.25,100.01,206,93
R012,East,2025,2.0,1624077.85,,,,390972.14,,,,221,92
R013,East,2025,2.0,1944365.84,,,,476483.78,,,,253,112
R014,East,2025,2.0,1430515.73,2541903.64,-1111387.91,56.28,334261.48,512202.87,-177941.39,65.26,207,94
R015,South,2025,2.0,1892586.28,,,,473114.79,,,,227,94
R016,South,2025,2.0,1849750.58,2200498.94,-350748.36,84.06,430470.17,400703.02,29767.15,107.43,245,92
R017,South,2025,2.0,1576572.75,,,,422286.94,,,,242,98
R018,South,2025,2.0,1806629.23,,,,435041.37,,,,249,102
R019,South,2025,2.0,1725586.92,1836408.35,-110821.43,93.97,428370.07,540252.92,-111882.85,79.29,209,93
R020,South,2025,2.0,1314229.54,,,,337233.81,,,,192,78
R021,South,2025,2.0,1736030.83,2095241.79,-359210.96,82.86,388145.87,421960.11,-33814.24,91.99,234,98
R022,South,2025,2.0,1881139.95,1747278.8,133861.15,107.66,451434.9,456366.4,-4931.5,98.92,243,98
R023,South,2025,2.0,1460417.45,,,,349691.55,,,,210,79
R024,Central,2025,2.0,1506104.87,,,,388685.97,,,,203,85
R025,Central,2025,2.0,1590947.38,2113637.99,-522690.61,75.27,404086.43,461735.8,-57649.37,87.51,239,102
R001,West,2025,3.0,2292664.02,,,,556795.73,,,,282,109
R002,West,2025,3.0,1453088.31,1987305.42,-534217.11,73.12,330359.03,487677.15,-157318.12,67.74,198,94
R003,West,2025,3.0,1534761.98,,,,413352.51,,,,218,82
R004,West,2025,3.0,2046790.8,,,,531739.12,,,,274,115
R005,North,2025,3.0,1638586.64,2207775.39,-569188.75,74.22,387666.19,327298.59,60367.6,118.44,224,96
R006,North,2025,3.0,1879210.84,2077390.15,-198179.31,90.46,450524.55,422586.47,27938.08,106.61,239,102
R007,North,2025,3.0,1844661.98,,,,442830.25,,,,253,100
R008,North,2025,3.0,1285744.99,,,,294635.56,,,,199,89
R009,North,2025,3.0,1742860.64,2780230.93,-1037370.29,62.69,428060.07,389129.08,38930.99,110.0,231,94
R010,North,2025,3.0,1796706.97,2145504.81,-348797.84,83.74,428747.4,290923.37,137824.03,147.37,236,106
R011,North,2025,3.0,1965814.6,2032161.76,-66347.16,96.74,462633.08,416469.93,46163.15,111.08,256,103
R012,East,2025,3.0,1884385.82,,,,436330.72,,,,260,107
R013,East,2025,3.0,2205812.72,,,,532282.12,,,,289,125
R014,East,2025,3.0,2265268.97,2120864.43,144404.54,106.81,522943.06,391099.38,131843.68,133.71,296,101
R015,South,2025,3.0,1507273.76,,,,358199.37,,,,193,91
R016,South,2025,3.0,1790204.02,1794463.17,-4259.15,99.76,446532.67,365458.08,81074.59,122.18,240,97
R017,South,2025,3.0,1929248.15,,,,472706.06,,,,266,97
R018,South,2025,3.0,1784888.44,,,,447288.53,,,,252,95
R019,South,2025,3.0,1657689.66,1672252.93,-14563.27,99.13,406562.1,476514.28,-69952.18,85.32,205,92
R020,South,2025,3.0,1745830.55,,,,461917.16,,,,227,94
R021,South,2025,3.0,1732624.53,,,,463972.01,,,,222,101
R022,South,2025,3.0,1753114.62,1691476.34,61638.28,103.64,452987.1,483859.55,-30872.45,93.62,221,95
R023,South,2025,3.0,1894388.9,,,,453909.57,,,,267,115
R024,Central,2025,3.0,1499896.57,,,,360224.44,,,,213,93
R025,Central,2025,3.0,1789207.68,,,,463838.06,,,,237,98
R001,West,2025,4.0,1798404.74,,,,448868.75,,,,243,109
R002,West,2025,4.0,1744032.88,,,,385960.06,,,,223,89
R003,West,2025,4.0,1403685.12,,,,358101.14,,,,186,86
R004,West,2025,4.0,1248299.12,,,,323497.58,,,,182,78
R005,North,2025,4.0,1443506.44,1234890.92,208615.52,116.89,345829.18,327130.34,18698.84,105.72,208,92
R006,North,2025,4.0,1512641.94,,,,372563.73,,,,189,84
R007,North,2025,4.0,1785735.14,1674998.57,110736.57,106.61,448706.71,436754.38,11952.33,102.74,219,102
R008,North,2025,4.0,2030668.41,,,,524760.58,,,,265,106
R009,North,2025,4.0,1899281.45,2160741.04,-261459.59,87.9,476988.94,553254.46,-76265.52,86.22,215,88
R010,North,2025,4.0,1831509.08,2159549.82,-328040.74,84.81,430158.0,248295.79,181862.21,173.24,231,108
R011,North,2025,4.0,2013887.14,,,,468677.3,,,,281,119
R012,East,2025,4.0,2076810.9,1814288.04,262522.86,114.47,534413.13,409685.48,124727.65,130.44,274,106
R013,East,2025,4.0,1459317.06,,,,361919.94,,,,175,79
R014,East,2025,4.0,1415893.92,2148237.72,-732343.8,65.91,346334.31,446186.51,-99852.2,77.62,225,89
R015,South,2025,4.0,2111991.32,1785595.42,326395.9,118.28,533690.72,391438.78,142251.94,136.34,241,101
R016,South,2025,4.0,2481977.6,,,,613695.99,,,,313,130
R017,South,2025,4.0,1777566.43,,,,413816.85,,,,220,96
R018,South,2025,4.0,1564166.72,,,,369435.52,,,,206,93
R019,South,2025,4.0,1810681.63,,,,439372.68,,,,231,96
R020,South,2025,4.0,1377250.92,,,,333935.0,,,,199,85
R021,South,2025,4.0,1631988.13,1912800.89,-280812.76,85.32,408173.95,349138.25,59035.7,116.91,199,88
R022,South,2025,4.0,1257409.18,2079297.67,-821888.49,60.47,319883.95,398355.94,-78471.99,80.3,172,76
R023,South,2025,4.0,1744156.22,,,,424290.69,,,,237,105
R024,Central,2025,4.0,1502444.76,1842948.22,-340503.46,81.52,359571.56,382823.16,-23251.6,93.93,227,101
R025,Central,2025,4.0,1754989.94,,,,390464.41,,,,232,92
R001,West,2025,5.0,2079476.53,2029051.55,50424.98,102.49,506906.8,263790.02,243116.78,192.16,264,108
R002,West,2025,5.0,1723464.75,,,,386154.09,,,,210,88
R003,West,2025,5.0,1415705.15,,,,349958.45,,,,210,94
R004,West,2025,5.0,2053481.16,2386047.61,-332566.45,86.06,531664.66,506438.13,25226.53,104.98,245,97
R005,North,2025,5.0,1609266.31,2366776.04,-757509.73,67.99,397824.66,427386.96,-29562.3,93.08,216,100
R006,North,2025,5.0,1839154.99,,,,491248.9,,,,227,105
R007,North,2025,5.0,2330006.0,2615169.64,-285163.64,89.1,560993.55,322393.08,238600.47,174.01,287,122
R008,North,2025,5.0,1990555.67,1725779.71,264775.96,115.34,545738.26,347976.32,197761.94,156.83,242,91
R009,North,2025,5.0,1718959.74,,,,426912.04,,,,258,113
R010,North,2025,5.0,1662947.16,,,,391832.02,,,,234,107
R011,North,2025,5.0,1800851.85,,,,426822.7,,,,245,97
R012,East,2025,5.0,2441235.7,1761666.85,679568.85,138.58,577114.08,474795.53,102318.55,121.55,281,115
R013,East,2025,5.0,1648744.27,,,,389441.97,,,,211,94
R014,East,2025,5.0,1344108.35,,,,332806.61,,,,193,88
R015,South,2025,5.0,2149273.13,1555961.39,593311.74,138.13,588615.7,438776.49,149839.21,134.15,271,112
R016,South,2025,5.0,1895246.2,,,,440020.97,,,,275,113
R017,South,2025,5.0,2047669.21,1960947.19,86722.02,104.42,479795.74,339931.34,139864.4,141.14,305,123
R018,South,2025,5.0,1714072.46,,,,464900.73,,,,235,99
R019,South,2025,5.0,1796014.22,1563241.58,232772.64,114.89,431361.81,369372.49,61989.32,116.78,254,111
R020,South,2025,5.0,1955181.29,,,,539827.01,,,,228,100
R021,South,2025,5.0,1528155.55,,,,362592.29,,,,198,85
R022,South,2025,5.0,1749518.76,2116450.81,-366932.05,82.66,407938.92,417449.97,-9511.05,97.72,251,104
R023,South,2025,5.0,1770533.29,,,,403400.51,,,,232,98
R024,Central,2025,5.0,1894773.26,,,,476878.68,,,,251,108
R025,Central,2025,5.0,1879813.94,,,,462892.51,,,,278,115
R001,West,2025,6.0,1674716.33,,,,429133.52,,,,200,88
R002,West,2025,6.0,1885729.32,2432017.02,-546287.7,77.54,490779.9,383690.64,107089.26,127.91,246,107
R003,West,2025,6.0,1530987.48,1957657.42,-426669.94,78.21,368366.42,451373.03,-83006.61,81.61,202,81
R004,West,2025,6.0,1594239.71,1419754.16,174485.55,112.29,386685.03,374649.95,12035.08,103.21,217,94
R005,North,2025,6.0,1804534.24,2077027.79,-272493.55,86.88,445359.92,455586.31,-10226.39,97.76,232,98
R006,North,2025,6.0,1486862.47,,,,384315.72,,,,177,78
R007,North,2025,6.0,2199756.19,,,,523343.41,,,,267,109
R008,North,2025,6.0,1682985.59,2354848.84,-671863.25,71.47,410299.4,385951.84,24347.56,106.31,185,75
R009,North,2025,6.0,1865460.06,3033434.6,-1167974.54,61.5,474142.57,442387.82,31754.75,107.18,248,96
R010,North,2025,6.0,2780557.84,,,,708419.79,,,,308,134
R011,North,2025,6.0,2060397.11,,,,493184.91,,,,251,107
R012,East,2025,6.0,1779348.51,,,,474108.3,,,,226,93
R013,East,2025,6.0,2065163.94,,,,520638.54,,,,243,92
R014,East,2025,6.0,1390441.39,,,,364104.37,,,,176,80
R015,South,2025,6.0,1664420.83,,,,438288.08,,,,195,92
R016,South,2025,6.0,1993392.77,2550430.03,-557037.26,78.16,487719.96,429043.0,58676.96,113.68,255,105
R017,South,2025,6.0,1556650.9,,,,421895.82,,,,190,90
R018,South,2025,6.0,1827442.78,,,,451395.26,,,,219,102
R019,South,2025,6.0,2041274.81,,,,488960.75,,,,267,114
R020,South,2025,6.0,1813972.2,,,,437627.23,,,,246,97
R021,South,2025,6.0,1718745.24,,,,435661.64,,,,216,96
R022,South,2025,6.0,1383192.07,1288289.43,94902.64,107.37,311732.45,318825.38,-7092.93,97.78,213,101
R023,South,2025,6.0,1766023.03,2029118.31,-263095.28,87.03,448286.73,418898.57,29388.16,107.02,212,84
R024,Central,2025,6.0,1765972.81,,,,442674.58,,,,233,106
R025,Central,2025,6.0,1869351.08,2519842.61,-650491.53,74.19,435695.53,454035.03,-18339.5,95.96,242,104
R001,West,2025,7.0,1470835.2,2099651.15,-628815.95,70.05,389304.43,354126.31,35178.12,109.93,221,93
R002,West,2025,7.0,1977000.82,,,,473367.21,,,,258,119
R003,West,2025,7.0,1885710.7,,,,477341.34,,,,228,96
R004,West,2025,7.0,1666773.36,,,,397737.05,,,,228,93
R005,North,2025,7.0,1824098.65,2607694.56,-783595.91,69.95,412644.57,419546.07,-6901.5,98.36,236,104
R006,North,2025,7.0,1972506.63,,,,446337.52,,,,241,96
R007,North,2025,7.0,2134302.53,,,,545198.73,,,,262,114
R008,North,2025,7.0,1408088.26,,,,331321.88,,,,206,90
R009,North,2025,7.0,2103655.07,,,,509659.47,,,,232,97
R010,North,2025,7.0,1980615.5,2187209.02,-206593.52,90.55,504214.11,336907.6,167306.51,149.66,241,103
R011,North,2025,7.0,2342969.67,2481367.72,-138398.05,94.42,579566.93,365761.73,213805.2,158.45,293,120
R012,East,2025,7.0,1637297.4,,,,404728.44,,,,216,93
R013,East,2025,7.0,1717959.4,,,,418178.73,,,,226,104
R014,East,2025,7.0,1524282.6,,,,383022.78,,,,201,92
R015,South,2025,7.0,1771308.17,,,,419309.16,,,,234,98
R016,South,2025,7.0,2141214.5,1913485.49,227729.01,111.9,509045.78,357518.17,151527.61,142.38,295,123
R017,South,2025,7.0,2534284.36,1508965.63,1025318.73,167.95,620218.96,435298.28,184920.68,142.48,266,114
R018,South,2025,7.0,1893648.69,1639024.67,254624.02,115.54,449982.2,328682.74,121299.46,136.9,237,98
R019,South,2025,7.0,1985038.72,,,,515902.48,,,,249,115
R020,South,2025,7.0,1528314.7,,,,397911.95,,,,211,97
R021,South,2025,7.0,1897567.64,2382339.88,-484772.24,79.65,487893.72,380428.18,107465.54,128.25,258,105
R022,South,2025,7.0,1546690.64,2832464.22,-1285773.58,54.61,370627.65,409496.67,-38869.02,90.51,204,90
R023,South,2025,7.0,1902316.86,,,,464915.03,,,,226,102
R024,Central,2025,7.0,1297396.53,,,,318872.28,,,,164,77
R025,Central,2025,7.0,1769798.14,1751081.07,18717.07,101.07,415803.65,422953.72,-7150.07,98.31,228,98
R001,West,2025,8.0,2033830.47,2583973.15,-550142.68,78.71,534646.39,265831.61,268814.78,201.12,266,109
R002,West,2025,8.0,1723255.0,,,,451725.33,,,,223,97
R003,West,2025,8.0,2719869.73,,,,694530.26,,,,321,132
R004,West,2025,8.0,2019267.95,,,,512669.86,,,,248,100
R005,North,2025,8.0,1449085.9,1780745.06,-331659.16,81.38,327103.61,371493.57,-44389.96,88.05,225,96
R006,North,2025,8.0,1888436.44,2166310.48,-277874.04,87.17,474286.95,500352.12,-26065.17,94.79,227,96
R007,North,2025,8.0,2286725.86,2778267.98,-491542.12,82.31,541293.14,432782.68,108510.46,125.07,306,125
R008,North,2025,8.0,2037075.46,,,,506974.89,,,,277,111
R009,North,2025,8.0,1685272.16,2018171.13,-332898.97,83.5,414200.25,379259.2,34941.05,109.21,221,106
R010,North,2025,8.0,2070404.05,,,,491358.0,,,,268,120
R011,North,2025,8.0,1904862.36,,,,450233.67,,,,237,101
R012,East,2025,8.0,2235252.62,2072266.37,162986.25,107.87,532262.51,390036.43,142226.08,136.46,267,106
R013,East,2025,8.0,2058379.83,2037902.67,20477.16,101.0,500702.74,286242.08,214460.66,174.92,260,105
R014,East,2025,8.0,888557.62,,,,210744.6,,,,128,56
R015,South,2025,8.0,1581178.5,,,,360260.76,,,,218,91
R016,South,2025,8.0,2298377.91,,,,547779.71,,,,305,127
R017,South,2025,8.0,1649887.35,1931124.81,-281237.46,85.44,423963.34,310354.16,113609.18,136.61,237,107
R018,South,2025,8.0,1873613.11,,,,420114.53,,,,243,104
R019,South,2025,8.0,1526542.22,2130939.27,-604397.05,71.64,389513.57,305608.44,83905.13,127.46,235,100
R020,South,2025,8.0,1872630.33,,,,434210.2,,,,237,99
R021,South,2025,8.0,1704520.67,,,,426381.56,,,,252,107
R022,South,2025,8.0,1839502.54,,,,477861.69,,,,220,97
R023,South,2025,8.0,1747681.97,,,,427152.24,,,,224,95
R024,Central,2025,8.0,1823928.22,2503640.54,-679712.32,72.85,471420.43,344295.53,127124.9,136.92,259,106
R025,Central,2025,8.0,2009346.84,,,,493435.83,,,,252,113
R001,West,2025,9.0,1580254.96,2358574.2,-778319.24,67.0,379062.14,441199.48,-62137.34,85.92,191,85
R002,West,2025,9.0,1550823.11,2021172.18,-470349.07,76.73,408103.25,397376.61,10726.64,102.7,201,90
R003,West,2025,9.0,1995698.58,2075375.59,-79677.01,96.16,487524.85,371886.96,115637.89,131.09,266,114
R004,West,2025,9.0,1594687.4,,,,411658.74,,,,219,92
R005,North,2025,9.0,2161111.82,,,,544835.15,,,,252,91
R006,North,2025,9.0,2105197.73,,,,537518.54,,,,246,101
R007,North,2025,9.0,1354245.06,,,,346294.6,,,,199,85
R008,North,2025,9.0,1660660.8,,,,386375.37,,,,232,92
R009,North,2025,9.0,1645549.15,,,,385018.59,,,,220,102
R010,North,2025,9.0,2037849.54,1567745.08,470104.46,129.99,535654.66,356198.99,179455.67,150.38,285,115
R011,North,2025,9.0,1716042.98,2274027.47,-557984.49,75.46,441917.32,372019.62,69897.7,118.79,235,101
R012,East,2025,9.0,1879750.89,2074444.58,-194693.69,90.61,447865.5,437127.62,10737.88,102.46,261,106
R013,East,2025,9.0,1783503.29,1951226.98,-167723.69,91.4,375153.21,415386.64,-40233.43,90.31,247,98
R014,East,2025,9.0,1202558.43,,,,299825.66,,,,154,77
R015,South,2025,9.0,1726825.06,2184241.13,-457416.07,79.06,430162.01,324444.92,105717.09,132.58,257,109
R016,South,2025,9.0,1688014.12,,,,399995.99,,,,243,110
R017,South,2025,9.0,1722976.15,,,,414690.69,,,,223,102
R018,South,2025,9.0,2170403.39,1657484.95,512918.44,130.95,571978.08,436546.87,135431.21,131.02,287,109
R019,South,2025,9.0,1571108.91,2644836.36,-1073727.45,59.4,391874.81,234347.2,157527.61,167.22,174,77
R020,South,2025,9.0,1609837.1,,,,411790.92,,,,203,90
R021,South,2025,9.0,1631398.39,,,,393490.22,,,,214,91
R022,South,2025,9.0,1854440.32,,,,452525.58,,,,246,104
R023,South,2025,9.0,1850862.79,,,,442091.79,,,,243,107
R024,Central,2025,9.0,2067797.01,,,,523779.05,,,,273,110
R025,Central,2025,9.0,1737654.16,,,,428243.38,,,,216,99
R001,West,2025,10.0,1966532.54,1459796.56,506735.98,134.71,467391.02,346971.4,120419.62,134.71,266,106
R002,West,2025,10.0,1710965.86,,,,407207.05,,,,225,93
R003,West,2025,10.0,2015615.43,,,,487715.66,,,,229,97
R004,West,2025,10.0,1821769.49,,,,433486.77,,,,258,102
R005,North,2025,10.0,2148173.98,,,,519066.9,,,,300,124
R006,North,2025,10.0,1551895.2,,,,358496.1,,,,214,94
R007,North,2025,10.0,1835626.9,2003397.21,-167770.31,91.63,441347.94,454631.51,-13283.57,97.08,252,107
R008,North,2025,10.0,1688353.82,1966071.59,-277717.77,85.87,378561.8,403567.93,-25006.13,93.8,238,93
R009,North,2025,10.0,1705934.59,1367886.28,338048.31,124.71,428854.74,353794.81,75059.93,121.22,220,94
R010,North,2025,10.0,2304548.36,,,,580547.41,,,,297,129
R011,North,2025,10.0,1449131.96,,,,350463.71,,,,178,86
R012,East,2025,10.0,1636917.96,,,,376798.66,,,,236,98
R013,East,2025,10.0,1881180.73,2236900.82,-355720.09,84.1,452040.52,228939.26,223101.26,197.45,228,102
R014,East,2025,10.0,1821037.33,1675898.36,145138.97,108.66,395067.62,399215.24,-4147.62,98.96,230,93
R015,South,2025,10.0,2021693.83,,,,470861.22,,,,267,110
R016,South,2025,10.0,2015657.79,,,,493448.1,,,,288,118
R017,South,2025,10.0,1545618.39,,,,351425.12,,,,220,98
R018,South,2025,10.0,2581543.64,,,,648966.19,,,,274,106
R019,South,2025,10.0,1791622.39,1597823.87,193798.52,112.13,439865.68,399431.64,40434.04,110.12,222,91
R020,South,2025,10.0,1937373.31,1984407.3,-47033.99,97.63,454447.83,449406.66,5041.17,101.12,233,98
R021,South,2025,10.0,1801657.12,2817452.79,-1015795.67,63.95,456207.07,394712.14,61494.93,115.58,248,105
R022,South,2025,10.0,1522567.46,1836405.9,-313838.44,82.91,356346.11,398562.58,-42216.47,89.41,218,98
R023,South,2025,10.0,1758988.87,,,,473385.93,,,,211,94
R024,Central,2025,10.0,1615591.08,,,,382398.88,,,,219,98
R025,Central,2025,10.0,1455181.33,,,,323284.01,,,,208,92
R001,West,2025,11.0,1976174.34,2051342.15,-75167.81,96.34,477163.14,376592.84,100570.3,126.71,258,107
R002,West,2025,11.0,1801192.37,1881334.86,-80142.49,95.74,470010.48,417180.63,52829.85,112.66,207,92
R003,West,2025,11.0,1729876.88,,,,438173.03,,,,227,105
R004,West,2025,11.0,1136596.36,,,,284346.64,,,,196,87
R005,North,2025,11.0,1372514.51,1868755.0,-496240.49,73.45,333342.72,453602.13,-120259.41,73.49,175,73
R006,North,2025,11.0,1883699.57,1841916.0,41783.57,102.27,423713.8,293491.1,130222.7,144.37,266,108
R007,North,2025,11.0,2276285.01,,,,525047.51,,,,278,113
R008,North,2025,11.0,1751798.96,,,,425688.07,,,,221,98
R009,North,2025,11.0,1661708.27,,,,433233.33,,,,235,99
R010,North,2025,11.0,2002840.54,1732346.87,270493.67,115.61,498336.54,425223.44,73113.1,117.19,272,115
R011,North,2025,11.0,1761377.33,,,,434704.93,,,,213,93
R012,East,2025,11.0,2310244.82,,,,568554.13,,,,287,117
R013,East,2025,11.0,1924881.75,1873597.59,51284.16,102.74,486656.63,423616.8,63039.83,114.88,260,108
R014,East,2025,11.0,1665264.51,,,,407171.61,,,,215,92
R015,South,2025,11.0,1494368.04,,,,374657.88,,,,205,81
R016,South,2025,11.0,1478888.68,,,,353947.0,,,,238,98
R017,South,2025,11.0,1919793.41,2329404.62,-409611.21,82.42,438570.18,308782.59,129787.59,142.03,260,108
R018,South,2025,11.0,1766305.62,2074567.84,-308262.22,85.14,414069.56,313463.09,100606.47,132.1,243,94
R019,South,2025,11.0,1876149.63,,,,436307.62,,,,235,93
R020,South,2025,11.0,1220670.72,2229651.28,-1008980.56,54.75,319514.9,364047.58,-44532.68,87.77,170,74
R021,South,2025,11.0,1246202.98,,,,309069.41,,,,158,74
R022,South,2025,11.0,1424619.64,,,,380338.15,,,,205,87
R023,South,2025,11.0,2047283.79,,,,475835.15,,,,270,111
R024,Central,2025,11.0,1708141.09,2488098.01,-779956.92,68.65,399970.2,445259.34,-45289.14,89.83,206,87
R025,Central,2025,11.0,1901111.66,,,,431900.01,,,,246,105
R001,West,2025,12.0,2104013.39,2566216.93,-462203.54,81.99,513728.3,418484.47,95243.83,122.76,287,105
R002,West,2025,12.0,1803144.89,2357912.81,-554767.92,76.47,472273.15,468530.74,3742.41,100.8,221,104
R003,West,2025,12.0,2047059.48,,,,509299.38,,,,271,112
R004,West,2025,12.0,1624858.3,,,,404789.9,,,,198,87
R005,North,2025,12.0,2825274.63,,,,684814.4,,,,329,132
R006,North,2025,12.0,1651207.15,,,,408185.0,,,,206,90
R007,North,2025,12.0,1713003.52,,,,445450.38,,,,223,97
R008,North,2025,12.0,1406749.01,,,,368895.95,,,,161,71
R009,North,2025,12.0,1779095.18,2485411.02,-706315.84,71.58,409981.95,365881.72,44100.23,112.05,219,93
R010,North,2025,12.0,1929093.56,1785741.35,143352.21,108.03,489548.24,283016.75,206531.49,172.98,248,101
R011,North,2025,12.0,1742287.32,2026722.81,-284435.49,85.97,409521.49,222073.72,187447.77,184.41,261,107
R012,East,2025,12.0,1697538.16,2320315.8,-622777.64,73.16,437945.79,373642.04,64303.75,117.21,208,94
R013,East,2025,12.0,2482796.42,,,,630569.38,,,,309,128
R014,East,2025,12.0,1713857.89,,,,449956.65,,,,229,92
R015,South,2025,12.0,1876655.94,,,,485868.94,,,,252,100
R016,South,2025,12.0,1923000.57,1769768.72,153231.85,108.66,500164.77,548510.5,-48345.73,91.19,245,110
R017,South,2025,12.0,1670158.12,,,,419160.79,,,,215,96
R018,South,2025,12.0,1736553.09,2378885.58,-642332.49,73.0,413565.92,426822.49,-13256.57,96.89,219,106
R019,South,2025,12.0,1729651.43,,,,414920.44,,,,236,100
R020,South,2025,12.0,1707745.23,,,,442452.93,,,,236,104
R021,South,2025,12.0,2161513.26,1811114.28,350398.98,119.35,518222.59,261379.25,256843.34,198.26,279,109
R022,South,2025,12.0,1981925.17,,,,475881.29,,,,239,101
R023,South,2025,12.0,1685155.78,,,,428249.47,,,,234,92
R024,Central,2025,12.0,1961427.67,1611209.24,350218.43,121.74,486514.37,328873.23,157641.14,147.93,272,117
R025,Central,2025,12.0,2185505.58,,,,587084.38,,,,272,118
R001,West,2026,1.0,2139980.68,,,,521967.98,,,,285,115
R002,West,2026,1.0,2145087.92,,,,535323.84,,,,260,105
R003,West,2026,1.0,1501968.29,,,,353525.84,,,,218,99
R004,West,2026,1.0,1721966.6,1557565.48,164401.12,110.56,443738.78,397806.93,45931.85,111.55,244,104
R005,North,2026,1.0,1858058.8,1849302.65,8756.15,100.47,490050.87,460677.82,29373.05,106.38,235,94
R006,North,2026,1.0,1990620.01,,,,492917.99,,,,277,105
R007,North,2026,1.0,1802297.61,2639862.3,-837564.69,68.27,435669.66,336301.87,99367.79,129.55,245,100
R008,North,2026,1.0,1736606.94,,,,424177.79,,,,204,84
R009,North,2026,1.0,1819177.0,,,,472455.21,,,,261,99
R010,North,2026,1.0,1904435.52,,,,471733.15,,,,261,116
R011,North,2026,1.0,1460971.46,2908330.18,-1447358.72,50.23,335323.7,404089.6,-68765.9,82.98,219,89
R012,East,2026,1.0,1819069.01,,,,474115.07,,,,227,95
R013,East,2026,1.0,1804027.22,,,,429135.86,,,,255,109
R014,East,2026,1.0,2133549.06,1626988.03,506561.03,131.13,554104.11,372008.49,182095.62,148.95,246,108
R015,South,2026,1.0,1739953.38,,,,438157.72,,,,236,102
R016,South,2026,1.0,1723876.48,2044535.54,-320659.06,84.32,457208.41,429414.04,27794.37,106.47,266,109
R017,South,2026,1.0,1355076.29,,,,314706.23,,,,211,98
R018,South,2026,1.0,2368116.83,,,,537431.68,,,,302,122
R019,South,2026,1.0,2375804.99,2080823.08,294981.91,114.18,595594.76,305630.89,289963.87,194.87,267,107
R020,South,2026,1.0,1885162.49,,,,451356.15,,,,238,100
R021,South,2026,1.0,1796237.87,2211920.02,-415682.15,81.21,451831.53,364158.91,87672.62,124.08,276,120
R022,South,2026,1.0,2044157.68,2219733.08,-175575.4,92.09,518113.14,355575.03,162538.11,145.71,253,108
R023,South,2026,1.0,1991452.76,,,,513305.76,,,,262,122
R024,Central,2026,1.0,1617272.44,,,,434578.82,,,,236,103
R025,Central,2026,1.0,1768762.04,2452389.71,-683627.67,72.12,374183.87,444207.76,-70023.89,84.24,244,97
R001,West,2026,2.0,1737852.38,,,,422568.38,,,,223,89
R002,West,2026,2.0,2234086.24,1861184.88,372901.36,120.04,525999.24,422762.13,103237.11,124.42,273,103
R003,West,2026,2.0,1532911.74,,,,377090.72,,,,204,81
R004,West,2026,2.0,1842993.27,,,,468962.64,,,,217,97
R005,North,2026,2.0,1629314.64,2139620.95,-510306.31,76.15,385245.24,401582.65,-16337.41,95.93,218,93
R006,North,2026,2.0,1705239.06,1941856.25,-236617.19,87.81,404702.0,336416.34,68285.66,120.3,215,83
R007,North,2026,2.0,1826720.92,,,,464931.47,,,,233,97
R008,North,2026,2.0,1296377.85,,,,283139.79,,,,167,68
R009,North,2026,2.0,1631953.29,1665844.83,-33891.54,97.97,415092.11,416373.44,-1281.33,99.69,206,89
R010,North,2026,2.0,1559817.27,2067393.45,-507576.18,75.45,344739.46,360701.08,-15961.62,95.57,200,89
R011,North,2026,2.0,1094515.63,2381587.94,-1287072.31,45.96,276642.03,400359.12,-123717.09,69.1,171,71
R012,East,2026,2.0,1978518.23,,,,512349.6,,,,219,100
R013,East,2026,2.0,2179300.24,,,,555607.29,,,,246,96
R014,East,2026,2.0,1465593.03,2361523.67,-895930.64,62.06,397963.09,355062.95,42900.14,112.08,182,78
R015,South,2026,2.0,1725011.73,,,,438171.97,,,,219,90
R016,South,2026,2.0,1978720.69,2359412.75,-380692.06,83.86,507791.55,520128.0,-12336.45,97.63,250,104
R017,South,2026,2.0,1771019.0,,,,443790.61,,,,239,102
R018,South,2026,2.0,1777522.89,,,,456219.58,,,,231,113
R019,South,2026,2.0,1983473.05,2106731.75,-123258.7,94.15,523208.17,427579.8,95628.37,122.37,261,101
R020,South,2026,2.0,1675823.21,,,,417939.13,,,,212,98
R021,South,2026,2.0,1853893.96,,,,445660.74,,,,255,97
R022,South,2026,2.0,1693763.89,2029431.3,-335667.41,83.46,417851.95,422898.12,-5046.17,98.81,212,96
