Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Channel,Quantity,Unit_Price,Discount_Percent,Revenue,Cost,Profit,Profitability_Status
ORD063803,2025-09-03 00:00:00,CUST05554,PROD0053,R021,Store,4,2085.37,12.96,7260.42,6225.0,1035.42,Profitable
ORD043838,2025-10-10 00:00:00,CUST03992,PROD0048,R014,Marketplace,6,4193.34,15.86,21169.66,20134.2,1035.46,Profitable
ORD009326,2026-06-16 00:00:00,CUST00859,PROD0122,R007,Marketplace,2,6342.03,18.07,10392.05,9356.54,1035.51,Profitable
ORD063574,2025-09-02 00:00:00,CUST04064,PROD0150,R004,Online,6,1301.37,8.76,7124.22,6088.68,1035.54,Profitable
ORD003193,2024-05-11 00:00:00,CUST01198,PROD0154,R016,Online,2,2368.51,7.6,4377.01,3341.46,1035.55,Profitable
ORD066973,2026-03-03 00:00:00,CUST04512,PROD0005,R022,Online,4,5395.83,11.6,19079.65,18044.0,1035.65,Profitable
ORD017593,2024-06-14 00:00:00,CUST04321,PROD0137,R018,Marketplace,2,2135.82,10.07,3841.49,2805.82,1035.67,Profitable
ORD034021,2024-04-12 00:00:00,CUST00776,PROD0071,R019,Marketplace,1,10420.29,10.5,9326.16,8290.49,1035.67,Profitable
ORD000458,2024-12-17 00:00:00,CUST03121,PROD0131,R010,Online,1,8773.69,16.57,7319.89,6284.21,1035.68,Profitable
ORD069044,2025-11-11 00:00:00,CUST03376,PROD0059,R022,Online,3,4032.23,9.44,10954.76,9919.05,1035.71,Profitable
ORD034600,2025-05-07 00:00:00,CUST05849,PROD0039,R011,Online,6,759.95,1.12,4508.63,3472.86,1035.77,Profitable
ORD014010,2026-01-06 00:00:00,CUST04905,PROD0031,R017,Online,1,3348.21,7.55,3095.42,2059.62,1035.8,Profitable
ORD040623,2024-03-11 00:00:00,CUST03954,PROD0074,R016,Online,4,2745.78,9.95,9890.3,8854.44,1035.86,Profitable
ORD070489,2024-10-05 00:00:00,CUST02989,PROD0103,R003,Online,1,7340.57,12.21,6444.29,5408.41,1035.88,Profitable
ORD004144,2024-10-22 00:00:00,CUST00959,PROD0011,R010,Online,1,4711.27,10.48,4217.53,3181.57,1035.96,Profitable
ORD058484,2025-08-29 00:00:00,CUST05611,PROD0076,R014,Online,1,7447.92,1.53,7333.97,6297.76,1036.21,Profitable
ORD032549,2024-02-06 00:00:00,CUST03188,PROD0100,R016,Online,1,4090.74,6.83,3811.34,2775.11,1036.23,Profitable
ORD042245,2024-03-26 00:00:00,CUST05061,PROD0174,R010,Online,4,2332.87,8.22,8564.43,7528.2,1036.23,Profitable
ORD071880,2025-05-20 00:00:00,CUST05624,PROD0126,R024,Online,1,11737.65,17.08,9732.86,8696.57,1036.29,Profitable
ORD017781,2025-11-19 00:00:00,CUST04542,PROD0087,R024,Marketplace,1,3396.38,8.69,3101.23,2064.83,1036.4,Profitable
ORD058028,2024-08-12 00:00:00,CUST02568,PROD0157,R019,Store,1,14323.08,16.05,12024.23,10987.8,1036.43,Profitable
ORD055528,2026-05-16 00:00:00,CUST02586,PROD0117,R014,Marketplace,2,2739.8,5.58,5173.84,4137.38,1036.46,Profitable
ORD055201,2024-02-15 00:00:00,CUST00331,PROD0024,R022,Marketplace,1,6673.1,7.03,6203.98,5167.32,1036.66,Profitable
ORD059752,2024-03-11 00:00:00,CUST00587,PROD0031,R015,Online,1,3348.21,7.52,3096.42,2059.62,1036.8,Profitable
ORD022911,2024-08-03 00:00:00,CUST04273,PROD0111,R001,Online,1,4589.0,14.66,3916.25,2879.36,1036.89,Profitable
ORD032418,2025-11-09 00:00:00,CUST05281,PROD0066,R022,Online,2,6135.56,13.5,10614.52,9577.56,1036.96,Profitable
ORD063251,2026-04-27 00:00:00,CUST04865,PROD0031,R017,Store,2,3348.21,23.0,5156.24,4119.24,1037.0,Profitable
ORD041028,2026-05-22 00:00:00,CUST02024,PROD0166,R023,Marketplace,1,6336.84,8.99,5767.16,4730.02,1037.14,Profitable
ORD049031,2025-02-15 00:00:00,CUST05844,PROD0063,R006,Marketplace,1,4222.04,17.93,3465.03,2427.87,1037.16,Profitable
ORD047165,2025-07-08 00:00:00,CUST05866,PROD0136,R009,Store,1,14567.99,11.51,12891.21,11854.01,1037.2,Profitable
ORD014591,2025-10-15 00:00:00,CUST04360,PROD0065,R018,Marketplace,2,4366.12,10.16,7845.04,6807.8,1037.24,Profitable
ORD027229,2025-05-04 00:00:00,CUST05866,PROD0095,R009,Online,3,2134.17,5.15,6072.78,5035.53,1037.25,Profitable
ORD041982,2025-11-29 00:00:00,CUST03437,PROD0102,R001,Marketplace,1,5276.76,21.06,4165.47,3128.13,1037.34,Profitable
ORD052522,2025-07-31 00:00:00,CUST04531,PROD0013,R016,Online,1,10350.0,20.26,8253.09,7215.59,1037.5,Profitable
ORD045831,2025-10-22 00:00:00,CUST05177,PROD0134,R004,Online,1,6640.83,10.88,5918.31,4880.75,1037.56,Profitable
ORD003442,2025-06-27 00:00:00,CUST05132,PROD0169,R007,Marketplace,1,6354.88,22.63,4916.77,3879.17,1037.6,Profitable
ORD006733,2024-07-17 00:00:00,CUST01195,PROD0153,R015,Store,1,8234.87,21.55,6460.26,5422.61,1037.65,Profitable
ORD033473,2026-02-15 00:00:00,CUST01978,PROD0139,R004,Store,2,1777.94,9.69,3211.32,2173.62,1037.7,Profitable
ORD053129,2024-11-18 00:00:00,CUST03281,PROD0076,R016,Store,1,7447.92,1.51,7335.46,6297.76,1037.7,Profitable
ORD072041,2025-05-29 00:00:00,CUST04221,PROD0166,R009,Marketplace,1,6336.84,8.98,5767.79,4730.02,1037.77,Profitable
ORD001421,2026-02-17 00:00:00,CUST02021,PROD0148,R022,Store,1,8761.87,6.75,8170.44,7132.66,1037.78,Profitable
ORD064338,2025-11-12 00:00:00,CUST01313,PROD0148,R010,Store,1,8761.87,6.75,8170.44,7132.66,1037.78,Profitable
ORD005312,2026-03-19 00:00:00,CUST02420,PROD0057,R015,Online,1,9379.9,12.2,8235.55,7197.56,1037.99,Profitable
ORD045660,2024-09-11 00:00:00,CUST04972,PROD0050,R012,Online,1,7609.14,4.48,7268.25,6230.19,1038.06,Profitable
ORD001316,2026-06-23 00:00:00,CUST05573,PROD0175,R020,Marketplace,1,8066.73,10.21,7243.12,6205.03,1038.09,Profitable
ORD055238,2026-03-07 00:00:00,CUST03980,PROD0104,R018,Marketplace,1,5323.97,14.96,4527.5,3489.39,1038.11,Profitable
ORD059564,2025-12-08 00:00:00,CUST05250,PROD0096,R001,Online,3,2508.21,17.93,6175.46,5137.32,1038.14,Profitable
ORD057778,2025-07-12 00:00:00,CUST01165,PROD0148,R002,Online,2,8761.87,12.67,15303.48,14265.32,1038.16,Profitable
ORD010467,2026-03-22 00:00:00,CUST03767,PROD0103,R015,Online,2,7340.57,19.25,11855.02,10816.82,1038.2,Profitable
ORD028890,2025-07-04 00:00:00,CUST01241,PROD0016,R008,Store,1,5085.97,17.24,4209.15,3170.52,1038.63,Profitable
ORD006625,2024-08-23 00:00:00,CUST04250,PROD0024,R013,Online,1,6673.1,7.0,6205.98,5167.32,1038.66,Profitable
ORD018234,2024-03-22 00:00:00,CUST01653,PROD0136,R012,Online,1,14567.99,11.5,12892.67,11854.01,1038.66,Profitable
ORD009270,2025-10-18 00:00:00,CUST02900,PROD0023,R005,Online,1,12094.54,14.41,10351.72,9313.05,1038.67,Profitable
ORD045053,2025-07-21 00:00:00,CUST02034,PROD0056,R018,Store,2,4052.4,5.41,7666.33,6627.64,1038.69,Profitable
ORD009952,2025-07-29 00:00:00,CUST03333,PROD0154,R001,Online,2,2368.51,7.53,4380.32,3341.46,1038.86,Profitable
ORD039179,2024-03-03 00:00:00,CUST04393,PROD0154,R009,Online,3,2368.51,14.84,6051.07,5012.19,1038.88,Profitable
ORD065085,2025-08-17 00:00:00,CUST04973,PROD0175,R021,Online,1,8066.73,10.2,7243.92,6205.03,1038.89,Profitable
ORD055787,2026-06-30 00:00:00,CUST01844,PROD0007,R018,Online,1,6620.23,16.21,5547.09,4508.15,1038.94,Profitable
ORD002832,2025-04-27 00:00:00,CUST00679,PROD0047,R007,Store,1,7182.73,7.51,6643.31,5604.28,1039.03,Profitable
ORD012024,2026-05-14 00:00:00,CUST03597,PROD0100,R022,Marketplace,1,4090.74,6.76,3814.21,2775.11,1039.1,Profitable
ORD041985,2026-01-28 00:00:00,CUST00882,PROD0031,R025,Online,1,3348.21,7.45,3098.77,2059.62,1039.15,Profitable
ORD071746,2025-09-05 00:00:00,CUST05064,PROD0111,R025,Online,1,4589.0,14.61,3918.55,2879.36,1039.19,Profitable
ORD043281,2026-05-20 00:00:00,CUST02368,PROD0011,R001,Store,1,4711.27,10.41,4220.83,3181.57,1039.26,Profitable
ORD044161,2026-01-19 00:00:00,CUST02470,PROD0148,R025,Online,1,8761.87,6.73,8172.2,7132.66,1039.54,Profitable
ORD068626,2025-05-26 00:00:00,CUST00583,PROD0077,R004,Online,3,1021.47,6.8,2856.03,1816.29,1039.74,Profitable
ORD047374,2024-03-10 00:00:00,CUST01244,PROD0046,R016,Store,1,5767.09,14.37,4938.36,3898.36,1040.0,Profitable
ORD053827,2025-06-06 00:00:00,CUST02639,PROD0018,R017,Online,1,12486.26,8.83,11383.72,10343.69,1040.03,Profitable
ORD000530,2025-11-04 00:00:00,CUST02826,PROD0146,R015,Online,2,2879.6,4.56,5496.58,4456.52,1040.06,Profitable
ORD053676,2025-07-10 00:00:00,CUST00580,PROD0031,R002,Online,1,3348.21,7.42,3099.77,2059.62,1040.15,Profitable
ORD013052,2024-10-23 00:00:00,CUST05725,PROD0173,R019,Store,5,1727.4,9.75,7794.89,6754.7,1040.19,Profitable
ORD023737,2024-04-09 00:00:00,CUST01354,PROD0027,R016,Marketplace,1,10298.65,10.12,9256.43,8216.21,1040.22,Profitable
ORD036927,2025-07-31 00:00:00,CUST01581,PROD0154,R020,Store,2,2368.51,7.5,4381.74,3341.46,1040.28,Profitable
ORD021969,2026-01-24 00:00:00,CUST05374,PROD0175,R004,Store,2,8066.73,16.63,13450.47,12410.06,1040.41,Profitable
ORD014271,2024-06-02 00:00:00,CUST04278,PROD0117,R016,Online,5,2739.8,16.9,11383.87,10343.45,1040.42,Profitable
ORD020918,2026-06-01 00:00:00,CUST03729,PROD0031,R015,Marketplace,1,3348.21,7.41,3100.11,2059.62,1040.49,Profitable
ORD024403,2025-01-31 00:00:00,CUST03122,PROD0031,R016,Online,1,3348.21,7.41,3100.11,2059.62,1040.49,Profitable
ORD018555,2025-07-17 00:00:00,CUST05693,PROD0100,R012,Store,1,4090.74,6.72,3815.84,2775.11,1040.73,Profitable
ORD040487,2025-02-16 00:00:00,CUST01343,PROD0100,R010,Store,1,4090.74,6.72,3815.84,2775.11,1040.73,Profitable
ORD035141,2024-04-18 00:00:00,CUST00095,PROD0165,R023,Online,1,11488.02,11.76,10137.03,9096.28,1040.75,Profitable
ORD020930,2026-06-10 00:00:00,CUST04114,PROD0017,R001,Online,4,9986.93,14.88,34003.5,32962.68,1040.82,Profitable
ORD017671,2024-03-13 00:00:00,CUST05736,PROD0063,R004,Online,1,4222.04,17.84,3468.83,2427.87,1040.96,Profitable
ORD059409,2024-08-04 00:00:00,CUST01779,PROD0132,R001,Store,3,3901.55,17.4,9668.04,8626.95,1041.09,Profitable
ORD047221,2025-04-12 00:00:00,CUST03854,PROD0080,R017,Online,1,7106.65,9.56,6427.25,5386.13,1041.12,Profitable
ORD002354,2024-04-13 00:00:00,CUST04150,PROD0045,R018,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD002920,2025-02-22 00:00:00,CUST03222,PROD0045,R002,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD003446,2024-04-09 00:00:00,CUST00631,PROD0045,R025,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD006943,2025-06-11 00:00:00,CUST04956,PROD0045,R002,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD030588,2025-02-09 00:00:00,CUST03581,PROD0045,R024,Store,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD037080,2025-08-22 00:00:00,CUST00472,PROD0045,R011,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD043561,2024-03-26 00:00:00,CUST01233,PROD0045,R020,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD050599,2025-11-28 00:00:00,CUST05921,PROD0045,R017,Marketplace,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD057718,2026-06-02 00:00:00,CUST00063,PROD0045,R025,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD058850,2024-11-10 00:00:00,CUST01092,PROD0045,R012,Marketplace,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD066094,2024-12-29 00:00:00,CUST00286,PROD0045,R017,Marketplace,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD067189,2025-04-21 00:00:00,CUST04021,PROD0045,R012,Online,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD068534,2025-05-29 00:00:00,CUST05223,PROD0045,R007,Marketplace,1,2884.24,0.0,2884.24,1843.05,1041.19,Profitable
ORD015453,2025-12-13 00:00:00,CUST05778,PROD0005,R013,Marketplace,2,5395.83,6.75,10063.22,9022.0,1041.22,Profitable
ORD015579,2024-08-01 00:00:00,CUST03194,PROD0066,R021,Store,1,6135.56,4.98,5830.01,4788.78,1041.23,Profitable
ORD070890,2024-12-31 00:00:00,CUST03463,PROD0104,R003,Marketplace,1,5323.97,14.9,4530.7,3489.39,1041.31,Profitable
ORD055709,2026-03-06 00:00:00,CUST02829,PROD0117,R006,Online,4,2739.8,14.99,9316.42,8274.76,1041.66,Profitable
ORD034383,2024-01-18 00:00:00,CUST00047,PROD0143,R015,Online,1,4810.17,14.45,4115.1,3073.37,1041.73,Profitable
ORD056712,2024-03-27 00:00:00,CUST01856,PROD0068,R012,Marketplace,1,14057.37,11.2,12482.94,11441.14,1041.8,Profitable
ORD046463,2025-09-02 00:00:00,CUST03989,PROD0180,R016,Online,2,1990.36,1.66,3914.64,2872.76,1041.88,Profitable
ORD001187,2025-07-21 00:00:00,CUST03302,PROD0169,R015,Online,1,6354.88,22.56,4921.22,3879.17,1042.05,Profitable
ORD039108,2024-01-25 00:00:00,CUST02487,PROD0011,R008,Online,1,4711.27,10.35,4223.65,3181.57,1042.08,Profitable
ORD063901,2024-10-02 00:00:00,CUST03787,PROD0116,R011,Online,5,1812.54,7.23,8407.47,7365.3,1042.17,Profitable
ORD047384,2024-06-16 00:00:00,CUST00628,PROD0087,R024,Marketplace,1,3396.38,8.52,3107.01,2064.83,1042.18,Profitable
ORD036816,2024-07-20 00:00:00,CUST03874,PROD0079,R006,Online,1,5573.33,17.68,4587.97,3545.67,1042.3,Profitable
ORD068635,2026-05-04 00:00:00,CUST00885,PROD0041,R011,Online,2,2219.7,18.49,3618.55,2576.08,1042.47,Profitable
ORD050395,2024-07-21 00:00:00,CUST02199,PROD0049,R013,Online,6,1295.82,6.3,7285.1,6242.58,1042.52,Profitable
ORD037818,2026-05-09 00:00:00,CUST00062,PROD0018,R010,Online,1,12486.26,8.81,11386.22,10343.69,1042.53,Profitable
ORD046089,2025-08-26 00:00:00,CUST00936,PROD0033,R003,Marketplace,1,8818.49,12.42,7723.23,6680.7,1042.53,Profitable
ORD049403,2025-01-17 00:00:00,CUST05539,PROD0135,R008,Online,1,11613.45,15.26,9841.24,8798.64,1042.6,Profitable
ORD018786,2025-07-22 00:00:00,CUST00818,PROD0025,R004,Online,1,5285.3,18.24,4321.26,3278.54,1042.72,Profitable
ORD071921,2025-09-05 00:00:00,CUST01087,PROD0151,R019,Online,2,3808.36,8.06,7002.81,5960.08,1042.73,Profitable
ORD067568,2024-02-09 00:00:00,CUST00682,PROD0086,R021,Online,2,4398.02,9.81,7933.15,6890.26,1042.89,Profitable
ORD000203,2025-09-18 00:00:00,CUST05203,PROD0071,R006,Online,1,10420.29,10.43,9333.45,8290.49,1042.96,Profitable
ORD038916,2025-04-24 00:00:00,CUST05102,PROD0148,R010,Online,1,8761.87,6.69,8175.7,7132.66,1043.04,Profitable
ORD001268,2025-08-07 00:00:00,CUST02853,PROD0056,R011,Online,4,4052.4,11.79,14298.49,13255.28,1043.21,Profitable
ORD063964,2026-01-14 00:00:00,CUST04464,PROD0056,R004,Online,4,4052.4,11.79,14298.49,13255.28,1043.21,Profitable
ORD056382,2025-03-17 00:00:00,CUST04718,PROD0090,R002,Store,2,6354.08,16.33,10632.92,9589.62,1043.3,Profitable
ORD073590,2024-04-09 00:00:00,CUST05922,PROD0126,R002,Store,1,11737.65,17.02,9739.9,8696.57,1043.33,Profitable
ORD073555,2024-01-14 00:00:00,CUST05476,PROD0085,R021,Store,1,7374.91,4.0,7079.91,6036.53,1043.38,Profitable
ORD043638,2025-11-05 00:00:00,CUST01807,PROD0033,R009,Online,1,8818.49,12.41,7724.12,6680.7,1043.42,Profitable
ORD039404,2024-08-08 00:00:00,CUST01325,PROD0066,R015,Online,1,6135.56,4.94,5832.46,4788.78,1043.68,Profitable
ORD004841,2026-03-13 00:00:00,CUST01572,PROD0077,R021,Marketplace,3,1021.47,6.67,2860.01,1816.29,1043.72,Profitable
ORD023370,2026-02-01 00:00:00,CUST04952,PROD0048,R020,Online,2,4193.34,7.53,7755.16,6711.4,1043.76,Profitable
ORD042113,2025-05-24 00:00:00,CUST01906,PROD0071,R001,Store,3,10420.29,17.1,25915.26,24871.47,1043.79,Profitable
ORD070035,2024-01-19 00:00:00,CUST04215,PROD0100,R021,Online,1,4090.74,6.64,3819.11,2775.11,1044.0,Profitable
ORD018035,2024-06-03 00:00:00,CUST04403,PROD0145,R001,Online,4,1029.53,3.93,3956.28,2912.24,1044.04,Profitable
ORD061293,2026-02-12 00:00:00,CUST04048,PROD0047,R015,Marketplace,1,7182.73,7.44,6648.33,5604.28,1044.05,Profitable
ORD021867,2024-01-08 00:00:00,CUST02064,PROD0143,R013,Online,1,4810.17,14.4,4117.51,3073.37,1044.14,Profitable
ORD050764,2025-05-30 00:00:00,CUST04820,PROD0031,R023,Online,1,3348.21,7.3,3103.79,2059.62,1044.17,Profitable
ORD025551,2025-05-14 00:00:00,CUST03858,PROD0165,R003,Online,1,11488.02,11.73,10140.48,9096.28,1044.2,Profitable
ORD017564,2025-02-11 00:00:00,CUST03792,PROD0016,R006,Online,1,5085.97,17.13,4214.74,3170.52,1044.22,Profitable
ORD071025,2025-08-01 00:00:00,CUST00949,PROD0151,R002,Marketplace,3,3808.36,12.61,9984.38,8940.12,1044.26,Profitable
ORD061630,2024-12-14 00:00:00,CUST00677,PROD0129,R013,Store,1,5163.83,14.54,4413.01,3368.66,1044.35,Profitable
ORD022392,2025-05-25 00:00:00,CUST04856,PROD0132,R016,Online,2,3901.55,12.91,6795.72,5751.3,1044.42,Profitable
ORD067924,2025-08-25 00:00:00,CUST00720,PROD0011,R014,Online,1,4711.27,10.3,4226.01,3181.57,1044.44,Profitable
ORD028192,2024-08-20 00:00:00,CUST00082,PROD0005,R024,Store,2,5395.83,6.72,10066.46,9022.0,1044.46,Profitable
ORD053438,2025-08-28 00:00:00,CUST03053,PROD0126,R020,Online,1,11737.65,17.01,9741.08,8696.57,1044.51,Profitable
ORD061586,2026-05-01 00:00:00,CUST01331,PROD0090,R019,Online,1,6354.08,8.1,5839.4,4794.81,1044.59,Profitable
ORD007495,2025-08-03 00:00:00,CUST04894,PROD0143,R004,Store,1,4810.17,14.39,4117.99,3073.37,1044.62,Profitable
ORD055252,2024-11-17 00:00:00,CUST00756,PROD0122,R003,Online,1,6342.03,9.76,5723.05,4678.27,1044.78,Profitable
ORD006643,2026-03-14 00:00:00,CUST04854,PROD0011,R006,Marketplace,1,4711.27,10.29,4226.48,3181.57,1044.91,Profitable
ORD046128,2025-07-11 00:00:00,CUST02840,PROD0011,R018,Marketplace,1,4711.27,10.29,4226.48,3181.57,1044.91,Profitable
ORD061842,2025-08-31 00:00:00,CUST00684,PROD0152,R002,Online,1,8156.28,19.24,6587.01,5542.06,1044.95,Profitable
ORD037030,2024-01-02 00:00:00,CUST01156,PROD0099,R003,Online,1,5204.8,18.44,4245.03,3200.05,1044.98,Profitable
ORD035414,2025-03-03 00:00:00,CUST03160,PROD0069,R004,Online,1,5482.32,18.55,4465.35,3420.13,1045.22,Profitable
ORD041011,2024-02-05 00:00:00,CUST03385,PROD0053,R018,Online,2,2085.37,0.31,4157.81,3112.5,1045.31,Profitable
ORD003377,2024-01-18 00:00:00,CUST03481,PROD0155,R001,Marketplace,2,2796.83,11.39,4956.54,3911.22,1045.32,Profitable
ORD031029,2024-02-16 00:00:00,CUST04306,PROD0125,R001,Store,1,12200.98,8.64,11146.82,10101.45,1045.37,Profitable
ORD004748,2026-04-07 00:00:00,CUST00843,PROD0166,R013,Marketplace,1,6336.84,8.86,5775.4,4730.02,1045.38,Profitable
ORD039123,2024-11-13 00:00:00,CUST01081,PROD0129,R007,Marketplace,1,5163.83,14.52,4414.04,3368.66,1045.38,Profitable
ORD001274,2024-12-20 00:00:00,CUST02384,PROD0122,R004,Online,1,6342.03,9.75,5723.68,4678.27,1045.41,Profitable
ORD042168,2024-01-18 00:00:00,CUST01933,PROD0066,R003,Store,1,6135.56,4.91,5834.3,4788.78,1045.52,Profitable
ORD049169,2026-04-23 00:00:00,CUST05604,PROD0170,R012,Online,1,15086.92,13.71,13018.5,11972.84,1045.66,Profitable
ORD063243,2024-04-19 00:00:00,CUST04809,PROD0011,R011,Online,1,4711.27,10.27,4227.42,3181.57,1045.85,Profitable
ORD017842,2025-04-07 00:00:00,CUST02736,PROD0085,R010,Marketplace,3,7374.91,13.42,19155.59,18109.59,1046.0,Profitable
ORD017879,2024-08-14 00:00:00,CUST00051,PROD0099,R002,Online,1,5204.8,18.42,4246.08,3200.05,1046.03,Profitable
ORD043879,2024-10-16 00:00:00,CUST03774,PROD0080,R018,Marketplace,2,7106.65,16.85,11818.36,10772.26,1046.1,Profitable
ORD001840,2026-03-23 00:00:00,CUST01624,PROD0103,R021,Online,1,7340.57,12.07,6454.56,5408.41,1046.15,Profitable
ORD000843,2024-11-28 00:00:00,CUST05106,PROD0127,R002,Online,2,2851.07,4.58,5440.98,4394.8,1046.18,Profitable
ORD050933,2025-08-18 00:00:00,CUST05782,PROD0017,R015,Marketplace,1,9986.93,7.01,9286.85,8240.67,1046.18,Profitable
ORD003778,2024-10-03 00:00:00,CUST02303,PROD0178,R001,Store,1,4622.91,12.84,4029.33,2983.14,1046.19,Profitable
ORD049061,2026-04-16 00:00:00,CUST05177,PROD0053,R004,Online,4,2085.37,12.83,7271.27,6225.0,1046.27,Profitable
ORD037430,2025-01-11 00:00:00,CUST04646,PROD0074,R018,Marketplace,5,2745.78,11.76,12114.38,11068.05,1046.33,Profitable
ORD045539,2024-02-22 00:00:00,CUST05205,PROD0027,R008,Store,1,10298.65,10.06,9262.61,8216.21,1046.4,Profitable
ORD063987,2025-05-29 00:00:00,CUST01295,PROD0077,R017,Online,3,1021.47,6.58,2862.77,1816.29,1046.48,Profitable
ORD000194,2024-07-09 00:00:00,CUST05627,PROD0031,R003,Online,1,3348.21,7.23,3106.13,2059.62,1046.51,Profitable
ORD045364,2025-12-04 00:00:00,CUST01933,PROD0145,R003,Online,4,1029.53,3.87,3958.75,2912.24,1046.51,Profitable
ORD014737,2025-02-02 00:00:00,CUST04526,PROD0067,R004,Store,1,4228.87,15.01,3594.12,2547.4,1046.72,Profitable
ORD056672,2025-12-23 00:00:00,CUST02831,PROD0154,R024,Online,2,2368.51,7.36,4388.38,3341.46,1046.92,Profitable
ORD047602,2024-01-27 00:00:00,CUST03643,PROD0175,R024,Store,1,8066.73,10.1,7251.99,6205.03,1046.96,Profitable
ORD028273,2025-04-15 00:00:00,CUST00549,PROD0106,R011,Store,1,4279.13,12.77,3732.69,2685.68,1047.01,Profitable
ORD068000,2024-11-23 00:00:00,CUST00146,PROD0014,R023,Online,1,6922.67,17.4,5718.13,4671.12,1047.01,Profitable
ORD042633,2025-03-19 00:00:00,CUST02057,PROD0017,R016,Store,1,9986.93,7.0,9287.84,8240.67,1047.17,Profitable
ORD073566,2024-09-08 00:00:00,CUST00607,PROD0057,R023,Store,1,9379.9,12.1,8244.93,7197.56,1047.37,Profitable
ORD062115,2025-10-06 00:00:00,CUST05212,PROD0136,R015,Online,1,14567.99,11.44,12901.41,11854.01,1047.4,Profitable
ORD028857,2024-03-24 00:00:00,CUST03140,PROD0111,R006,Online,1,4589.0,14.43,3926.81,2879.36,1047.45,Profitable
ORD056795,2025-12-07 00:00:00,CUST00768,PROD0018,R013,Store,1,12486.26,8.77,11391.21,10343.69,1047.52,Profitable
ORD008152,2026-04-24 00:00:00,CUST05714,PROD0087,R005,Online,1,3396.38,8.36,3112.44,2064.83,1047.61,Profitable
ORD026005,2025-01-10 00:00:00,CUST02802,PROD0031,R004,Marketplace,2,3348.21,22.84,5166.96,4119.24,1047.72,Profitable
ORD044119,2024-11-13 00:00:00,CUST00348,PROD0002,R012,Online,1,6109.4,9.75,5513.73,4465.88,1047.85,Profitable
ORD051538,2026-03-12 00:00:00,CUST04688,PROD0048,R003,Marketplace,2,4193.34,7.48,7759.36,6711.4,1047.96,Profitable
ORD048661,2026-05-30 00:00:00,CUST01342,PROD0114,R009,Marketplace,2,5547.1,19.48,8933.05,7885.06,1047.99,Profitable
ORD017485,2025-05-20 00:00:00,CUST00186,PROD0047,R011,Marketplace,2,7182.73,14.68,12256.61,11208.56,1048.05,Profitable
ORD030460,2024-09-24 00:00:00,CUST00894,PROD0118,R015,Online,1,11702.39,16.04,9825.33,8777.01,1048.32,Profitable
ORD012381,2024-01-25 00:00:00,CUST03202,PROD0024,R022,Online,2,6673.1,14.71,11382.97,10334.64,1048.33,Profitable
ORD005219,2024-04-22 00:00:00,CUST05336,PROD0095,R009,Online,4,2134.17,9.07,7762.4,6714.04,1048.36,Profitable
ORD023817,2024-10-24 00:00:00,CUST04149,PROD0055,R023,Store,4,832.15,9.73,3004.73,1956.24,1048.49,Profitable
ORD012010,2025-05-17 00:00:00,CUST02712,PROD0069,R023,Online,1,5482.32,18.49,4468.64,3420.13,1048.51,Profitable
ORD069024,2025-10-05 00:00:00,CUST05408,PROD0085,R023,Online,1,7374.91,3.93,7085.08,6036.53,1048.55,Profitable
ORD022804,2025-02-20 00:00:00,CUST01960,PROD0175,R001,Online,1,8066.73,10.08,7253.6,6205.03,1048.57,Profitable
ORD072359,2025-02-19 00:00:00,CUST04934,PROD0053,R016,Marketplace,2,2085.37,0.23,4161.15,3112.5,1048.65,Profitable
ORD046624,2026-03-13 00:00:00,CUST01247,PROD0148,R021,Online,2,8761.87,12.61,15314.0,14265.32,1048.68,Profitable
ORD071659,2024-10-11 00:00:00,CUST03315,PROD0136,R003,Store,5,14567.99,17.19,60318.76,59270.05,1048.71,Profitable
ORD031365,2025-05-08 00:00:00,CUST00788,PROD0061,R022,Online,1,7568.74,15.28,6412.24,5363.41,1048.83,Profitable
ORD067523,2024-10-07 00:00:00,CUST02161,PROD0076,R007,Online,2,7447.92,8.4,13644.59,12595.52,1049.07,Profitable
ORD041354,2026-03-08 00:00:00,CUST02476,PROD0046,R011,Online,1,5767.09,14.21,4947.59,3898.36,1049.23,Profitable
ORD029924,2024-06-26 00:00:00,CUST04572,PROD0087,R016,Online,1,3396.38,8.31,3114.14,2064.83,1049.31,Profitable
ORD034874,2024-11-02 00:00:00,CUST01995,PROD0047,R022,Online,2,7182.73,14.67,12258.05,11208.56,1049.49,Profitable
